ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2006,2006-10-29,7,24.330,IND,@,DEN,W 34-31,,,,,,,,,,,,,
2,2006,2006-11-05,8,24.337,IND,@,NWE,W 27-20,,,,,,,,,,,,,
3,2006,2006-11-12,9,24.344,IND,,BUF,W 17-16,,,,,,,,,,,,,
4,2006,2006-11-19,10,24.351,IND,@,DAL,L 14-21,,,,,,,,,,,,,
5,2006,2006-11-26,11,24.358,IND,,PHI,W 45-21,,,,,,,,,,,,,
6,2006,2006-12-03,12,25.000,IND,@,TEN,L 17-20,,,,,,,,,,,,,
7,2006,2006-12-18,14,25.015,IND,,CIN,W 34-16,,,,,,,,,,,,,
8,2006,2006-12-24,15,25.021,IND,@,HOU,L 24-27,,,,,,,,,,,,,
9,2006,2006-12-31,16,25.028,IND,,MIA,W 27-22,,,,,,,,,,,,,
10,2007,2007-09-06,1,25.277,IND,,NOR,W 41-10,,,,,,,,,,,,,
11,2007,2007-09-16,2,25.287,IND,@,TEN,W 22-20,*,,,,,,,,,,,,
12,2007,2007-09-23,3,25.294,IND,@,HOU,W 30-24,,,,,,,,,,,,,
13,2007,2007-09-30,4,25.301,IND,,DEN,W 38-20,,,,,,,,,,,,,
14,2007,2007-10-07,5,25.308,IND,,TAM,W 33-14,*,,,,,,,,,,,,
15,2007,2007-10-22,6,25.323,IND,@,JAX,W 29-7,*,,,,,,,,,,,,
16,2007,2007-10-28,7,25.329,IND,@,CAR,W 31-7,*,,,,,,,,,,,,
17,2007,2007-12-02,12,25.364,IND,,JAX,W 28-25,,0,0,,0,0,0,1.0,,,0,0,0
18,2007,2007-12-09,13,26.006,IND,@,BAL,W 44-20,*,,,,,,,,,,,,
19,2007,2007-12-16,14,26.013,IND,@,OAK,W 21-14,,,,,,,,,,,,,
20,2007,2007-12-23,15,26.020,IND,,HOU,W 38-15,*,,,,,,,,,,,,
21,2007,2007-12-30,16,26.027,IND,,TEN,L 10-16,*,,,,,,,,,,,,
22,2008,2008-10-19,6,26.321,IND,@,GNB,L 14-34,,0,0,,0,0,0,0.0,0,0,0,0,0
23,2008,2008-10-27,7,26.329,IND,@,TEN,L 21-31,*,0,0,,0,0,0,0.0,2,0,0,0,0
24,2008,2008-11-02,8,26.335,IND,,NWE,W 18-15,*,0,0,,0,0,0,0.0,3,6,0,0,0
25,2008,2008-11-09,9,26.342,IND,@,PIT,W 24-20,,0,0,,0,0,0,0.0,0,0,0,0,0
26,2008,2008-11-16,10,26.349,IND,,HOU,W 33-27,,0,0,,0,0,0,0.0,0,2,0,0,0
27,2008,2008-11-23,11,26.356,IND,@,SDG,W 23-20,,,,,,,,,,,,,
28,2008,2008-11-30,12,26.363,IND,@,CLE,W 10-6,,0,0,,0,0,0,0.0,2,0,0,0,0
29,2008,2008-12-18,15,27.015,IND,@,JAX,W 31-24,,0,0,,0,0,0,0.0,1,0,0,0,0
30,2008,2008-12-28,16,27.025,IND,,TEN,W 23-0,*,0,0,,0,0,0,0.0,4,0,0,0,0
31,2009,2009-09-13,1,27.284,IND,,JAX,W 14-12,*,0,0,,0,0,0,0.0,4,3,0,0,0
32,2009,2009-09-21,2,27.292,IND,@,MIA,W 27-23,*,0,0,,0,0,0,0.0,3,2,0,0,0
33,2009,2009-09-27,3,27.298,IND,@,ARI,W 31-10,*,0,0,,0,0,0,0.0,1,0,0,0,0
34,2009,2009-10-04,4,27.305,IND,,SEA,W 34-17,*,0,0,,0,0,0,0.0,3,0,0,0,0
35,2009,2009-10-11,5,27.312,IND,@,TEN,W 31-9,*,0,0,,0,0,0,0.0,1,2,0,0,0
36,2009,2009-10-25,6,27.326,IND,@,STL,W 42-6,*,0,0,,0,0,0,0.0,2,1,0,0,0
37,2009,2009-11-01,7,27.333,IND,,SFO,W 18-14,*,0,0,,0,0,0,0.0,0,4,0,0,0
38,2010,2010-10-03,4,28.304,IND,@,JAX,L 28-31,,0,0,,0,0,0,0.0,0,0,0,0,0
39,2010,2010-10-10,5,28.311,IND,,KAN,W 19-9,,,,,,,,,,,,,
40,2010,2010-10-17,6,28.318,IND,@,WAS,W 27-24,,,,,,,,,,,,,
41,2010,2010-11-01,7,28.333,IND,,HOU,W 30-17,,0,0,,0,0,0,0.0,0,0,0,0,0
42,2010,2010-11-07,8,28.339,IND,@,PHI,L 24-26,*,0,0,,0,0,0,1.0,2,2,0,0,0
43,2010,2010-11-14,9,28.346,IND,,CIN,W 23-17,,0,0,,0,0,0,0.0,4,1,1,35,0
44,2010,2010-11-21,10,28.353,IND,@,NWE,L 28-31,,0,0,,0,0,0,0.0,5,1,0,0,0
45,2010,2010-11-28,11,28.360,IND,,SDG,L 14-36,*,0,0,,0,0,0,0.0,2,0,0,0,0
46,2010,2010-12-05,12,29.002,IND,,DAL,L 35-38,,0,0,,0,0,0,0.0,8,5,0,0,0
47,2010,2010-12-09,13,29.006,IND,@,TEN,W 30-28,,0,0,,0,0,0,0.0,5,1,0,0,0
48,2010,2010-12-19,14,29.016,IND,,JAX,W 34-24,,1,41,41.00,1,1,6,0.0,5,0,0,0,0
49,2010,2010-12-26,15,29.023,IND,@,OAK,W 31-26,,0,0,,0,0,0,0.0,8,1,0,0,0
50,2010,2011-01-02,16,29.030,IND,,TEN,W 23-20,,0,0,,0,0,0,0.0,4,0,0,0,0
