ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2003,2003-09-21,3,23.238,TEN,,NOR,W 27-12,,,,
2,2003,2003-09-28,4,23.245,TEN,@,PIT,W 30-13,*,,,
3,2003,2003-10-05,5,23.252,TEN,@,NWE,L 30-38,,,,
4,2003,2003-10-12,6,23.259,TEN,,HOU,W 38-17,,1,4,0
5,2003,2003-10-19,7,23.266,TEN,@,CAR,W 37-17,,,,
6,2003,2003-10-26,8,23.273,TEN,@,JAX,W 30-17,,,,
7,2004,2004-09-11,1,24.229,TEN,@,MIA,W 17-7,,,,
8,2004,2004-09-19,2,24.237,TEN,,IND,L 17-31,*,,,
9,2004,2004-09-26,3,24.244,TEN,,JAX,L 12-15,,,,
10,2004,2004-10-03,4,24.251,TEN,@,SDG,L 17-38,,,,
11,2004,2004-10-11,5,24.259,TEN,@,GNB,W 48-27,,,,
12,2004,2004-10-17,6,24.265,TEN,,HOU,L 10-20,,1,25,0
13,2004,2004-10-24,7,24.272,TEN,@,MIN,L 3-20,*,,,
14,2004,2004-10-31,8,24.279,TEN,,CIN,W 27-20,,,,
15,2004,2004-11-14,9,24.293,TEN,,CHI,L 17-19,,,,
16,2004,2004-11-21,10,24.300,TEN,@,JAX,W 18-15,,,,
17,2005,2005-09-11,1,25.228,TEN,@,PIT,L 7-34,*,,,
18,2005,2005-09-18,2,25.235,TEN,,BAL,W 25-10,*,,,
19,2005,2005-09-25,3,25.242,TEN,@,STL,L 27-31,*,,,
20,2005,2005-10-02,4,25.249,TEN,,IND,L 10-31,*,,,
21,2005,2005-10-09,5,25.256,TEN,@,HOU,W 34-20,*,1,3,0
22,2005,2005-10-16,6,25.263,TEN,,CIN,L 23-31,*,,,
23,2005,2005-10-23,7,25.270,TEN,@,ARI,L 10-20,*,,,
24,2005,2005-11-27,11,25.305,TEN,,SFO,W 33-22,,,,
25,2005,2005-12-04,12,25.312,TEN,@,IND,L 3-35,,,,
26,2005,2005-12-11,13,25.319,TEN,,HOU,W 13-10,,,,
27,2005,2005-12-18,14,25.326,TEN,,SEA,L 24-28,,,,
28,2005,2005-12-24,15,25.332,TEN,@,MIA,L 10-24,,,,
29,2005,2006-01-01,16,25.340,TEN,@,JAX,L 13-40,,,,
30,2006,2006-09-10,1,26.227,TEN,,NYJ,L 16-23,,,,
31,2006,2006-09-17,2,26.234,TEN,@,SDG,L 7-40,,,,
32,2006,2006-09-24,3,26.241,TEN,@,MIA,L 10-13,,,,
33,2006,2006-10-01,4,26.248,TEN,,DAL,L 14-45,,,,
34,2006,2006-10-08,5,26.255,TEN,@,IND,L 13-14,,,,
35,2006,2006-10-15,6,26.262,TEN,@,WAS,W 25-22,,,,
36,2006,2006-10-29,7,26.276,TEN,,HOU,W 28-22,,,,
37,2006,2006-11-05,8,26.283,TEN,@,JAX,L 7-37,*,,,
38,2006,2006-11-12,9,26.290,TEN,,BAL,L 26-27,,,,
39,2006,2006-11-19,10,26.297,TEN,@,PHI,W 31-13,,,,
