ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
14,1961,1961-09-23,2,23.322,RAM,,CHI,L 17-21,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
15,1961,1961-10-01,3,23.330,RAM,,PIT,W 24-14,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,4,147,36.75,0
16,1961,1961-10-08,4,23.337,RAM,@,SFO,L 0-35,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,305,43.57,0
17,1961,1961-10-15,5,23.344,RAM,@,DET,L 13-14,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,5,40.0,0,7,5,209,41.80,0
18,1961,1961-10-22,6,23.351,RAM,@,NYG,L 14-24,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,2,100.0,,1,0.0,0,2,5,228,45.60,0
19,1961,1961-10-29,7,23.358,RAM,,DET,L 10-28,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,4,168,42.00,0
20,1961,1961-11-05,8,24.000,RAM,,MIN,W 31-17,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,5,171,34.20,0
21,1961,1961-11-12,9,24.007,RAM,,SFO,W 17-7,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,4,25.0,0,5,4,176,44.00,0
22,1961,1961-11-19,10,24.014,RAM,@,GNB,L 17-35,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,3,72,24.00,0
23,1961,1961-11-26,11,24.021,RAM,@,CHI,L 24-28,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
24,1961,1961-12-03,12,24.028,RAM,@,MIN,L 21-42,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,1,0.0,0,3,0,0,,0
25,1961,1961-12-09,13,24.034,RAM,,BAL,W 34-17,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,3,66.7,0,10,4,158,39.50,0
26,1961,1961-12-17,14,24.042,RAM,,GNB,L 17-24,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,5,210,42.00,0
27,1962,1962-09-16,1,24.315,RAM,@,BAL,L 27-30,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,4,50.0,0,9,5,215,43.00,0
28,1962,1962-09-23,2,24.322,RAM,,CHI,L 23-27,0,0,,0,0,0,,0,0,0,,0,0,,,2,3,66.7,1,2,50.0,0,5,4,174,43.50,0
29,1962,1962-09-30,3,24.329,RAM,,DAL,L 17-27,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,11,550,50.00,0
30,1962,1962-10-07,4,24.336,RAM,@,WAS,L 14-20,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,4,154,38.50,0
31,1962,1962-10-14,5,24.343,RAM,@,DET,L 10-13,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,6,276,46.00,0
32,1962,1962-10-21,6,24.350,RAM,,MIN,L 14-38,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,6,256,42.67,0
33,1962,1962-10-28,7,24.357,RAM,@,SFO,W 28-14,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,,,0,4,7,325,46.43,0
34,1962,1962-11-04,8,24.364,RAM,,DET,L 3-12,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,2,50.0,0,3,9,454,50.44,0
35,1962,1962-11-11,9,25.006,RAM,,BAL,L 2-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,380,47.50,0
36,1962,1962-11-18,10,25.013,RAM,,SFO,L 17-24,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,6,315,52.50,0
37,1962,1962-11-25,11,25.020,RAM,@,MIN,T 24-24,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,4,25.0,0,6,5,235,47.00,0
38,1962,1962-12-02,12,25.027,RAM,@,GNB,L 10-41,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,6,258,43.00,0
39,1962,1962-12-09,13,25.034,RAM,@,CHI,L 14-30,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,7,231,33.00,1
40,1962,1962-12-16,14,25.041,RAM,,GNB,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,4,25.0,0,5,3,138,46.00,0
41,1963,1963-09-14,1,25.313,RAM,,DET,L 2-23,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,301,43.00,0
42,1963,1963-09-21,2,25.320,RAM,,WAS,L 14-37,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,2,0.0,0,2,8,376,47.00,0
43,1963,1963-09-29,3,25.328,RAM,@,CLE,L 6-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,4,50.0,0,6,2,94,47.00,0
44,1963,1963-10-06,4,25.335,RAM,@,GNB,L 10-42,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,7,318,45.43,0
45,1963,1963-10-13,5,25.342,RAM,,CHI,L 14-52,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,5,255,51.00,0
46,1963,1963-10-20,6,25.349,RAM,,MIN,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,5,204,40.80,0
47,1963,1963-10-27,7,25.356,RAM,,SFO,W 28-21,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,1,0.0,0,4,3,105,35.00,0
48,1963,1963-11-03,8,25.363,RAM,@,MIN,L 13-21,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,7,309,44.14,0
49,1963,1963-11-10,9,26.005,RAM,@,CHI,L 0-6,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,1,0.0,0,0,9,410,45.56,0
50,1963,1963-11-17,10,26.012,RAM,@,DET,W 28-21,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,,,0,4,7,304,43.43,0
51,1963,1963-11-24,11,26.019,RAM,,BAL,W 17-16,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,6,296,49.33,0
52,1963,1963-12-01,12,26.026,RAM,@,SFO,W 21-17,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,2,0.0,0,3,7,332,47.43,0
53,1963,1963-12-07,13,26.032,RAM,,GNB,L 14-31,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,6,282,47.00,0
54,1963,1963-12-15,14,26.040,RAM,@,BAL,L 16-19,0,0,,0,0,0,,0,0,0,,0,0,,,1,2,50.0,1,1,100.0,0,4,2,92,46.00,0
55,1964,1964-09-13,1,26.313,RAM,@,PIT,W 26-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,11,446,40.55,0
56,1964,1964-09-19,2,26.319,RAM,,DET,T 17-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,238,39.67,0
57,1964,1964-09-27,3,26.327,RAM,,MIN,W 22-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,206,41.20,0
58,1964,1964-10-04,4,26.334,RAM,@,BAL,L 20-35,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,248,41.33,0
59,1964,1964-10-11,5,26.341,RAM,@,CHI,L 17-38,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,282,47.00,0
60,1964,1964-10-18,6,26.348,RAM,,SFO,W 42-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,301,50.17,0
61,1964,1964-10-25,7,26.355,RAM,@,GNB,W 27-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,135,45.00,0
62,1964,1964-11-01,8,26.362,RAM,@,DET,L 17-37,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,153,38.25,0
63,1964,1964-11-08,9,27.003,RAM,,PHI,W 20-10,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,86,43.00,0
64,1964,1964-11-15,10,27.010,RAM,,CHI,L 24-34,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,199,49.75,0
65,1964,1964-11-22,11,27.017,RAM,,BAL,L 7-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,9,392,43.56,0
66,1964,1964-11-29,12,27.024,RAM,@,MIN,L 13-34,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,306,43.71,0
67,1964,1964-12-06,13,27.031,RAM,@,SFO,L 7-28,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,324,46.29,0
68,1964,1964-12-13,14,27.038,RAM,,GNB,T 24-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,299,49.83,0
69,1965,1965-09-19,1,27.318,DAL,,NYG,W 31-2,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,6,211,35.17,0
70,1965,1965-09-26,2,27.325,DAL,,WAS,W 27-7,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,4,50.0,0,9,5,209,41.80,0
71,1965,1965-10-04,3,27.333,DAL,@,STL,L 13-20,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,6,259,43.17,0
72,1965,1965-10-10,4,27.339,DAL,,PHI,L 24-35,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,2,96,48.00,0
73,1965,1965-10-17,5,27.346,DAL,@,CLE,L 17-23,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,10,391,39.10,0
74,1965,1965-10-24,6,27.353,DAL,@,GNB,L 3-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,8,346,43.25,0
75,1965,1965-10-31,7,27.360,DAL,@,PIT,L 13-22,0,0,,0,0,0,,0,0,0,,0,0,,,1,2,50.0,,1,0.0,0,1,8,329,41.13,0
76,1965,1965-11-07,8,28.002,DAL,,SFO,W 39-31,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
77,1965,1965-11-14,9,28.009,DAL,,PIT,W 24-17,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
78,1965,1965-11-21,10,28.016,DAL,,CLE,L 17-24,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
79,1965,1965-11-28,11,28.023,DAL,@,WAS,L 31-34,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,4,25.0,0,7,5,229,45.80,0
80,1965,1965-12-05,12,28.030,DAL,@,PHI,W 21-19,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,2,0.0,0,3,4,164,41.00,0
81,1965,1965-12-11,13,28.036,DAL,,STL,W 27-13,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,3,132,44.00,0
82,1965,1965-12-19,14,28.044,DAL,@,NYG,W 38-20,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,1,1,100.0,0,8,3,140,46.67,0
83,1966,1966-09-18,1,28.317,DAL,,NYG,W 52-7,0,0,,0,0,0,,0,0,0,,0,0,,,7,7,100.0,1,1,100.0,0,10,4,166,41.50,0
84,1966,1966-09-25,2,28.324,DAL,,MIN,W 28-17,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,1,0.0,0,4,7,293,41.86,0
85,1966,1966-10-02,3,28.331,DAL,@,ATL,W 47-14,0,0,,0,0,0,,0,0,0,,0,0,,,6,6,100.0,1,1,100.0,0,9,3,137,45.67,0
86,1966,1966-10-09,4,28.338,DAL,,PHI,W 56-7,0,0,,0,0,0,,0,0,0,,0,0,,,8,8,100.0,,1,0.0,0,8,1,24,24.00,0
87,1966,1966-10-16,5,28.345,DAL,@,STL,T 10-10,1,23,23.00,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,3,33.3,0,4,4,156,39.00,0
88,1966,1966-10-23,6,28.352,DAL,@,CLE,L 21-30,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,1,0.0,0,3,2,80,40.00,0
89,1966,1966-10-30,7,28.359,DAL,,PIT,W 52-21,0,0,,0,0,0,,0,0,0,,0,0,,,7,7,100.0,1,2,50.0,0,10,4,158,39.50,0
90,1966,1966-11-06,8,29.001,DAL,@,PHI,L 23-24,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,3,4,75.0,0,11,8,301,37.63,0
91,1966,1966-11-13,9,29.008,DAL,@,WAS,W 31-30,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,5,194,38.80,0
92,1966,1966-11-20,10,29.015,DAL,@,PIT,W 20-7,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,4,50.0,0,8,4,166,41.50,0
93,1966,1966-11-24,11,29.019,DAL,,CLE,W 26-14,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,2,89,44.50,0
94,1966,1966-12-04,12,29.029,DAL,,STL,W 31-17,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,2,50.0,0,7,9,399,44.33,0
95,1966,1966-12-11,13,29.036,DAL,,WAS,L 31-34,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,2,50.0,0,7,8,217,27.13,1
96,1966,1966-12-18,14,29.043,DAL,@,NYG,W 17-7,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,4,25.0,0,5,4,171,42.75,0
97,1967,1967-09-17,1,29.316,DAL,@,CLE,W 21-14,1,-15,-15.00,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,163,40.75,0
98,1967,1967-09-24,2,29.323,DAL,,NYG,W 38-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,169,42.25,0
99,1967,1967-10-01,3,29.330,DAL,,RAM,L 13-35,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,185,46.25,0
100,1967,1967-10-08,4,29.337,DAL,@,WAS,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,7,304,43.43,0
101,1967,1967-10-15,5,29.344,DAL,,NOR,W 14-10,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,2,0.0,0,2,7,250,35.71,0
102,1967,1967-10-22,6,29.351,DAL,@,PIT,W 24-21,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,3,33.3,0,6,4,172,43.00,0
103,1967,1967-10-29,7,29.358,DAL,@,PHI,L 14-21,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,4,166,41.50,0
104,1967,1967-11-05,8,30.000,DAL,,ATL,W 37-7,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,,,,0,5,7,241,34.43,0
105,1967,1967-11-12,9,30.007,DAL,@,NOR,W 27-10,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,4,50.0,0,9,4,166,41.50,0
106,1967,1967-11-19,10,30.014,DAL,,WAS,L 20-27,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,3,127,42.33,0
107,1967,1967-11-23,11,30.018,DAL,,STL,W 46-21,0,0,,0,0,0,,0,0,0,,0,0,,,5,6,83.3,1,1,100.0,0,8,5,205,41.00,0
108,1967,1967-12-03,12,30.028,DAL,@,BAL,L 17-23,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,6,227,37.83,0
109,1967,1967-12-10,13,30.035,DAL,,PHI,W 38-17,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,1,2,50.0,0,8,3,114,38.00,0
110,1967,1967-12-16,14,30.041,DAL,@,SFO,L 16-24,0,0,,0,0,0,,0,0,0,,0,0,,,1,2,50.0,1,2,50.0,0,4,5,218,43.60,0
