ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2005,2005-10-09,5,24.168,GNB,,NOR,W 52-3,,0,0,0,,0,0.0%,,1,25,25.00,0,0,0
2,2005,2005-10-23,6,24.182,GNB,@,MIN,L 20-23,,1,0,0,,0,0.0%,0.00,3,55,18.33,0,0,0
3,2006,2006-09-10,1,25.139,NOR,@,CLE,W 19-14,,0,0,0,,0,0.0%,,1,27,27.00,0,0,0
4,2006,2006-10-01,4,25.160,NOR,@,CAR,L 18-21,,,0,0,,0,0.0%,,0,0,,0,0,0
5,2006,2006-10-08,5,25.167,NOR,,TAM,W 24-21,,0,0,0,,0,0.0%,,1,13,13.00,0,0,0
6,2006,2006-10-15,6,25.174,NOR,,PHI,W 27-24,,2,1,8,8.00,0,50.0%,4.00,2,54,27.00,0,0,0
7,2006,2006-11-05,8,25.195,NOR,@,TAM,W 31-14,,,0,0,,0,0.0%,,0,0,,0,0,0
8,2006,2006-11-12,9,25.202,NOR,@,PIT,L 31-38,,0,0,0,,0,0.0%,,2,36,18.00,0,0,0
9,2006,2006-11-26,11,25.216,NOR,@,ATL,W 31-13,,0,0,0,,0,0.0%,,0,0,,0,0,0
10,2006,2006-12-03,12,25.223,NOR,,SFO,W 34-10,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
11,2006,2006-12-10,13,25.230,NOR,@,DAL,W 42-17,,2,1,27,27.00,1,50.0%,13.50,0,0,,0,1,6
12,2006,2006-12-17,14,25.237,NOR,,WAS,L 10-16,,0,0,0,,0,0.0%,,0,0,,0,0,0
13,2006,2006-12-24,15,25.244,NOR,@,NYG,W 30-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
14,2006,2006-12-31,16,25.251,NOR,,CAR,L 21-31,*,4,3,69,23.00,0,75.0%,17.25,0,0,,0,0,0
