ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1990,1990-10-14,6,25.262,CIN,@,HOU,L 17-48,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
2,1990,1990-10-22,7,25.270,CIN,@,CLE,W 34-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,,,,0,
3,1990,1990-10-28,8,25.276,CIN,@,ATL,L 17-38,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,,,,0,
4,1990,1990-11-04,9,25.283,CIN,,NOR,L 7-21,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
5,1990,1990-11-18,10,25.297,CIN,,PIT,W 27-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,1,43,43.00,0,0,0,,0,0,0
6,1990,1990-11-25,11,25.304,CIN,,IND,L 20-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,,,,0,
7,1990,1990-12-02,12,25.311,CIN,@,PIT,W 16-12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,,,,0,
8,1990,1990-12-09,13,25.318,CIN,,SFO,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,,,,0,
9,1990,1990-12-16,14,25.325,CIN,@,RAI,L 7-24,1,12,12.00,0,1,11,11.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
10,1990,1990-12-23,15,25.332,CIN,,HOU,W 40-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,,,,0,
11,1990,1990-12-30,16,25.339,CIN,,CLE,W 21-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,,,,0,
12,1991,1991-09-01,1,26.219,CIN,@,DEN,L 14-45,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,26,26.00,0,0,0,,0,0,0
13,1991,1991-09-08,2,26.226,CIN,,HOU,L 7-30,4,66,16.50,1,0,0,,0,0,0,,0,0,0,,,,,,1,23,23.00,0,0,0,,0,1,6
14,1991,1991-09-15,3,26.233,CIN,@,CLE,L 13-14,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
15,1991,1991-09-22,4,26.240,CIN,,WAS,L 27-34,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
16,1991,1991-10-06,5,26.254,CIN,,SEA,L 7-13,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,0,0
17,1991,1991-10-13,6,26.261,CIN,@,DAL,L 23-35,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,4,4.00,0,0,0,,0,0,0
18,1991,1991-10-21,7,26.269,CIN,@,BUF,L 16-35,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
19,1991,1991-10-27,8,26.275,CIN,@,HOU,L 3-35,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,25,25.00,0,0,0,,0,0,0
20,1991,1991-11-03,9,26.282,CIN,,CLE,W 23-21,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,2,39,19.50,0,0,0,,0,0,0
21,1991,1991-11-17,11,26.296,CIN,@,PHI,L 10-17,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,2,26,13.00,0,0,0,,0,0,0
22,1991,1991-11-24,12,26.303,CLE,,KAN,W 20-15,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,21,21.00,0,0,0,,0,0,0
23,1991,1991-12-01,13,26.310,CLE,@,IND,W 31-0,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
24,1991,1991-12-08,14,26.317,CLE,,DEN,L 7-17,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,15,15.00,0,0,0,,0,0,0
25,1991,1991-12-15,15,26.324,CLE,,HOU,L 14-17,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,13,13.00,0,0,0,,0,0,0
