ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1999,1999-09-12,1,24.313,CLE,,PIT,L 0-43,,0,0,,0,0,0,0,,0,0.0%,,4,71,17.75,0
2,1999,1999-09-19,2,24.320,CLE,@,TEN,L 9-26,,0,0,,0,0,0,0,,0,0.0%,,5,122,24.40,0
3,1999,1999-09-26,3,24.327,CLE,@,BAL,L 10-17,,0,0,,0,0,0,0,,0,0.0%,,2,44,22.00,0
4,1999,1999-10-03,4,24.334,CLE,,NWE,L 7-19,,1,-14,-14.00,0,0,0,0,,0,0.0%,,2,37,18.50,0
5,1999,1999-10-10,5,24.341,CLE,,CIN,L 17-18,,0,0,,0,0,0,0,,0,0.0%,,4,104,26.00,0
6,1999,1999-10-17,6,24.348,CLE,@,JAX,L 7-24,,0,0,,0,0,0,0,,0,0.0%,,4,82,20.50,0
7,1999,1999-10-24,7,24.355,CLE,@,STL,L 3-34,,0,0,,0,0,0,0,,0,0.0%,,4,120,30.00,0
8,1999,1999-10-31,8,24.362,CLE,@,NOR,W 21-16,,0,0,,0,0,0,0,,0,0.0%,,2,58,29.00,0
9,1999,1999-11-07,9,25.004,CLE,,BAL,L 9-41,,0,0,,0,0,0,0,,0,0.0%,,3,67,22.33,0
10,1999,1999-11-14,10,25.011,CLE,@,PIT,W 16-15,,0,0,,0,0,0,0,,0,0.0%,,3,46,15.33,0
11,1999,1999-11-21,11,25.018,CLE,,CAR,L 17-31,,0,0,,0,0,0,0,,0,0.0%,,3,66,22.00,0
12,1999,1999-11-28,12,25.025,CLE,,TEN,L 21-33,,0,0,,0,0,0,0,,0,0.0%,,1,19,19.00,0
13,1999,1999-12-05,13,25.032,CLE,@,SDG,L 10-23,,0,0,,0,0,0,0,,0,0.0%,,4,81,20.25,0
14,1999,1999-12-12,14,25.039,CLE,@,CIN,L 28-44,,0,0,,0,1,1,45,45.00,0,100.0%,45.00,3,69,23.00,0
