ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1976,1976-10-03,4,24.189,CHI,,WAS,W 33-7,2,32,16.00,1,0,0,,0,1,6
2,1976,1976-10-10,5,24.196,CHI,@,MIN,L 19-20,4,44,11.00,0,0,0,,0,0,0
3,1976,1976-10-17,6,24.203,CHI,@,RAM,L 12-20,3,50,16.67,0,0,0,,0,0,0
4,1976,1976-10-24,7,24.210,CHI,@,DAL,L 21-31,1,7,7.00,0,0,0,,0,0,0
5,1976,1976-10-31,8,24.217,CHI,,MIN,W 14-13,2,40,20.00,0,0,0,,0,0,0
6,1976,1976-11-07,9,24.224,CHI,,OAK,L 27-28,3,76,25.33,1,1,3,3.00,0,1,6
7,1976,1976-11-14,10,24.231,CHI,,GNB,W 24-13,1,8,8.00,0,1,-7,-7.00,0,0,0
8,1976,1976-11-21,11,24.238,CHI,@,DET,L 10-14,4,78,19.50,1,0,0,,0,1,6
9,1976,1976-11-28,12,24.245,CHI,@,GNB,W 16-10,3,71,23.67,1,0,0,,0,1,6
10,1976,1976-12-05,13,24.252,CHI,@,SEA,W 34-7,3,106,35.33,2,0,0,,0,2,12
11,1976,1976-12-12,14,24.259,CHI,,DEN,L 14-28,,,,,,,,,,
12,1977,1977-09-18,1,25.174,CHI,,DET,W 30-20,2,34,17.00,0,0,0,,0,0,0
13,1977,1977-09-25,2,25.181,CHI,@,STL,L 13-16,5,64,12.80,0,0,0,,0,0,0
14,1977,1977-10-02,3,25.188,CHI,,NOR,L 24-42,2,22,11.00,0,0,0,,0,0,0
15,1977,1977-10-10,4,25.196,CHI,,RAM,W 24-23,2,142,71.00,2,0,0,,0,2,12
16,1977,1977-10-16,5,25.202,CHI,@,MIN,L 16-22,5,77,15.40,0,0,0,,0,0,0
17,1977,1977-10-23,6,25.209,CHI,,ATL,L 10-16,4,86,21.50,0,0,0,,0,0,0
