ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1991,1991-11-24,12,23.043,DAL,@,WAS,W 24-21,,
2,1991,1991-11-28,13,23.047,DAL,,PIT,W 20-10,,
3,1991,1991-12-08,14,23.057,DAL,,NOR,W 23-14,,
4,1991,1991-12-15,15,23.064,DAL,@,PHI,W 25-13,,
5,1991,1991-12-22,16,23.071,DAL,,ATL,W 31-27,,
6,1992,1992-09-07,1,23.331,DAL,,WAS,W 23-10,,
7,1992,1992-09-13,2,23.337,DAL,@,NYG,W 34-28,,
8,1992,1992-09-20,3,23.344,DAL,,PHO,W 31-20,,
9,1992,1992-10-05,4,23.359,DAL,@,PHI,L 7-31,,
10,1992,1992-10-11,5,23.365,DAL,,SEA,W 27-0,,
11,1992,1992-10-18,6,24.006,DAL,,KAN,W 17-10,,1.0
12,1992,1992-10-25,7,24.013,DAL,@,RAI,W 28-13,,
13,1992,1992-11-01,8,24.020,DAL,,PHI,W 20-10,,
14,1992,1992-11-08,9,24.027,DAL,@,DET,W 37-3,,0.5
15,1992,1992-11-15,10,24.034,DAL,,RAM,L 23-27,,
16,1992,1992-11-22,11,24.041,DAL,@,PHO,W 16-10,,
17,1992,1992-11-26,12,24.045,DAL,,NYG,W 30-3,,1.0
18,1992,1992-12-06,13,24.055,DAL,@,DEN,W 31-27,,
19,1992,1992-12-13,14,24.062,DAL,@,WAS,L 17-20,,
20,1992,1992-12-21,15,24.070,DAL,@,ATL,W 41-17,,1.0
21,1992,1992-12-27,16,24.076,DAL,,CHI,W 27-14,,
22,1993,1993-09-06,1,24.329,DAL,@,WAS,L 16-35,,
23,1993,1993-09-12,2,24.335,DAL,,BUF,L 10-13,,
24,1993,1993-09-19,3,24.342,DAL,@,PHO,W 17-10,,
25,1993,1993-11-14,9,25.033,DAL,,PHO,W 20-15,,
26,1993,1993-11-21,10,25.040,DAL,@,ATL,L 14-27,,
27,1993,1993-11-25,11,25.044,DAL,,MIA,L 14-16,,
28,1993,1993-12-06,12,25.055,DAL,,PHI,W 23-17,,
29,1993,1993-12-12,13,25.061,DAL,@,MIN,W 37-20,,
30,1993,1993-12-18,14,25.067,DAL,@,NYJ,W 28-7,,
31,1993,1993-12-26,15,25.075,DAL,,WAS,W 38-3,,
32,1993,1994-01-02,16,25.082,DAL,@,NYG,W 16-13,,
33,1994,1994-09-04,1,25.327,DAL,@,PIT,W 26-9,,
34,1994,1994-09-11,2,25.334,DAL,,HOU,W 20-17,,
35,1994,1994-09-19,3,25.342,DAL,,DET,L 17-20,,
36,1994,1994-10-02,4,25.355,DAL,@,WAS,W 34-7,,
37,1994,1994-10-09,5,25.362,DAL,,ARI,W 38-3,,
38,1994,1994-10-16,6,26.004,DAL,,PHI,W 24-13,,
39,1994,1994-10-23,7,26.011,DAL,@,ARI,W 28-21,,
40,1994,1994-10-30,8,26.018,DAL,@,CIN,W 23-20,,
41,1994,1994-11-07,9,26.026,DAL,,NYG,W 38-10,,1.0
42,1994,1994-11-13,10,26.032,DAL,@,SFO,L 14-21,,2.0
43,1994,1994-11-20,11,26.039,DAL,,WAS,W 31-7,,
44,1994,1994-11-24,12,26.043,DAL,,GNB,W 42-31,,
