ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-11-20,10,25.086,NYJ,@,DEN,L 0-27,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
2,2005,2005-11-27,11,25.093,NYJ,,NOR,L 19-21,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
3,2005,2005-12-04,12,25.100,NYJ,@,NWE,L 3-16,,,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0,0.0,,
4,2005,2005-12-11,13,25.107,NYJ,,OAK,W 26-10,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
5,2007,2007-09-06,1,27.011,IND,,NOR,W 41-10,,0,0,0,,0,0.0%,,0,0,,0,1,22,22.00,0,0,0,0.0,,
6,2007,2007-09-16,2,27.021,IND,@,TEN,W 22-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
7,2007,2007-09-23,3,27.028,IND,@,HOU,W 30-24,,0,0,0,,0,0.0%,,0,0,,0,1,22,22.00,0,0,0,0.0,,
8,2007,2007-09-30,4,27.035,IND,,DEN,W 38-20,,0,0,0,,0,0.0%,,4,13,3.25,0,0,0,,0,0,0,0.0,,
9,2007,2007-10-07,5,27.042,IND,,TAM,W 33-14,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,,0,0,0,0.0,,
10,2007,2007-10-22,6,27.057,IND,@,JAX,W 29-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
11,2007,2007-12-02,12,27.098,IND,,JAX,W 28-25,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,18,18.00,0,1,6,0.0,,
12,2007,2007-12-09,13,27.105,IND,@,BAL,W 44-20,,0,0,0,,0,0.0%,,0,0,,0,1,20,20.00,0,0,0,0.0,,
