ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1984,1984-09-02,1,21.332,RAI,@,HOU,W 24-14,,,,,,,,,
2,1984,1984-09-09,2,21.339,RAI,,GNB,W 28-7,,,,,,,,,
3,1984,1984-10-07,6,22.001,RAI,,SEA,W 28-14,,,,,,,,,
4,1984,1984-10-21,8,22.015,RAI,@,SDG,W 44-37,,,,,,,,,
5,1984,1984-10-28,9,22.022,RAI,,DEN,L 19-22,,,,,,,,,
6,1984,1984-11-04,10,22.029,RAI,@,CHI,L 6-17,,,,,,,,,
7,1984,1984-11-12,11,22.037,RAI,@,SEA,L 14-17,,,,,,,,,
8,1984,1984-11-18,12,22.043,RAI,,KAN,W 17-7,,,,,,,,,
9,1984,1984-11-25,13,22.050,RAI,,IND,W 21-7,,,,,,,,,
10,1984,1984-12-02,14,22.057,RAI,@,MIA,W 45-34,,,,,,,,,
11,1984,1984-12-10,15,22.065,RAI,@,DET,W 24-3,,,,,,,,,
12,1984,1984-12-16,16,22.071,RAI,,PIT,L 7-13,,,,,,,,,
13,1985,1985-09-08,1,22.337,RAI,,NYJ,W 31-0,,,,,,,,,
14,1985,1985-09-12,2,22.341,RAI,@,KAN,L 20-36,3,63,21.00,0,0,0,0,0,0
15,1985,1985-09-22,3,22.351,RAI,,SFO,L 10-34,3,43,14.33,0,0,0,0,0,0
16,1985,1985-09-29,4,22.358,RAI,@,NWE,W 35-20,4,88,22.00,0,1,6,1,38,1
17,1985,1985-10-06,5,23.000,RAI,,KAN,W 19-10,3,81,27.00,0,0,0,0,0,0
18,1985,1985-10-13,6,23.007,RAI,,NOR,W 23-13,,,,,,,,,
19,1985,1985-10-20,7,23.014,RAI,@,CLE,W 21-20,2,34,17.00,0,0,0,0,0,0
20,1985,1985-10-28,8,23.022,RAI,,SDG,W 34-21,2,54,27.00,0,0,0,0,0,0
21,1985,1985-11-03,9,23.028,RAI,@,SEA,L 3-33,2,32,16.00,0,0,0,0,0,0
