ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1994,1994-09-04,1,23.172,NWE,@,MIA,L 35-39,,0,0,,0,0.0%,
2,1994,1994-09-11,2,23.179,NWE,,BUF,L 35-38,,0,0,,0,0.0%,
3,1994,1994-09-25,4,23.193,NWE,@,DET,W 23-17,,0,0,,0,0.0%,
4,1994,1994-10-09,6,23.207,NWE,,RAI,L 17-21,,0,0,,0,0.0%,
5,1994,1994-10-16,7,23.214,NWE,@,NYJ,L 17-24,1,0,0,,0,0.0%,0.00
6,1994,1994-10-30,8,23.228,NWE,,MIA,L 3-23,,0,0,,0,0.0%,
7,1994,1994-11-06,9,23.235,NWE,@,CLE,L 6-13,4,2,22,11.00,0,50.0%,5.50
