ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,23.310,KAN,@,PIT,W 37-33,0,0,,0,,,,,,
2,1981,1981-09-13,2,23.317,KAN,,TAM,W 19-10,0,0,,0,,,,,,
3,1981,1981-09-20,3,23.324,KAN,,SDG,L 31-42,0,0,,0,,,,,,
4,1981,1981-09-27,4,23.331,KAN,@,SEA,W 20-14,1,22,22.00,0,0,0,0.0,0,0,0
5,1981,1981-10-04,5,23.338,KAN,@,NWE,L 17-33,1,15,15.00,0,0,0,0.0,2,24,0
6,1981,1981-10-11,6,23.345,KAN,,OAK,W 27-0,0,0,,0,,,,,,
7,1981,1981-10-18,7,23.352,KAN,,DEN,W 28-14,0,0,,0,0,0,0.0,1,5,0
8,1981,1981-10-25,8,23.359,KAN,@,OAK,W 28-17,0,0,,0,,,,,,
9,1981,1981-11-01,9,24.001,KAN,@,SDG,L 20-22,0,0,,0,,,,,,
10,1981,1981-11-08,10,24.008,KAN,,CHI,L 13-16,0,0,,0,,,,,,
11,1981,1981-11-15,11,24.015,KAN,,HOU,W 23-10,1,22,22.00,0,0,0,0.0,0,0,0
12,1981,1981-11-22,12,24.022,KAN,,SEA,W 40-13,2,32,16.00,0,1,6,0.0,1,46,1
13,1981,1981-11-26,13,24.026,KAN,@,DET,L 10-27,0,0,,0,,,,,,
14,1981,1981-12-06,14,24.036,KAN,@,DEN,L 13-16,0,0,,0,,,,,,
15,1981,1981-12-13,15,24.043,KAN,,MIA,L 7-17,0,0,,0,,,,,,
16,1981,1981-12-20,16,24.050,KAN,@,MIN,W 10-6,0,0,,0,,,,,,
17,1982,1982-09-12,1,24.316,KAN,@,BUF,L 9-14,,,,,,,,,,
18,1982,1982-09-19,2,24.323,KAN,,SDG,W 19-12,,,,,,,,,,
19,1982,1982-11-21,3,25.021,KAN,@,NOR,L 17-27,,,,,,,,,,
20,1982,1982-11-28,4,25.028,KAN,@,RAM,L 14-20,,,,,,,,,,
21,1982,1982-12-05,5,25.035,KAN,@,PIT,L 14-35,0,0,,0,0,0,0.0,1,25,0
22,1982,1982-12-12,6,25.042,KAN,,RAI,L 16-21,,,,,,,,,,
23,1982,1982-12-19,7,25.049,KAN,@,DEN,W 37-16,,,,,,,,,,
24,1982,1982-12-26,8,25.056,KAN,,SFO,L 13-26,,,,,,,,,,
25,1982,1983-01-02,9,25.063,KAN,,NYJ,W 37-13,,,,,,,,,,
26,1983,1983-09-04,1,25.308,KAN,,SEA,W 17-13,0,0,,0,0,0,0.0,2,27,0
27,1983,1983-09-12,2,25.316,KAN,,SDG,L 14-17,0,0,,0,,,,,,
28,1983,1983-09-18,3,25.322,KAN,@,WAS,L 12-27,0,0,,0,0,0,0.0,1,5,0
29,1983,1983-09-25,4,25.329,KAN,@,MIA,L 6-14,0,0,,0,,,,,,
30,1983,1983-10-02,5,25.336,KAN,,STL,W 38-14,0,0,,0,,,,,,
31,1983,1983-10-09,6,25.343,KAN,@,RAI,L 20-21,0,0,,0,,,,,,
32,1983,1983-10-16,7,25.350,KAN,,NYG,W 38-17,0,0,,0,,,,,,
33,1983,1983-10-30,9,25.364,KAN,@,DEN,L 24-27,0,0,,0,,,,,,
34,1983,1983-11-06,10,26.006,KAN,,RAI,L 20-28,0,0,,0,,,,,,
