ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-09-10,1,23.196,SFO,@,IND,W 30-24,,,1,4,4.00,0,,,0,0,,0,0,0
2,1989,1989-09-17,2,23.203,SFO,@,TAM,W 20-16,,,0,0,,0,,,,,,,,
3,1989,1989-09-24,3,23.210,SFO,@,PHI,W 38-28,,,1,2,2.00,0,,,0,0,,0,0,0
4,1989,1989-10-01,4,23.217,SFO,,RAM,L 12-13,,,1,9,9.00,0,,,0,0,,0,0,0
5,1989,1989-10-08,5,23.224,SFO,@,NOR,W 24-20,,,0,0,,0,,,,,,,,
6,1989,1989-10-15,6,23.231,SFO,@,DAL,W 31-14,,,0,0,,0,,,,,,,,
7,1989,1989-10-22,7,23.238,SFO,,NWE,W 37-20,,,1,1,1.00,1,,,0,0,,0,1,6
8,1989,1989-10-29,8,23.245,SFO,@,NYJ,W 23-10,,,0,0,,0,,,,,,,,
9,1989,1989-11-06,9,23.253,SFO,,NOR,W 31-13,,,0,0,,0,,,,,,,,
10,1989,1989-11-12,10,23.259,SFO,,ATL,W 45-3,,,0,0,,0,,,,,,,,
11,1989,1989-11-19,11,23.266,SFO,,GNB,L 17-21,,,0,0,,0,,,,,,,,
12,1989,1989-11-27,12,23.274,SFO,,NYG,W 34-24,,,0,0,,0,,,,,,,,
13,1989,1989-12-03,13,23.280,SFO,@,ATL,W 23-10,,,0,0,,0,,,,,,,,
14,1989,1989-12-11,14,23.288,SFO,@,RAM,W 30-27,,,0,0,,0,,,,,,,,
15,1989,1989-12-17,15,23.294,SFO,,BUF,W 21-10,,,0,0,,0,,,,,,,,
16,1989,1989-12-24,16,23.301,SFO,,CHI,W 26-0,,,0,0,,0,,,,,,,,
17,1990,1990-09-10,1,24.196,SFO,@,NOR,W 13-12,,,0,0,,0,,,0,0,,0,,
18,1990,1990-09-16,2,24.202,SFO,,WAS,W 26-13,,,1,6,6.00,0,,,0,0,,0,0,0
19,1990,1990-09-23,3,24.209,SFO,,ATL,W 19-13,,,0,0,,0,,,0,0,,0,,
20,1990,1990-10-07,4,24.223,SFO,@,HOU,W 24-21,,,0,0,,0,,,0,0,,0,,
21,1990,1990-10-14,5,24.230,SFO,@,ATL,W 45-35,,,0,0,,0,,,0,0,,0,,
22,1990,1990-10-21,6,24.237,SFO,,PIT,W 27-7,,,0,0,,0,,,0,0,,0,,
23,1990,1990-10-28,7,24.244,SFO,,CLE,W 20-17,,,0,0,,0,,,0,0,,0,,
24,1990,1990-11-04,8,24.251,SFO,@,GNB,W 24-20,,,0,0,,0,,,0,0,,0,,
25,1990,1990-11-11,9,24.258,SFO,@,DAL,W 24-6,,,1,11,11.00,0,,,0,0,,0,0,0
26,1990,1990-11-18,10,24.265,SFO,,TAM,W 31-7,,,1,2,2.00,0,,,0,0,,0,0,0
27,1990,1990-11-25,11,24.272,SFO,,RAM,L 17-28,,,0,0,,0,,,1,16,16.00,0,0,0
28,1990,1990-12-03,12,24.280,SFO,,NYG,W 7-3,,,0,0,,0,,,0,0,,0,,
29,1990,1990-12-09,13,24.286,SFO,@,CIN,W 20-17,,,1,5,5.00,0,,,0,0,,0,0,0
30,1990,1990-12-17,14,24.294,SFO,@,RAM,W 26-10,,,0,0,,0,,,0,0,,0,,
31,1990,1990-12-23,15,24.300,SFO,,NOR,L 10-13,,,1,3,3.00,0,,,0,0,,0,0,0
32,1990,1990-12-30,16,24.307,SFO,@,MIN,W 20-17,,,0,0,,0,,,0,0,,0,,
33,1991,1991-09-02,1,25.188,SFO,@,NYG,L 14-16,,,0,0,,0,,,,,,,,
34,1991,1991-09-08,2,25.194,SFO,,SDG,W 34-14,,,0,0,,0,,,,,,,,
35,1991,1991-09-15,3,25.201,SFO,@,MIN,L 14-17,,,1,21,21.00,0,,,0,0,,0,0,0
36,1991,1991-09-22,4,25.208,SFO,,RAM,W 27-10,,,1,3,3.00,0,,,0,0,,0,0,0
37,1991,1991-09-29,5,25.215,SFO,@,RAI,L 6-12,,,0,0,,0,,,,,,,,
38,1991,1991-10-13,6,25.229,SFO,,ATL,L 34-39,,,0,0,,0,,,,,,,,
39,1991,1991-10-20,7,25.236,SFO,,DET,W 35-3,,,0,0,,0,,,,,,,,
40,1991,1991-10-27,8,25.243,SFO,@,PHI,W 23-7,,,0,0,,0,,,,,,,,
41,1991,1991-11-03,9,25.250,SFO,@,ATL,L 14-17,,,0,0,,0,,,,,,,,
42,1991,1991-11-10,10,25.257,SFO,@,NOR,L 3-10,,,0,0,,0,,,,,,,,
43,1991,1991-11-17,11,25.264,SFO,,PHO,W 14-10,,,0,0,,0,,,,,,,,
44,1991,1991-12-01,13,25.278,SFO,,NOR,W 38-24,,,0,0,,0,,,,,,,,
45,1991,1991-12-08,14,25.285,SFO,@,SEA,W 24-22,,,0,0,,0,,,,,,,,
46,1991,1991-12-14,15,25.291,SFO,,KAN,W 28-14,,,0,0,,0,,,,,,,,
47,1991,1991-12-23,16,25.300,SFO,,CHI,W 52-14,,,0,0,,0,,,,,,,,
48,1993,1993-09-05,1,27.191,SFO,@,PIT,W 24-13,,,,,,,0.0%,,0,0,,0,,
