ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-10-23,6,24.133,BUF,,OAK,W 38-9,0,0,,0,0,0,1,6,0
2,1960,1960-10-30,7,24.140,BUF,,HOU,W 25-24,0,0,,0,0,0,1,0,0
3,1960,1960-11-20,10,24.161,BUF,@,LAC,W 32-3,0,0,,0,0,0,2,24,0
4,1960,1960-11-27,11,24.168,BUF,@,DEN,T 38-38,0,0,,0,0,0,1,23,0
5,1960,1960-12-04,12,24.175,BUF,,BOS,W 38-14,0,0,,0,1,6,1,40,1
6,1961,1961-09-23,3,25.103,BUF,,BOS,L 21-23,1,35,35.00,0,0,0,1,19,0
7,1961,1961-10-22,7,25.132,BUF,@,BOS,L 21-52,0,0,,0,0,0,1,6,0
8,1961,1961-10-29,8,25.139,BUF,,HOU,L 16-28,0,0,,0,0,0,1,0,0
