ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-20,2,21.104,MIA,,RAM,W 26-10,,,,,,0,0,,0,,,,,,
2,1992,1992-09-27,3,21.111,MIA,@,SEA,W 19-17,,,,,,0,0,,0,,,,,,
3,1992,1992-10-04,4,21.118,MIA,@,BUF,W 37-10,,,,,,0,0,,0,,,,,,
4,1992,1992-10-11,5,21.125,MIA,,ATL,W 21-17,,,,,,0,0,,0,,,,,,
5,1992,1992-10-18,6,21.132,MIA,,NWE,W 38-17,,,,,,0,0,,0,,,,,,
6,1992,1992-10-25,7,21.139,MIA,,IND,L 20-31,,0,0,,0,3,14,4.67,0,0,0,0.0,0,0,0
7,1992,1992-11-01,8,21.146,MIA,@,NYJ,L 14-26,,0,0,,0,2,2,1.00,0,0,0,0.0,0,0,0
8,1992,1992-11-08,9,21.153,MIA,@,IND,W 28-0,,0,0,,0,0,0,,0,0,0,0.0,1,32,0
9,1992,1992-11-16,10,21.161,MIA,,BUF,L 20-26,,,,,,0,0,,0,,,,,,
10,1992,1992-11-22,11,21.167,MIA,,HOU,W 19-16,,0,0,,0,0,0,,0,0,0,0.0,1,15,0
11,1992,1992-11-29,12,21.174,MIA,@,NOR,L 13-24,,,,,,0,0,,0,,,,,,
12,1992,1992-12-06,13,21.181,MIA,@,SFO,L 3-27,,,,,,0,0,,0,,,,,,
13,1992,1992-12-14,14,21.189,MIA,,RAI,W 20-7,,,,,,0,0,,0,,,,,,
14,1992,1992-12-20,15,21.195,MIA,,NYJ,W 19-17,,,,,,0,0,,0,,,,,,
15,1992,1992-12-27,16,21.202,MIA,@,NWE,W 16-13,,,,,,0,0,,0,,,,,,
16,1993,1993-09-05,1,22.089,MIA,@,IND,W 24-20,,0,0,,0,0,0,,0,0,0,0.0,1,23,0
17,1993,1993-09-12,2,22.096,MIA,,NYJ,L 14-24,,0,0,,0,0,0,,0,,,,,,
18,1993,1993-09-26,3,22.110,MIA,@,BUF,W 22-13,,0,0,,0,0,0,,0,,,,,,
19,1993,1993-10-04,4,22.118,MIA,,WAS,W 17-10,,0,0,,0,0,0,,0,0,0,0.0,1,6,0
20,1993,1993-10-10,5,22.124,MIA,@,CLE,W 24-14,,0,0,,0,0,0,,0,,,,,,
21,1993,1993-10-24,6,22.138,MIA,,IND,W 41-27,,0,2,,0,,,,,,,,,,
22,1993,1993-10-31,7,22.145,MIA,,KAN,W 30-10,,0,0,,0,0,0,,0,,,,,,
23,1993,1993-11-07,8,22.152,MIA,@,NYJ,L 10-27,,0,0,,0,0,0,,0,,,,,,
24,1993,1993-11-14,9,22.159,MIA,@,PHI,W 19-14,,0,0,,0,0,0,,0,,,,,,
25,1993,1993-11-21,10,22.166,MIA,,NWE,W 17-13,,0,0,,0,0,0,,0,,,,,,
26,1993,1993-11-25,11,22.170,MIA,@,DAL,W 16-14,,0,0,,0,0,0,,0,,,,,,
27,1993,1993-12-05,12,22.180,MIA,,NYG,L 14-19,,0,0,,0,0,0,,0,,,,,,
28,1993,1993-12-13,13,22.188,MIA,,PIT,L 20-21,,,,,,0,9,,0,,,,,,
29,1994,1994-09-04,1,23.088,MIA,,NWE,W 39-35,,0,0,,0,0,0,,0,0,0,0.0,1,12,0
30,1994,1994-10-02,5,23.116,MIA,@,CIN,W 23-7,,,,,,,,,,,,,,,
31,1994,1994-10-09,6,23.123,MIA,@,BUF,L 11-21,,,,,,,,,,,,,,,
32,1994,1994-10-16,7,23.130,MIA,,RAI,W 20-17,,,,,,,,,,,,,,,
33,1994,1994-10-30,8,23.144,MIA,@,NWE,W 23-3,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
34,1994,1994-11-06,9,23.151,MIA,,IND,W 22-21,,,,,,,,,,,,,,,
35,1994,1994-11-13,10,23.158,MIA,,CHI,L 14-17,,,,,,,,,,,,,,,
36,1994,1994-11-20,11,23.165,MIA,@,PIT,L 13-16,,,,,,,,,,,,,,,
37,1994,1994-11-27,12,23.172,MIA,@,NYJ,W 28-24,,0,0,,0,0,0,,0,0,0,0.0,1,22,0
38,1994,1994-12-04,13,23.179,MIA,,BUF,L 31-42,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
39,1994,1994-12-12,14,23.187,MIA,,KAN,W 45-28,,0,0,,0,0,0,,0,1,6,0.0,1,79,1
40,1994,1994-12-18,15,23.193,MIA,@,IND,L 6-10,,,,,,,,,,,,,,,
41,1994,1994-12-25,16,23.200,MIA,,DET,W 27-20,,,,,,,,,,,,,,,
42,1995,1995-09-03,1,24.087,MIA,,NYJ,W 52-14,,0,0,,0,0,0,,0,1,6,0.0,2,69,1
43,1995,1995-09-10,2,24.094,MIA,@,NWE,W 20-3,,,,,,,,,,,,,,,
44,1995,1995-09-18,3,24.102,MIA,,PIT,W 23-10,,0,0,,0,0,0,,0,0,0,0.0,1,4,0
45,1995,1995-10-01,4,24.115,MIA,@,CIN,W 26-23,,,,,,,,,,,,,,,
46,1995,1995-10-08,5,24.122,MIA,,IND,L 24-27,,,,,,,,,,,,,,,
47,1995,1995-10-15,6,24.129,MIA,@,NOR,L 30-33,,,,,,,,,,,,,,,
48,1995,1995-10-22,7,24.136,MIA,@,NYJ,L 16-17,,0,0,,0,0,0,,0,0,0,0.0,1,5,0
49,1995,1995-10-29,8,24.143,MIA,,BUF,W 23-6,,,,,,,,,,,,,,,
50,1995,1995-11-05,9,24.150,MIA,@,SDG,W 24-14,,,,,,,,,,,,,,,
51,1995,1995-11-12,10,24.157,MIA,,NWE,L 17-34,,,,,,,,,,,,,,,
52,1995,1995-11-20,11,24.165,MIA,,SFO,L 20-44,,,,,,,,,,,,,,,
53,1995,1995-11-26,12,24.171,MIA,@,IND,L 28-36,,,,,,,,,,,,,,,
54,1995,1995-12-03,13,24.178,MIA,,ATL,W 21-20,,,,,,,,,,,,,,,
55,1995,1995-12-11,14,24.186,MIA,,KAN,W 13-6,,0,0,,0,0,0,,0,0,0,0.0,1,17,0
56,1995,1995-12-17,15,24.192,MIA,@,BUF,L 20-23,,,,,,,,,,,,,,,
57,1995,1995-12-24,16,24.199,MIA,@,STL,W 41-22,,,,,,,,,,,,,,,
58,1996,1996-09-01,1,25.085,PHI,@,WAS,W 17-14,,,,,,0,0,,0,,,,,,
59,1996,1996-09-09,2,25.093,PHI,@,GNB,L 13-39,,,,,,0,0,,0,,,,,,
60,1996,1996-09-15,3,25.099,PHI,,DET,W 24-17,,,,,,0,0,,0,,,,,,
61,1996,1996-09-22,4,25.106,PHI,@,ATL,W 33-18,,0,0,,0,0,0,,0,0,0,0.0,1,31,0
62,1996,1996-09-30,5,25.114,PHI,,DAL,L 19-23,,,,,,0,0,,0,,,,,,
63,1996,1996-10-13,6,25.127,PHI,@,NYG,W 19-10,,,,,,0,0,,0,,,,,,
64,1996,1996-10-20,7,25.134,PHI,,MIA,W 35-28,,,,,,0,0,,0,,,,,,
65,1996,1996-10-27,8,25.141,PHI,,CAR,W 20-9,,,,,,0,-2,,0,,,,,,
66,1996,1996-11-03,9,25.148,PHI,@,DAL,W 31-21,,,,,,,,,,,,,0,90,1
67,1996,1996-11-10,10,25.155,PHI,,BUF,L 17-24,,,,,,0,0,,0,,,,,,
68,1996,1996-11-17,11,25.162,PHI,,WAS,L 21-26,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
69,1996,1996-11-24,12,25.169,PHI,@,ARI,L 30-36,,,,,,0,0,,0,,,,,,
70,1996,1996-12-01,13,25.176,PHI,,NYG,W 24-0,,0,0,,0,0,0,,0,0,0,0.0,1,23,0
71,1996,1996-12-05,14,25.180,PHI,@,IND,L 10-37,,,,,,0,0,,0,,,,,,
72,1996,1996-12-14,15,25.189,PHI,@,NYJ,W 21-20,,,,,,0,0,,0,,,,,,
73,1996,1996-12-22,16,25.197,PHI,,ARI,W 29-19,,,,,,0,0,,0,,,,,,
74,1997,1997-08-31,1,26.084,PHI,@,NYG,L 17-31,,,,,,0,0,,0,,,,,,
75,1997,1997-09-07,2,26.091,PHI,,GNB,W 10-9,,,,,,0,0,,0,,,,,,
76,1997,1997-09-15,3,26.099,PHI,@,DAL,L 20-21,,,,,,0,0,,0,,,,,,
77,1997,1997-09-28,4,26.112,PHI,@,MIN,L 19-28,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
78,1997,1997-10-05,5,26.119,PHI,,WAS,W 24-10,,0,0,,0,1,-8,-8.00,0,0,0,0.0,0,0,0
79,1997,1997-10-12,6,26.126,PHI,@,JAX,L 21-38,,,,,,0,0,,0,,,,,,
80,1997,1997-10-19,7,26.133,PHI,,ARI,W 13-10,,,,,,0,0,,0,,,,,,
81,1997,1997-10-26,8,26.140,PHI,,DAL,W 13-12,,,,,,0,0,,0,,,,,,
82,1997,1997-11-02,9,26.147,PHI,@,ARI,L 21-31,,,,,,0,0,,0,,,,,,
83,1997,1997-11-10,10,26.155,PHI,,SFO,L 12-24,,,,,,0,0,,0,,,,,,
84,1997,1997-11-16,11,26.161,PHI,@,BAL,T 10-10,,,,,,0,0,,0,,,,,,
85,1997,1997-11-23,12,26.168,PHI,,PIT,W 23-20,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
86,1997,1997-11-30,13,26.175,PHI,,CIN,W 44-42,,,,,,0,0,,0,,,,,,
87,1997,1997-12-07,14,26.182,PHI,,NYG,L 21-31,,,,,,0,0,,0,,,,,,
88,1997,1997-12-14,15,26.189,PHI,@,ATL,L 17-20,,,,,,0,0,,0,,,,,,
89,1997,1997-12-21,16,26.196,PHI,@,WAS,L 32-35,,0,0,,0,0,0,,0,0,0,0.0,1,14,0
90,1998,1998-09-06,1,27.090,PHI,,SEA,L 0-38,,,,,,,,,,,,,,,
91,1998,1998-09-27,4,27.111,PHI,,KAN,L 21-24,,,,,,,,,,,,,,,
92,1998,1998-10-04,5,27.118,PHI,@,DEN,L 16-41,,,,,,,,,,,,,,,
93,1998,1998-10-11,6,27.125,PHI,,WAS,W 17-12,,,,,,,,,,,,,,,
94,1998,1998-10-18,7,27.132,PHI,@,SDG,L 10-13,,,,,,,,,,,,,,,
