ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,23.009,MIA,@,BUF,W 15-10,,1,,,,,0.0%,,,,,,,,,,,,,,
2,2010,2010-09-19,2,23.016,MIA,@,MIN,W 14-10,,,,,,,0.0%,,,,,,,,,,,,,,
3,2010,2010-11-14,9,23.072,MIA,,TEN,W 29-17,,,,,,,0.0%,,,,,,,,,,,,,,
4,2010,2010-11-18,10,23.076,MIA,,CHI,L 0-16,,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2010,2010-11-28,11,23.086,MIA,@,OAK,W 33-17,,4,1,57,57.00,1,25.0%,14.25,0,0,,0,0,0,,0,1,6,0.0,0,0
6,2010,2010-12-05,12,23.093,MIA,,CLE,L 10-13,,2,,,,,0.0%,,,,,,,,,,,,,,
7,2010,2010-12-12,13,23.100,MIA,@,NYJ,W 10-6,,1,,,,,0.0%,,,,,,,,,,,,,,
8,2010,2010-12-26,15,23.114,MIA,,DET,L 27-34,,1,1,5,5.00,0,100.0%,5.00,1,16,16.00,0,0,0,,0,0,0,0.0,0,0
9,2010,2011-01-02,16,23.121,MIA,@,NWE,L 7-38,,7,2,46,23.00,0,28.6%,6.57,0,0,,0,2,51,25.50,0,0,0,0.0,0,0
10,2011,2011-09-18,2,24.015,MIA,,HOU,L 13-23,,,,,,,0.0%,,,,,,,,,,,,,,
11,2011,2011-09-25,3,24.022,MIA,@,CLE,L 16-17,,,,,,,0.0%,,,,,,,,,,,,,,
12,2011,2011-10-02,4,24.029,MIA,@,SDG,L 16-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
13,2011,2011-10-17,5,24.044,MIA,@,NYJ,L 6-24,,,,,,,0.0%,,,,,,,,,,,,,,
14,2011,2011-10-23,6,24.050,MIA,,DEN,L 15-18,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2011,2011-10-30,7,24.057,MIA,@,NYG,L 17-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2012,2012-09-09,1,25.006,MIA,@,HOU,L 10-30,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2012,2012-09-16,2,25.013,MIA,,OAK,W 35-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2012,2012-10-07,5,25.034,MIA,@,CIN,W 17-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
19,2012,2012-10-14,6,25.041,MIA,,STL,W 17-14,,3,3,46,15.33,1,100.0%,15.33,0,0,,0,0,0,,0,1,6,0.0,0,0
20,2012,2012-10-28,7,25.055,MIA,@,NYJ,W 30-9,,1,1,37,37.00,0,100.0%,37.00,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2012,2012-11-04,8,25.062,MIA,@,IND,L 20-23,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
22,2012,2012-11-11,9,25.069,MIA,,TEN,L 3-37,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2012,2012-11-15,10,25.073,MIA,@,BUF,L 14-19,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
24,2012,2012-11-25,11,25.083,MIA,,SEA,W 24-21,,,0,0,,0,0.0%,,1,9,9.00,0,0,0,,0,0,0,0.0,0,0
25,2012,2012-12-02,12,25.090,MIA,,NWE,L 16-23,,,,,,,0.0%,,,,,,,,,,,,,,
26,2012,2012-12-09,13,25.097,MIA,@,SFO,L 13-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2012,2012-12-16,14,25.104,MIA,,JAX,W 24-3,*,2,2,33,16.50,0,100.0%,16.50,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2012,2012-12-23,15,25.111,MIA,,BUF,W 24-10,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2012,2012-12-30,16,25.118,MIA,@,NWE,L 0-28,,,,,,,0.0%,,,,,,,,,,,,,,
30,2013,2013-09-08,1,26.005,SFO,,GNB,W 34-28,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2013,2013-09-15,2,26.012,SFO,@,SEA,L 3-29,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2013,2013-09-22,3,26.019,SFO,,IND,L 7-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2013,2013-10-06,5,26.033,SFO,,HOU,W 34-3,,,,,,,0.0%,,,,,,,,,,,,,,
34,2013,2013-10-13,6,26.040,SFO,,ARI,W 32-20,,1,0,0,,0,0.0%,0.00,1,9,9.00,0,0,0,,0,0,0,0.0,0,0
35,2013,2013-10-27,8,26.054,SFO,@,JAX,W 42-10,,,,,,,0.0%,,,,,,,,,,,,,,
36,2013,2013-11-11,9,26.069,MIA,@,TAM,L 19-22,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0
37,2013,2013-11-17,10,26.075,MIA,,SDG,W 20-16,,,,,,,0.0%,,,,,,,,,,,,,,
38,2013,2013-11-24,11,26.082,MIA,,CAR,L 16-20,,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2013,2013-12-01,12,26.089,MIA,@,NYJ,W 23-3,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2013,2013-12-08,13,26.096,MIA,@,PIT,W 34-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0
