ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1997,1997-11-30,13,23.138,NWE,,IND,W 20-17,,,,,,,,
2,1998,1998-11-29,12,24.137,SDG,,DEN,L 16-31,6,84,14.00,0,2,52,26.00,0
3,1998,1998-12-06,13,24.144,SDG,@,WAS,L 20-24,4,101,25.25,0,1,1,1.00,0
4,1998,1998-12-13,14,24.151,SDG,@,SEA,L 17-38,6,110,18.33,0,2,16,8.00,0
5,1998,1998-12-20,15,24.158,SDG,,OAK,L 10-17,0,0,,0,5,78,15.60,0
6,1998,1998-12-27,16,24.165,SDG,@,ARI,L 13-16,0,0,,0,3,8,2.67,0
