ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2001,2001-09-09,1,24.036,BUF,,NOR,L 6-24,,3,51,17.00,0
2,2001,2001-09-23,2,24.050,BUF,@,IND,L 26-42,,4,79,19.75,0
3,2001,2001-09-30,3,24.057,BUF,,PIT,L 3-20,,,,,
4,2001,2001-10-28,6,24.085,BUF,@,SDG,L 24-27,,,,,
5,2001,2001-11-04,7,24.092,BUF,,IND,L 14-30,,,,,
6,2002,2002-09-08,1,25.035,BUF,,NYJ,L 31-37,,,,,
7,2002,2002-09-15,2,25.042,BUF,@,MIN,W 45-39,,,,,
8,2002,2002-09-22,3,25.049,BUF,@,DEN,L 23-28,,1,27,27.00,0
9,2002,2002-09-29,4,25.056,BUF,,CHI,W 33-27,,,,,
10,2002,2002-10-06,5,25.063,BUF,,OAK,L 31-49,,,,,
11,2002,2002-10-13,6,25.070,BUF,@,HOU,W 31-24,,,,,
