ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-09-09,1,24.016,TAM,@,SEA,L 6-20,,,,,,,,,,,
2,2007,2007-09-16,2,24.023,TAM,,NOR,W 31-14,,,,,,,,,,,
3,2007,2007-09-23,3,24.030,TAM,,STL,W 24-3,,,,,,,,,,,
4,2008,2008-09-07,1,25.014,TAM,@,NOR,L 20-24,,0,0,,0,0.0,1,0,0,0,0
5,2008,2008-09-14,2,25.021,TAM,,ATL,W 24-9,,0,0,,0,0.0,1,0,1,22,0
6,2008,2008-09-21,3,25.028,TAM,@,CHI,W 27-24,,0,0,,0,0.0,2,1,0,0,0
7,2008,2008-09-28,4,25.035,TAM,,GNB,W 30-21,,0,0,,0,0.0,0,0,0,0,0
8,2008,2008-10-12,6,25.049,TAM,,CAR,W 27-3,,0,0,,0,0.0,3,0,0,0,0
9,2008,2008-10-19,7,25.056,TAM,,SEA,W 20-10,,0,0,,0,0.0,2,0,0,0,0
10,2008,2008-10-26,8,25.063,TAM,@,DAL,L 9-13,,0,0,,0,0.0,4,1,0,0,0
11,2008,2008-11-02,9,25.070,TAM,@,KAN,W 30-27,*,0,0,,0,0.0,5,2,0,0,0
12,2008,2008-11-16,10,25.084,TAM,,MIN,W 19-13,*,0,0,,0,0.0,3,1,0,0,0
13,2008,2008-11-23,11,25.091,TAM,@,DET,W 38-20,*,0,0,,0,0.0,0,0,0,0,0
14,2008,2008-11-30,12,25.098,TAM,,NOR,W 23-20,,0,0,,0,0.0,0,0,0,0,0
15,2008,2008-12-08,13,25.106,TAM,@,CAR,L 23-38,,0,0,,0,0.0,2,0,0,0,0
16,2008,2008-12-14,14,25.112,TAM,@,ATL,L 10-13,,0,0,,0,0.0,2,0,0,0,0
17,2008,2008-12-21,15,25.119,TAM,,SDG,L 24-41,*,0,0,,0,0.0,5,2,0,0,0
18,2008,2008-12-28,16,25.126,TAM,,OAK,L 24-31,*,0,0,,0,0.0,3,1,1,84,0
19,2009,2009-09-13,1,26.020,TAM,,DAL,L 21-34,*,0,0,,0,0.0,8,0,0,0,0
20,2009,2009-09-20,2,26.027,TAM,@,BUF,L 20-33,*,0,0,,0,0.0,5,4,1,4,0
21,2009,2009-09-27,3,26.034,TAM,,NYG,L 0-24,*,0,0,,0,0.0,4,1,0,0,0
22,2009,2009-10-04,4,26.041,TAM,@,WAS,L 13-16,*,0,0,,0,0.0,3,1,0,0,0
23,2009,2009-10-11,5,26.048,TAM,@,PHI,L 14-33,*,0,0,,0,0.0,1,0,0,0,0
24,2009,2009-10-18,6,26.055,TAM,,CAR,L 21-28,*,0,0,,0,0.0,8,2,0,0,0
25,2009,2009-10-25,7,26.062,TAM,,NWE,L 7-35,*,0,0,,0,0.0,5,0,0,0,0
26,2009,2009-11-08,8,26.076,TAM,,GNB,W 38-28,*,0,0,,0,0.0,3,0,0,0,0
27,2009,2009-11-15,9,26.083,TAM,@,MIA,L 23-25,*,0,0,,0,0.0,6,3,0,0,0
28,2009,2009-11-22,10,26.090,TAM,,NOR,L 7-38,*,0,0,,0,0.0,4,1,0,0,0
29,2009,2009-11-29,11,26.097,TAM,@,ATL,L 17-20,*,0,0,,0,0.0,1,1,0,0,0
30,2009,2009-12-06,12,26.104,TAM,@,CAR,L 6-16,*,0,0,,0,0.0,4,0,0,0,0
31,2009,2009-12-13,13,26.111,TAM,,NYJ,L 3-26,,0,0,,0,0.0,1,0,0,0,0
32,2009,2009-12-20,14,26.118,TAM,@,SEA,W 24-7,*,0,0,,0,0.0,3,0,0,0,0
33,2009,2009-12-27,15,26.125,TAM,@,NOR,W 20-17,*,0,0,,0,0.0,6,0,0,0,0
34,2009,2010-01-03,16,26.132,TAM,,ATL,L 10-20,*,0,0,,0,0.0,4,1,1,3,0
35,2010,2010-09-12,1,27.019,TAM,,CLE,W 17-14,,0,0,,0,0.0,0,0,0,0,0
36,2010,2010-09-19,2,27.026,TAM,@,CAR,W 20-7,,0,0,,0,0.0,0,0,0,0,0
37,2010,2010-09-26,3,27.033,TAM,,PIT,L 13-38,,,,,,,,,,,
38,2010,2010-10-10,4,27.047,TAM,@,CIN,W 24-21,,0,0,,0,0.0,7,0,1,31,0
39,2010,2010-10-17,5,27.054,TAM,,NOR,L 6-31,,0,0,,0,0.0,0,0,0,0,0
40,2010,2010-10-24,6,27.061,TAM,,STL,W 18-17,,0,0,,0,0.0,3,0,0,0,0
41,2010,2010-10-31,7,27.068,TAM,@,ARI,W 38-35,,0,0,,0,0.0,0,0,0,0,0
42,2010,2010-11-07,8,27.075,TAM,@,ATL,L 21-27,,0,0,,0,0.0,0,0,0,0,0
43,2010,2010-11-14,9,27.082,TAM,,CAR,W 31-16,,,,,,,,,,,
44,2010,2010-11-21,10,27.089,TAM,@,SFO,W 21-0,,,,,,,,,,,
45,2010,2010-11-28,11,27.096,TAM,@,BAL,L 10-17,,0,0,,0,0.0,3,0,0,0,0
46,2010,2010-12-05,12,27.103,CLE,@,MIA,W 13-10,,,,,,,,,,,
47,2010,2010-12-12,13,27.110,CLE,@,BUF,L 6-13,,0,0,,0,0.0,1,0,0,0,0
48,2010,2010-12-19,14,27.117,CLE,@,CIN,L 17-19,,0,0,,0,0.0,0,1,0,0,0
49,2010,2010-12-26,15,27.124,CLE,,BAL,L 10-20,,0,0,,0,0.0,0,0,0,0,0
50,2010,2011-01-02,16,27.131,CLE,,PIT,L 9-41,,0,0,,0,0.0,1,0,0,0,0
51,2011,2011-09-11,1,28.018,KAN,,BUF,L 7-41,,0,0,,0,0.0,4,0,0,0,0
52,2011,2011-09-18,2,28.025,KAN,@,DET,L 3-48,,0,0,,0,0.0,5,3,0,0,0
53,2011,2011-09-25,3,28.032,KAN,@,SDG,L 17-20,*,0,0,,0,0.0,2,0,0,0,0
54,2011,2011-10-02,4,28.039,KAN,,MIN,W 22-17,,0,0,,0,0.0,1,0,0,0,0
55,2011,2011-10-09,5,28.046,KAN,@,IND,W 28-24,,,,,,,,,,,
56,2011,2011-10-23,6,28.060,KAN,@,OAK,W 28-0,,0,0,,0,0.0,3,0,0,0,0
57,2011,2011-10-31,7,28.068,KAN,,SDG,W 23-20,,,,,,,,,,,
58,2011,2011-11-06,8,28.074,KAN,,MIA,L 3-31,,0,0,,0,0.0,1,0,0,0,0
59,2011,2011-11-13,9,28.081,KAN,,DEN,L 10-17,,,,,,,,,,,
60,2011,2011-11-21,10,28.089,KAN,@,NWE,L 3-34,,,,,,,,,,,
61,2011,2011-11-27,11,28.095,KAN,,PIT,L 9-13,,0,0,,0,0.0,1,1,0,0,0
62,2011,2011-12-04,12,28.102,KAN,@,CHI,W 10-3,,1,0,0.00,0,0.0,0,0,0,0,0
63,2011,2011-12-11,13,28.109,KAN,@,NYJ,L 10-37,,0,0,,0,0.0,1,1,0,0,0
64,2011,2011-12-18,14,28.116,KAN,,GNB,W 19-14,,0,0,,0,0.0,2,1,0,0,0
65,2011,2011-12-24,15,28.122,KAN,,OAK,L 13-16,,0,0,,0,0.0,1,0,0,0,0
66,2011,2012-01-01,16,28.130,KAN,@,DEN,W 7-3,*,0,0,,0,0.0,4,0,0,0,0
