ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1975,1975-10-26,6,22.045,RAM,,NOR,W 38-14,,,,,
2,1975,1975-11-03,7,22.053,RAM,@,PHI,W 42-3,,,,,
3,1975,1975-11-09,8,22.059,RAM,,SFO,L 23-24,,,,,
4,1975,1975-11-16,9,22.066,RAM,@,ATL,W 16-7,,,,,
5,1975,1975-11-23,10,22.073,RAM,,CHI,W 38-10,,,,,
6,1975,1975-11-27,11,22.077,RAM,@,DET,W 20-0,,,,,
7,1975,1975-12-07,12,22.087,RAM,@,NOR,W 14-7,,,,,
8,1975,1975-12-14,13,22.094,RAM,,GNB,W 22-5,,,,,
9,1975,1975-12-20,14,22.100,RAM,,PIT,W 10-3,,,,,
10,1976,1976-09-12,1,23.001,RAM,@,ATL,W 30-14,,,,,
11,1976,1976-09-19,2,23.008,RAM,@,MIN,T 10-10,,,,,
12,1976,1976-09-26,3,23.015,RAM,,NYG,W 24-10,0,0,1,3,0
13,1976,1976-10-03,4,23.022,RAM,@,MIA,W 31-28,,,,,
14,1976,1976-10-11,5,23.030,RAM,,SFO,L 0-16,0,0,2,2,0
15,1976,1976-10-17,6,23.036,RAM,,CHI,W 20-12,,,,,
16,1976,1976-10-24,7,23.043,RAM,@,NOR,W 16-10,,,,,
17,1976,1976-10-31,8,23.050,RAM,,SEA,W 45-6,,,,,
18,1976,1976-11-08,9,23.058,RAM,@,CIN,L 12-20,0,0,1,0,0
19,1976,1976-11-14,10,23.064,RAM,,STL,L 28-30,0,0,1,15,0
20,1976,1976-11-21,11,23.071,RAM,@,SFO,W 23-3,0,0,1,43,0
21,1976,1976-11-28,12,23.078,RAM,,NOR,W 33-14,,,,,
22,1976,1976-12-04,13,23.084,RAM,,ATL,W 59-0,0,0,1,16,0
23,1976,1976-12-11,14,23.091,RAM,@,DET,W 20-17,0,0,1,0,0
24,1977,1977-09-18,1,24.007,RAM,@,ATL,L 6-17,,,,,
25,1977,1977-09-25,2,24.014,RAM,,PHI,W 20-0,,,,,
26,1977,1977-10-02,3,24.021,RAM,,SFO,W 34-14,0,0,1,0,0
27,1977,1977-10-10,4,24.029,RAM,@,CHI,L 23-24,,,,,
28,1977,1977-12-04,12,24.084,RAM,,OAK,W 20-14,,,,,
29,1978,1978-09-03,1,24.357,RAM,@,PHI,W 16-14,,,,,
30,1978,1978-09-10,2,24.364,RAM,,ATL,W 10-0,,,,,
31,1978,1978-09-17,3,25.006,RAM,,DAL,W 27-14,1,6,2,45,1
32,1978,1978-09-24,4,25.013,RAM,@,HOU,W 10-6,,,,,
33,1978,1978-10-01,5,25.020,RAM,@,NOR,W 26-20,1,6,1,28,1
34,1978,1978-10-08,6,25.027,RAM,,SFO,W 27-10,,,,,
35,1978,1978-10-15,7,25.034,RAM,@,MIN,W 34-17,,,,,
36,1978,1978-10-22,8,25.041,RAM,,NOR,L 3-10,,,,,
37,1978,1978-10-30,9,25.049,RAM,@,ATL,L 7-15,,,,,
38,1978,1978-11-05,10,25.055,RAM,,TAM,W 26-23,0,0,1,0,0
39,1978,1978-11-12,11,25.062,RAM,,PIT,W 10-7,0,0,1,0,0
40,1978,1978-11-19,12,25.069,RAM,@,SFO,W 31-28,,,,,
41,1978,1978-11-26,13,25.076,RAM,@,CLE,L 19-30,,,,,
42,1978,1978-12-03,14,25.083,RAM,@,NYG,W 20-17,0,0,1,0,0
43,1978,1978-12-11,15,25.091,RAM,,CIN,L 19-20,0,0,1,0,0
44,1978,1978-12-17,16,25.097,RAM,,GNB,W 31-14,1,6,1,44,1
45,1979,1979-09-02,1,25.356,RAM,,OAK,L 17-24,,,,,
46,1979,1979-09-06,2,25.360,RAM,@,DEN,W 13-9,,,,,
47,1979,1979-09-16,3,26.005,RAM,,SFO,W 27-24,,,,,
48,1979,1979-09-23,4,26.012,RAM,@,TAM,L 6-21,,,,,
49,1979,1979-10-21,8,26.040,RAM,,SDG,L 16-40,,,,,
50,1979,1979-11-25,13,26.075,RAM,@,SFO,W 26-20,,,,,
51,1979,1979-12-02,14,26.082,RAM,,MIN,W 27-21,,,,,
52,1979,1979-12-09,15,26.089,RAM,@,ATL,W 34-13,,,,,
53,1979,1979-12-16,16,26.096,RAM,,NOR,L 14-29,,,,,
54,1980,1980-09-07,1,26.362,RAM,,DET,L 20-41,,,,,
55,1980,1980-09-11,2,27.000,RAM,@,TAM,L 9-10,,,,,
56,1980,1980-09-21,3,27.010,RAM,,GNB,W 51-21,1,6,2,96,1
57,1980,1980-09-28,4,27.017,RAM,@,NYG,W 28-7,,,,,
58,1980,1980-10-05,5,27.024,RAM,,SFO,W 48-26,0,0,1,0,0
59,1980,1980-10-12,6,27.031,RAM,@,STL,W 21-13,,,,,
60,1980,1980-10-19,7,27.038,RAM,@,SFO,W 31-17,,,,,
61,1980,1980-10-26,8,27.045,RAM,@,ATL,L 10-13,0,0,1,0,0
62,1980,1980-11-02,9,27.052,RAM,,NOR,W 45-31,,,,,
63,1980,1980-11-09,10,27.059,RAM,,MIA,L 14-35,,,,,
64,1980,1980-11-16,11,27.066,RAM,@,NWE,W 17-14,,,,,
65,1980,1980-11-24,12,27.074,RAM,@,NOR,W 27-7,,,,,
66,1980,1980-11-30,13,27.080,RAM,,NYJ,W 38-13,,,,,
67,1980,1980-12-07,14,27.087,RAM,@,BUF,L 7-10,,,,,
68,1980,1980-12-15,15,27.095,RAM,,DAL,W 38-14,0,0,1,19,0
69,1980,1980-12-21,16,27.101,RAM,,ATL,W 20-17,,,,,
70,1981,1981-09-06,1,27.360,RAM,,HOU,L 20-27,,,,,
71,1981,1981-09-13,2,28.002,RAM,@,NOR,L 17-23,0,0,1,0,0
72,1981,1981-09-20,3,28.009,RAM,,GNB,W 35-23,,,,,
73,1981,1981-09-28,4,28.017,RAM,@,CHI,W 24-7,,,,,
74,1981,1981-10-04,5,28.023,RAM,,CLE,W 27-16,,,,,
75,1981,1981-10-11,6,28.030,RAM,@,ATL,W 37-35,0,0,1,9,0
76,1981,1981-10-18,7,28.037,RAM,@,DAL,L 17-29,,,,,
77,1981,1981-10-25,8,28.044,RAM,@,SFO,L 17-20,,,,,
78,1981,1981-11-01,9,28.051,RAM,,DET,W 20-13,,,,,
79,1981,1981-11-08,10,28.058,RAM,,NOR,L 13-21,,,,,
80,1981,1981-11-15,11,28.065,RAM,@,CIN,L 10-24,,,0,10,0
81,1981,1981-11-22,12,28.072,RAM,,SFO,L 31-33,,,,,
82,1981,1981-11-29,13,28.079,RAM,@,PIT,L 0-24,,,,,
83,1981,1981-12-06,14,28.086,RAM,@,NYG,L 7-10,,,,,
84,1981,1981-12-14,15,28.094,RAM,,ATL,W 21-16,0,0,1,-1,0
85,1981,1981-12-20,16,28.100,RAM,,WAS,L 7-30,,,,,
86,1982,1982-09-12,1,29.001,RAM,@,GNB,L 23-35,0,0,1,22,0
87,1982,1982-09-19,2,29.008,RAM,,DET,L 14-19,,,,,
88,1982,1982-11-21,3,29.071,RAM,@,ATL,L 17-34,,,,,
89,1982,1982-11-28,4,29.078,RAM,,KAN,W 20-14,,,,,
90,1982,1982-12-02,5,29.082,RAM,,SFO,L 24-30,,,,,
91,1982,1982-12-12,6,29.092,RAM,,DEN,L 24-27,0,0,1,33,0
92,1982,1982-12-18,7,29.098,RAM,@,RAI,L 31-37,0,0,1,2,0
93,1982,1982-12-26,8,29.106,RAM,,CHI,L 26-34,,,,,
94,1982,1983-01-02,9,29.113,RAM,@,SFO,W 21-20,,,,,
95,1983,1983-09-04,1,29.358,CLE,,MIN,L 21-27,,,,,
96,1983,1983-09-11,2,30.000,CLE,@,DET,W 31-26,0,0,1,21,0
97,1983,1983-09-15,3,30.004,CLE,,CIN,W 17-7,,,,,
98,1983,1983-09-25,4,30.014,CLE,@,SDG,W 30-24,,,,,
99,1983,1983-10-02,5,30.021,CLE,,SEA,L 9-24,,,,,
100,1983,1983-10-09,6,30.028,CLE,,NYJ,W 10-7,,,,,
101,1983,1983-10-16,7,30.035,CLE,@,PIT,L 17-44,,,,,
102,1983,1983-10-23,8,30.042,CLE,@,CIN,L 21-28,,,,,
103,1983,1983-10-30,9,30.049,CLE,,HOU,W 25-19,,,,,
104,1983,1983-11-06,10,30.056,CLE,@,GNB,L 21-35,,,,,
105,1983,1983-11-13,11,30.063,CLE,,TAM,W 20-0,,,,,
106,1983,1983-11-20,12,30.070,CLE,@,NWE,W 30-0,,,,,
107,1983,1983-11-27,13,30.077,CLE,,BAL,W 41-23,,,,,
108,1983,1983-12-04,14,30.084,CLE,@,DEN,L 6-27,,,,,
109,1983,1983-12-11,15,30.091,CLE,@,HOU,L 27-34,,,,,
110,1983,1983-12-18,16,30.098,CLE,,PIT,W 30-17,,,,,
111,1984,1984-09-03,1,30.358,CLE,@,SEA,L 0-33,,,,,
112,1984,1984-09-09,2,30.364,CLE,@,RAM,L 17-20,,,,,
113,1984,1984-09-16,3,31.005,CLE,,DEN,L 14-24,,,,,
114,1984,1984-11-04,10,31.054,CLE,@,BUF,W 13-10,,,,,
115,1984,1984-11-18,12,31.068,CLE,@,ATL,W 23-7,0,0,1,17,0
116,1984,1984-12-02,14,31.082,CLE,,CIN,L 17-20,,,,,
117,1984,1984-12-09,15,31.089,CLE,@,PIT,L 20-23,,,,,
118,1984,1984-12-16,16,31.096,CLE,@,HOU,W 27-20,,,,,
