ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2017,2017-09-11,1,22.350,MIN,,NOR,W 29-19,
2,2017,2017-09-17,2,22.356,MIN,@,PIT,L 9-26,
3,2017,2017-09-24,3,22.363,MIN,,TAM,W 34-17,
4,2017,2017-10-01,4,23.005,MIN,,DET,L 7-14,
5,2017,2017-10-09,5,23.013,MIN,@,CHI,W 20-17,
6,2017,2017-10-15,6,23.019,MIN,,GNB,W 23-10,
7,2017,2017-10-22,7,23.026,MIN,,BAL,W 24-16,
8,2017,2017-10-29,8,23.033,MIN,@,CLE,W 33-16,
9,2017,2017-11-12,9,23.047,MIN,@,WAS,W 38-30,
10,2017,2017-11-19,10,23.054,MIN,,LAR,W 24-7,
11,2017,2017-11-23,11,23.058,MIN,@,DET,W 30-23,
12,2017,2017-12-03,12,23.068,MIN,@,ATL,W 14-9,
13,2017,2017-12-10,13,23.075,MIN,@,CAR,L 24-31,
14,2017,2017-12-17,14,23.082,MIN,,CIN,W 34-7,
15,2017,2017-12-23,15,23.088,MIN,@,GNB,W 16-0,
16,2017,2017-12-31,16,23.096,MIN,,CHI,W 23-10,
17,2018,2018-09-09,1,23.348,MIN,,SFO,W 24-16,
18,2018,2018-09-16,2,23.355,MIN,@,GNB,T 29-29,
19,2018,2018-09-23,3,23.362,MIN,,BUF,L 6-27,
20,2018,2018-09-27,4,24.001,MIN,@,LAR,L 31-38,
