ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,22.314,MIA,,NWE,W 24-10,,,,
2,1996,1996-09-08,2,22.321,MIA,@,ARI,W 38-10,,,,
3,1996,1996-09-15,3,22.328,MIA,,NYJ,W 36-27,,,,
4,1996,1996-09-23,4,22.336,MIA,@,IND,L 6-10,,,,
5,1996,1996-10-06,5,22.349,MIA,,SEA,L 15-22,,,,
6,1996,1996-10-13,6,22.356,MIA,@,BUF,W 21-7,,,,
7,1996,1996-10-20,7,22.363,MIA,@,PHI,L 28-35,,1,0,0
8,1996,1996-10-27,8,23.004,MIA,,DAL,L 10-29,,,,
9,1996,1996-11-03,9,23.011,MIA,@,NWE,L 23-42,,1,15,0
10,1996,1996-11-10,10,23.018,MIA,,IND,W 37-13,,,,
11,1996,1996-11-17,11,23.025,MIA,@,HOU,W 23-20,,,,
12,1996,1996-11-25,12,23.033,MIA,,PIT,L 17-24,,,,
13,1996,1996-12-01,13,23.039,MIA,@,OAK,L 7-17,,,,
14,1996,1996-12-08,14,23.046,MIA,,NYG,L 7-17,,,,
15,1996,1996-12-16,15,23.054,MIA,,BUF,W 16-14,,,,
16,1996,1996-12-22,16,23.060,MIA,@,NYJ,W 31-28,,,,
17,1997,1997-08-31,1,23.312,MIA,,IND,W 16-10,,2,10,0
18,1997,1997-09-07,2,23.319,MIA,,TEN,W 16-13,,,,
19,1997,1997-09-14,3,23.326,MIA,@,GNB,L 18-23,,,,
20,1997,1997-09-21,4,23.333,MIA,@,TAM,L 21-31,,,,
21,1997,1997-10-05,5,23.347,MIA,,KAN,W 17-14,,,,
22,1997,1997-10-12,6,23.354,MIA,@,NYJ,W 31-20,,,,
23,1997,1997-10-27,8,24.004,MIA,,CHI,L 33-36,,,,
24,1997,1997-11-02,9,24.010,MIA,@,BUF,L 6-9,,,,
25,1997,1997-11-09,10,24.017,MIA,,NYJ,W 24-17,,,,
26,1997,1997-11-17,11,24.025,MIA,,BUF,W 30-13,,,,
27,1997,1997-11-23,12,24.031,MIA,@,NWE,L 24-27,,,,
28,1997,1997-11-30,13,24.038,MIA,@,OAK,W 34-16,,,,
29,1997,1997-12-07,14,24.045,MIA,,DET,W 33-30,,,,
30,1997,1997-12-14,15,24.052,MIA,@,IND,L 0-41,,,,
31,1997,1997-12-22,16,24.060,MIA,,NWE,L 12-14,,,,
