ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1975,1975-09-21,1,28.064,GNB,,DET,L 16-30,9,177,19.67,3
2,1975,1975-09-29,2,28.072,GNB,@,DEN,L 13-23,7,250,35.71,0
3,1975,1975-10-05,3,28.078,GNB,,MIA,L 7-31,5,153,30.60,0
4,1975,1975-10-12,4,28.085,GNB,@,NOR,L 19-20,8,342,42.75,0
