ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1982,1982-09-12,1,22.206,SDG,@,DEN,W 23-3,0,0,,0,0,0,,0,0,0,,,,,,3,137,45.67,1
2,1982,1982-09-19,2,22.213,SDG,@,KAN,L 12-19,0,0,,0,0,0,,0,0,0,,,,,,4,159,39.75,1
3,1982,1982-11-22,3,22.277,SDG,@,RAI,L 24-28,0,0,,0,0,0,,0,0,0,,,,,,3,92,30.67,0
4,1982,1982-11-28,4,22.283,SDG,,DEN,W 30-20,0,0,,0,0,0,,0,0,0,,,,,,1,38,38.00,0
5,1982,1982-12-05,5,22.290,SDG,@,CLE,W 30-13,0,0,,0,0,0,,0,0,0,,,,,,2,96,48.00,0
6,1982,1982-12-11,6,22.296,SDG,@,SFO,W 41-37,0,0,,0,0,0,,0,0,0,,,,,,1,54,54.00,0
7,1982,1982-12-20,7,22.305,SDG,,CIN,W 50-34,0,0,,0,0,0,,0,0,0,,,,,,1,41,41.00,0
8,1982,1982-12-26,8,22.311,SDG,,BAL,W 44-26,0,0,,0,0,0,,0,0,0,,,,,,3,109,36.33,0
9,1982,1983-01-02,9,22.318,SDG,,RAI,L 34-41,0,0,,0,0,0,,0,0,0,,,,,,3,142,47.33,0
10,1983,1983-09-04,1,23.198,SDG,,NYJ,L 29-41,0,0,,0,0,0,,0,0,0,,0,,,,2,100,50.00,0
11,1983,1983-09-12,2,23.206,SDG,@,KAN,W 17-14,0,0,,0,0,0,,0,0,0,,0,,,,2,86,43.00,0
12,1983,1983-09-18,3,23.212,SDG,@,SEA,L 31-34,0,0,,0,0,0,,0,0,0,,0,,,,4,153,38.25,0
13,1983,1983-09-25,4,23.219,SDG,,CLE,L 24-30,0,0,,0,0,0,,0,0,0,,0,,,,2,79,39.50,0
14,1983,1983-10-02,5,23.226,SDG,@,NYG,W 41-34,0,0,,0,0,0,,0,0,0,,0,,,,2,94,47.00,0
15,1983,1983-10-09,6,23.233,SDG,,SEA,W 28-21,0,0,,0,0,0,,0,0,0,,0,,,,3,133,44.33,0
16,1983,1983-10-16,7,23.240,SDG,@,NWE,L 21-37,0,0,,0,0,0,,0,0,0,,0,,,,3,117,39.00,0
17,1983,1983-10-23,8,23.247,SDG,@,DEN,L 6-14,0,0,,0,0,0,,0,0,0,,0,,,,6,282,47.00,0
18,1983,1983-10-31,9,23.255,SDG,,WAS,L 24-27,0,0,,0,0,0,,0,0,0,,0,,,,2,76,38.00,0
19,1983,1983-11-06,10,23.261,SDG,@,PIT,L 3-26,0,0,,0,0,0,,0,0,0,,0,,,,7,286,40.86,0
20,1983,1983-11-13,11,23.268,SDG,,DAL,W 24-23,0,0,,0,0,0,,0,0,0,,0,,,,6,249,41.50,0
21,1983,1983-11-20,12,23.275,SDG,@,STL,L 14-44,0,0,,0,0,0,,0,0,0,,0,,,,4,194,48.50,0
22,1983,1983-11-27,13,23.282,SDG,,DEN,W 31-7,0,0,,0,0,0,,0,0,0,,0,,,,2,91,45.50,0
23,1983,1983-12-01,14,23.286,SDG,,RAI,L 10-42,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,9,389,43.22,0
24,1983,1983-12-11,15,23.296,SDG,,KAN,W 41-38,0,0,,0,0,0,,0,0,0,,0,,,,3,137,45.67,0
25,1983,1983-12-18,16,23.303,SDG,@,RAI,L 14-30,0,0,,0,0,0,,0,0,0,,0,,,,6,297,49.50,0
26,1984,1984-09-02,1,24.197,SDG,@,MIN,W 42-13,0,0,,0,0,0,,0,0,0,,,,,,3,112,37.33,0
27,1984,1984-09-09,2,24.204,SDG,@,SEA,L 17-31,0,0,,0,0,0,,0,0,0,,,,,,4,139,34.75,0
28,1984,1984-09-16,3,24.211,SDG,,HOU,W 31-14,0,0,,0,0,0,,0,0,0,,,,,,5,183,36.60,0
29,1984,1984-09-24,4,24.219,SDG,@,RAI,L 30-33,0,0,,0,0,0,,0,0,0,,,,,,4,181,45.25,0
30,1984,1984-09-30,5,24.225,SDG,,DET,W 27-24,0,0,,0,0,0,,0,0,0,,,,,,2,111,55.50,0
31,1984,1984-10-07,6,24.232,SDG,@,GNB,W 34-28,0,0,,0,0,0,,0,0,0,,,,,,4,174,43.50,0
32,1984,1984-10-14,7,24.239,SDG,@,KAN,L 13-31,0,0,,0,0,0,,0,0,0,,,,,,6,278,46.33,0
33,1984,1984-10-21,8,24.246,SDG,,RAI,L 37-44,0,0,,0,0,0,,0,0,0,,,,,,3,134,44.67,0
34,1984,1984-10-29,9,24.254,SDG,,SEA,L 0-24,0,0,,0,0,0,,0,0,0,,,,,,6,260,43.33,0
35,1984,1984-11-04,10,24.260,SDG,@,IND,W 38-10,0,0,,0,0,0,,0,0,0,,,,,,2,109,54.50,0
36,1984,1984-11-11,11,24.267,SDG,,DEN,L 13-16,0,0,,0,0,0,,0,0,0,,,,,,5,180,36.00,0
37,1984,1984-11-18,12,24.274,SDG,,MIA,W 34-28,0,0,,0,0,0,,0,0,0,,,,,,4,177,44.25,0
38,1984,1984-11-25,13,24.281,SDG,@,PIT,L 24-52,0,0,,0,0,0,,0,0,0,,,,,,2,116,58.00,0
39,1984,1984-12-03,14,24.289,SDG,,CHI,W 20-7,0,0,,0,0,0,,0,0,0,,,,,,8,304,38.00,0
40,1984,1984-12-09,15,24.295,SDG,@,DEN,L 13-16,0,0,,0,0,0,,0,0,0,,,,,,4,172,43.00,0
41,1984,1984-12-16,16,24.302,SDG,,KAN,L 21-42,0,0,,0,0,0,,0,0,0,,,,,,4,143,35.75,0
42,1985,1985-09-08,1,25.202,CHI,,TAM,W 38-28,0,0,,0,0,0,,0,0,0,,0,,,,2,115,57.50,0
