ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2000,2000-09-03,1,22.279,TAM,@,NWE,W 21-16,,,,,,
2,2000,2000-09-10,2,22.286,TAM,,CHI,W 41-0,,,,,,
3,2000,2000-09-17,3,22.293,TAM,@,DET,W 31-10,,,,,,
4,2000,2000-09-24,4,22.300,TAM,,NYJ,L 17-21,,,,,,
5,2000,2000-10-01,5,22.307,TAM,@,WAS,L 17-20,,,,,,
6,2000,2000-10-09,6,22.315,TAM,@,MIN,L 23-30,,,,,,
7,2000,2000-10-19,7,22.325,TAM,,DET,L 14-28,,,,,,
8,2000,2000-10-29,8,22.335,TAM,,MIN,W 41-13,,,,,,
9,2000,2000-11-05,9,22.342,TAM,@,ATL,W 27-14,,,,,,
10,2000,2000-11-12,10,22.349,TAM,,GNB,W 20-15,,,,,,
11,2000,2000-11-19,11,22.356,TAM,@,CHI,L 10-13,,,,,,
12,2000,2000-11-26,12,22.363,TAM,,BUF,W 31-17,,,,,,
13,2000,2000-12-03,13,23.004,TAM,,DAL,W 27-7,,,,,,
14,2000,2000-12-10,14,23.011,TAM,@,MIA,W 16-13,,,,,,
15,2000,2000-12-18,15,23.019,TAM,,STL,W 38-35,,,,,,
16,2000,2000-12-24,16,23.025,TAM,@,GNB,L 14-17,,,,,,
17,2001,2001-09-09,1,23.284,TAM,@,DAL,W 10-6,,,,,,
18,2001,2001-09-30,2,23.305,TAM,@,MIN,L 16-20,,,,,,
19,2001,2001-10-07,3,23.312,TAM,,GNB,W 14-10,,,,,,
20,2001,2001-10-14,4,23.319,TAM,@,TEN,L 28-31,,,,,,
21,2001,2001-10-21,5,23.326,TAM,,PIT,L 10-17,,,,,,
22,2001,2001-10-28,6,23.333,TAM,,MIN,W 41-14,,,,,,
23,2001,2001-11-04,7,23.340,TAM,@,GNB,L 20-21,,,,,,
24,2001,2001-11-11,8,23.347,TAM,@,DET,W 20-17,,,,,,
25,2001,2001-11-18,9,23.354,TAM,,CHI,L 24-27,,,,,,
26,2001,2001-11-26,10,23.362,TAM,@,STL,W 24-17,,,,,,
27,2001,2001-12-02,11,24.003,TAM,@,CIN,W 16-13,,,,,,
28,2001,2001-12-09,12,24.010,TAM,,DET,W 15-12,,,,,,
29,2001,2001-12-16,13,24.017,TAM,@,CHI,L 3-27,,,,,,
30,2001,2001-12-23,14,24.024,TAM,,NOR,W 48-21,,,,,,
31,2001,2001-12-29,15,24.030,TAM,,BAL,W 22-10,,,,,,
32,2001,2002-01-06,16,24.038,TAM,,PHI,L 13-17,*,,,,,
33,2002,2002-09-08,1,24.283,TAM,,NOR,L 20-26,,,,,,
34,2002,2002-09-15,2,24.290,TAM,@,BAL,W 25-0,,,,,,
35,2002,2002-09-23,3,24.298,TAM,,STL,W 26-14,,,,,,
36,2002,2002-09-29,4,24.304,TAM,@,CIN,W 35-7,,,,,,
37,2002,2002-10-06,5,24.311,TAM,@,ATL,W 20-6,,,,,,
38,2002,2002-10-13,6,24.318,TAM,,CLE,W 17-3,,,,,,
39,2002,2002-10-20,7,24.325,TAM,@,PHI,L 10-20,,,,,,
40,2002,2002-10-27,8,24.332,TAM,@,CAR,W 12-9,,,,,,
41,2002,2002-11-03,9,24.339,TAM,,MIN,W 38-24,,,,,,
42,2002,2002-11-17,10,24.353,TAM,,CAR,W 23-10,,,,,,
43,2002,2002-11-24,11,24.360,TAM,,GNB,W 21-7,,,,,,
44,2002,2002-12-01,12,25.002,TAM,@,NOR,L 20-23,,,,,,
45,2002,2002-12-08,13,25.009,TAM,,ATL,W 34-10,,,,,,
46,2002,2002-12-15,14,25.016,TAM,@,DET,W 23-20,,,,,,
47,2002,2002-12-23,15,25.024,TAM,,PIT,L 7-17,,,,,,
48,2002,2002-12-29,16,25.030,TAM,@,CHI,W 15-0,,,,,,
49,2003,2003-09-08,1,25.283,TAM,@,PHI,W 17-0,*,,,,,
50,2003,2003-09-14,2,25.289,TAM,,CAR,L 9-12,*,,,,,
51,2003,2003-09-21,3,25.296,TAM,@,ATL,W 31-10,*,0,0,1.0,,
52,2003,2003-10-06,4,25.311,TAM,,IND,L 35-38,*,,,,,
