ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-28,4,23.084,PHI,@,CHI,L 20-24,,,,,,,
2,2008,2008-10-12,6,23.098,PHI,@,SFO,W 40-26,,,,,,,
3,2009,2009-09-27,3,24.083,PHI,,KAN,W 34-14,,,,,,,
4,2009,2009-11-01,7,24.118,PHI,,NYG,W 40-17,,,,,,,
5,2009,2009-11-08,8,24.125,PHI,,DAL,L 16-20,,,0,0,0.0,0,0
6,2009,2009-11-15,9,24.132,PHI,@,SDG,L 23-31,,,0,0,0.0,0,0
7,2009,2009-11-22,10,24.139,PHI,@,CHI,W 24-20,,,0,0,0.0,1,0
8,2009,2009-11-29,11,24.146,PHI,,WAS,W 27-24,*,,0,0,0.0,0,0
9,2009,2009-12-06,12,24.153,PHI,@,ATL,W 34-7,,,0,0,0.0,3,0
10,2009,2009-12-13,13,24.160,PHI,@,NYG,W 45-38,,,0,0,0.0,0,1
11,2009,2009-12-20,14,24.167,PHI,,SFO,W 27-13,,,,,,,
12,2009,2009-12-27,15,24.174,PHI,,DEN,W 30-27,,,0,0,0.0,0,0
13,2009,2010-01-03,16,24.181,PHI,@,DAL,L 0-24,,,0,0,0.0,0,0
14,2010,2010-09-12,1,25.068,DEN,@,JAX,L 17-24,,,,,,,
15,2010,2010-09-19,2,25.075,DEN,,SEA,W 31-14,,,0,0,0.0,0,0
16,2010,2010-09-26,3,25.082,DEN,,IND,L 13-27,,,,,,,
17,2010,2010-10-03,4,25.089,DEN,@,TEN,W 26-20,,,0,0,0.0,0,0
18,2010,2010-10-10,5,25.096,DEN,@,BAL,L 17-31,,,,,,,
19,2010,2010-10-17,6,25.103,DEN,,NYJ,L 20-24,,,0,0,0.0,1,0
20,2010,2010-10-24,7,25.110,DEN,,OAK,L 14-59,*,,0,0,0.0,3,0
21,2010,2010-10-31,8,25.117,DEN,@,SFO,L 16-24,,,0,0,0.0,0,0
22,2010,2010-11-14,9,25.131,DEN,,KAN,W 49-29,*,,0,0,0.0,7,0
23,2010,2010-11-22,10,25.139,DEN,@,SDG,L 14-35,*,,0,0,0.0,6,3
24,2010,2010-11-28,11,25.145,DEN,,STL,L 33-36,*,,0,0,0.0,6,1
25,2010,2010-12-05,12,25.152,DEN,@,KAN,L 6-10,*,,0,0,0.0,3,1
26,2011,2011-09-12,1,26.068,DEN,,OAK,L 20-23,*,,0,0,0.0,5,0
27,2011,2011-09-18,2,26.074,DEN,,CIN,W 24-22,*,,0,0,0.0,5,3
28,2011,2011-09-25,3,26.081,DEN,@,TEN,L 14-17,*,,0,0,0.0,5,2
29,2011,2011-10-02,4,26.088,DEN,@,GNB,L 23-49,,,0,0,0.0,2,0
30,2011,2011-10-09,5,26.095,DEN,,SDG,L 24-29,*,,0,0,0.0,8,1
31,2011,2011-10-23,6,26.109,DEN,@,MIA,W 18-15,,,0,0,0.0,5,1
32,2011,2011-10-30,7,26.116,DEN,,DET,L 10-45,,,,,,,
33,2011,2011-11-06,8,26.123,DEN,@,OAK,W 38-24,*,,0,0,0.0,1,0
34,2011,2011-11-13,9,26.130,DEN,@,KAN,W 17-10,*,,0,0,0.0,8,0
35,2011,2011-11-17,10,26.134,DEN,,NYJ,W 17-13,*,,0,0,0.0,3,0
36,2011,2011-11-27,11,26.144,DEN,@,SDG,W 16-13,*,,0,0,0.0,6,1
37,2011,2011-12-04,12,26.151,DEN,@,MIN,W 35-32,*,,0,0,0.0,4,0
38,2011,2011-12-11,13,26.158,DEN,,CHI,W 13-10,*,,0,0,0.0,4,0
39,2011,2011-12-18,14,26.165,DEN,,NWE,L 23-41,,,0,0,0.0,0,1
40,2011,2011-12-24,15,26.171,DEN,@,BUF,L 14-40,*,,0,0,0.0,2,0
41,2011,2012-01-01,16,26.179,DEN,,KAN,L 3-7,*,,0,0,0.0,5,2
42,2012,2012-09-09,1,27.065,DEN,,PIT,W 31-19,*,,0,0,0.5,1,1
43,2012,2012-09-17,2,27.073,DEN,@,ATL,L 21-27,*,,0,0,0.0,3,2
44,2012,2012-09-23,3,27.079,DEN,,HOU,L 25-31,*,,0,0,0.0,1,2
45,2012,2012-10-07,5,27.093,DEN,@,NWE,L 21-31,*,,0,0,0.0,2,7
46,2012,2012-10-15,6,27.101,DEN,@,SDG,W 35-24,,,0,0,0.0,0,0
47,2012,2012-10-28,7,27.114,DEN,,NOR,W 34-14,,,,,,,
48,2013,2013-09-09,1,28.065,HOU,@,SDG,W 31-28,*,,0,0,0.0,3,1
