ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1973,1973-09-30,3,24.107,NYG,@,CLE,L 10-12,,,,,,,,,,,,
2,1973,1973-10-07,4,24.114,NYG,,GNB,L 14-16,,,,,,,,,,,,
3,1973,1973-10-14,5,24.121,NYG,,WAS,L 3-21,,,,,,,,,,,,
4,1973,1973-10-21,6,24.128,NYG,@,DAL,L 28-45,1,3,3.00,0,1,11,11.00,0,0,0,,0
5,1973,1973-10-28,7,24.135,NYG,@,STL,L 27-35,,,,,,,,,,,,
6,1973,1973-12-16,14,24.184,NYG,,MIN,L 7-31,0,0,,0,0,0,,0,4,86,21.50,0
