ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1984,1984-09-02,1,23.121,IND,,NYJ,L 14-23,0,0,,0,0,0,0.0,2,7,0
2,1984,1984-09-09,2,23.128,IND,@,HOU,W 35-21,,,,,,,,,,
3,1984,1984-09-16,3,23.135,IND,,STL,L 33-34,,,,,,,,,,
4,1984,1984-09-23,4,23.142,IND,@,MIA,L 7-44,,,,,,,,,,
5,1984,1984-09-30,5,23.149,IND,,BUF,W 31-17,0,0,,0,0,0,0.0,1,0,0
6,1984,1984-10-07,6,23.156,IND,,WAS,L 7-35,,,,,,,,,,
7,1984,1984-10-14,7,23.163,IND,@,PHI,L 7-16,,,,,,,,,,
8,1984,1984-10-21,8,23.170,IND,,PIT,W 17-16,,,,,,,,,,
9,1984,1984-11-04,10,23.184,IND,,SDG,L 10-38,,,,,,,,,,
10,1984,1984-11-11,11,23.191,IND,@,NYJ,W 9-5,,,,,,,,,,
11,1984,1984-11-18,12,23.198,IND,,NWE,L 17-50,,,,,,,,,,
12,1984,1984-11-25,13,23.205,IND,@,RAI,L 7-21,0,0,,0,0,0,0.0,1,0,0
13,1984,1984-12-02,14,23.212,IND,@,BUF,L 15-21,0,0,,0,0,0,0.0,1,0,0
14,1984,1984-12-09,15,23.219,IND,,MIA,L 17-35,0,0,,0,0,0,0.0,1,18,0
15,1984,1984-12-16,16,23.226,IND,@,NWE,L 10-16,,,,,,,,,,
16,1985,1985-09-08,1,24.127,IND,@,PIT,L 3-45,0,0,,0,,,,,,
17,1985,1985-09-15,2,24.134,IND,@,MIA,L 13-30,0,0,,0,,,,,,
18,1985,1985-09-22,3,24.141,IND,,DET,W 14-6,1,6,6.00,0,0,0,0.0,1,0,0
19,1985,1985-09-29,4,24.148,IND,@,NYJ,L 20-25,0,0,,0,,,,,,
20,1985,1985-10-06,5,24.155,IND,,BUF,W 49-17,0,0,,0,,,,,,
21,1985,1985-10-13,6,24.162,IND,,DEN,L 10-15,0,0,,0,0,0,0.0,1,8,0
22,1985,1985-10-20,7,24.169,IND,@,BUF,L 9-21,0,0,,0,,,,,,
23,1985,1985-10-27,8,24.176,IND,,GNB,W 37-10,0,0,,0,0,0,0.0,3,45,0
24,1985,1985-11-03,9,24.183,IND,,NYJ,L 17-35,0,0,,0,,,,,,
25,1985,1985-11-10,10,24.190,IND,@,NWE,L 15-34,0,0,,0,,,,,,
26,1985,1985-11-17,11,24.197,IND,,MIA,L 20-34,0,0,,0,,,,,,
27,1985,1985-11-24,12,24.204,IND,@,KAN,L 7-20,0,0,,0,0,0,0.0,1,0,0
28,1985,1985-12-01,13,24.211,IND,,NWE,L 31-38,0,0,,0,,,,,,
29,1985,1985-12-08,14,24.218,IND,@,CHI,L 10-17,0,0,,0,,,,,,
30,1985,1985-12-15,15,24.225,IND,@,TAM,W 31-23,0,0,,0,0,0,0.0,1,0,0
31,1985,1985-12-22,16,24.232,IND,,HOU,W 34-16,0,0,,0,0,0,0.0,1,0,0
32,1986,1986-09-07,1,25.126,IND,@,NWE,L 3-33,,,,,,,,,,
33,1986,1986-09-14,2,25.133,IND,@,MIA,L 10-30,,,,,,,,,,
34,1986,1986-09-21,3,25.140,IND,,RAM,L 7-24,,,,,,,,,,
35,1986,1986-09-28,4,25.147,IND,,NYJ,L 7-26,0,0,,0,0,0,0.0,1,3,0
36,1986,1986-10-05,5,25.154,IND,@,SFO,L 14-35,,,,,,,,,,
37,1986,1986-10-12,6,25.161,IND,,NOR,L 14-17,,,,,,,,,,
38,1986,1986-10-19,7,25.168,IND,@,BUF,L 13-24,0,0,,0,0,0,0.0,1,3,0
39,1986,1986-10-26,8,25.175,IND,,MIA,L 13-17,,,,,,,,,,
40,1986,1986-11-02,9,25.182,IND,,CLE,L 9-24,,,,,,,,,,
41,1986,1986-11-09,10,25.189,IND,,NWE,L 21-30,,,,,,,,,,
42,1986,1986-11-23,12,25.203,IND,@,HOU,L 17-31,0,0,,0,0,0,0.0,1,5,0
43,1986,1986-11-30,13,25.210,IND,,SDG,L 3-17,,,,,,,,,,
44,1986,1986-12-07,14,25.217,IND,@,ATL,W 28-23,,,,,,,,,,
45,1986,1986-12-14,15,25.224,IND,,BUF,W 24-14,,,,,,,,,,
46,1986,1986-12-21,16,25.231,IND,@,RAI,W 30-24,,,,,,,,,,
47,1987,1987-09-13,1,26.132,IND,,CIN,L 21-23,,,,,,,,,,
48,1987,1987-09-20,2,26.139,IND,,MIA,L 10-23,,,,,,,,,,
49,1987,1987-10-25,6,26.174,IND,,NWE,W 30-16,,,,,,,,,,
50,1987,1987-11-01,7,26.181,IND,@,NYJ,W 19-14,,,,,,,,,,
51,1987,1987-11-08,8,26.188,IND,,SDG,L 13-16,0,0,,0,0,0,0.0,1,34,0
52,1987,1987-11-15,9,26.195,IND,@,MIA,W 40-21,,,,,,,,,,
53,1987,1987-11-22,10,26.202,IND,@,NWE,L 0-24,,,,,,,,,,
54,1987,1987-11-29,11,26.209,IND,,HOU,W 51-27,,,,,,,,,,
55,1987,1987-12-06,12,26.216,IND,@,CLE,W 9-7,,,,,,,,,,
56,1987,1987-12-13,13,26.223,IND,,BUF,L 3-27,,,,,,,,,,
57,1987,1987-12-20,14,26.230,IND,@,SDG,W 20-7,0,0,,0,0,0,0.0,1,0,0
58,1987,1987-12-27,15,26.237,IND,,TAM,W 24-6,,,,,,,,,,
59,1988,1988-09-04,1,27.123,IND,,HOU,L 14-17,,,,,,,,,,
60,1988,1988-09-11,2,27.130,IND,,CHI,L 13-17,,,,,,,,,,
61,1988,1988-09-19,3,27.138,IND,@,CLE,L 17-23,,,,,,,,,,
62,1988,1988-09-25,4,27.144,IND,,MIA,W 15-13,,,,,,,,,,
63,1988,1988-10-02,5,27.151,IND,@,NWE,L 17-21,,,,,,,,,,
64,1988,1988-10-09,6,27.158,IND,@,BUF,L 23-34,,,,,,,,,,
65,1988,1988-10-16,7,27.165,IND,,TAM,W 35-31,0,0,,0,1,6,0.0,1,41,1
66,1988,1988-10-23,8,27.172,IND,@,SDG,W 16-0,,,,,,,,,,
67,1988,1988-10-31,9,27.180,IND,,DEN,W 55-23,,,,,,,,,,
68,1988,1988-11-06,10,27.186,IND,,NYJ,W 38-14,,,,,,,,,,
69,1988,1988-11-13,11,27.193,IND,@,GNB,W 20-13,,,,,,,,,,
70,1988,1988-11-20,12,27.200,IND,@,MIN,L 3-12,,,,,,,,,,
71,1988,1988-11-27,13,27.207,IND,,NWE,W 24-21,,,,,,,,,,
72,1988,1988-12-04,14,27.214,IND,@,MIA,W 31-28,,,,,,,,,,
73,1988,1988-12-10,15,27.220,IND,@,NYJ,L 16-34,0,0,,0,0,0,0.0,1,3,0
74,1988,1988-12-18,16,27.228,IND,,BUF,W 17-14,,,,,,,,,,
75,1989,1989-09-10,1,28.129,IND,,SFO,L 24-30,,,,,,,,,,
76,1989,1989-09-17,2,28.136,IND,@,RAM,L 17-31,,,,,,,,,,
77,1989,1989-09-24,3,28.143,IND,,ATL,W 13-9,,,,,,,,,,
78,1989,1989-10-01,4,28.150,IND,@,NYJ,W 17-10,0,0,,0,0,0,0.0,1,34,0
79,1989,1989-10-08,5,28.157,IND,,BUF,W 37-14,,,,,,,,,,
80,1989,1989-10-15,6,28.164,IND,@,DEN,L 3-14,,,,,,,,,,
81,1989,1989-10-22,7,28.171,IND,@,CIN,W 23-12,,,,,,,,,,
82,1989,1989-10-29,8,28.178,IND,,NWE,L 20-23,,,,,,,,,,
83,1989,1989-11-05,9,28.185,IND,@,MIA,L 13-19,,,,,,,,,,
84,1989,1989-11-12,10,28.192,IND,@,BUF,L 7-30,,,,,,,,,,
85,1989,1989-11-26,12,28.206,IND,,SDG,W 10-6,,,,,,,,,,
86,1989,1989-12-03,13,28.213,IND,@,NWE,L 16-22,,,,,,,,,,
87,1989,1989-12-10,14,28.220,IND,,CLE,W 23-17,,,,,,,,,,
88,1989,1989-12-17,15,28.227,IND,,MIA,W 42-13,,,,,,,,,,
89,1989,1989-12-24,16,28.234,IND,@,NOR,L 6-41,,,,,,,,,,
90,1990,1990-09-09,1,29.128,IND,@,BUF,L 10-26,0,0,,0,,,,,,
91,1990,1990-09-16,2,29.135,IND,,NWE,L 14-16,0,0,,0,,,,,,
92,1990,1990-09-23,3,29.142,IND,@,HOU,L 10-24,0,0,,0,,,,,,
93,1990,1990-09-30,4,29.149,IND,@,PHI,W 24-23,0,0,,0,,,,,,
94,1990,1990-10-21,6,29.170,IND,,DEN,L 17-27,0,0,,0,,,,,,
95,1990,1990-10-28,7,29.177,IND,,MIA,L 7-27,0,0,,0,,,,,,
96,1990,1990-11-05,8,29.185,IND,,NYG,L 7-24,0,0,,0,,,,,,
97,1990,1990-11-11,9,29.191,IND,@,NWE,W 13-10,1,0,0.00,0,0,0,0.0,0,0,0
98,1990,1990-11-18,10,29.198,IND,,NYJ,W 17-14,0,0,,0,,,,,,
99,1990,1990-11-25,11,29.205,IND,@,CIN,W 34-20,0,0,,0,,,,,,
100,1990,1990-12-02,12,29.212,IND,@,PHO,L 17-20,0,0,,0,,,,,,
101,1990,1990-12-09,13,29.219,IND,,BUF,L 7-31,0,0,,0,,,,,,
102,1990,1990-12-16,14,29.226,IND,@,NYJ,W 29-21,0,0,,0,,,,,,
103,1990,1990-12-22,15,29.232,IND,,WAS,W 35-28,0,0,,0,,,,,,
104,1990,1990-12-30,16,29.240,IND,@,MIA,L 17-23,0,0,,0,,,,,,
105,1991,1991-09-01,1,30.120,IND,,NWE,L 7-16,,,,,,,,,,
106,1991,1991-09-08,2,30.127,IND,@,MIA,L 6-17,,,,,,,,,,
107,1991,1991-09-15,3,30.134,IND,@,RAI,L 0-16,,,,,,,,,,
108,1991,1991-09-22,4,30.141,IND,,DET,L 24-33,0,0,,0,0,0,0.0,1,10,0
109,1991,1991-09-29,5,30.148,IND,@,SEA,L 3-31,,,,,,,,,,
110,1991,1991-10-06,6,30.155,IND,,PIT,L 3-21,0,0,,0,0,0,0.0,1,0,0
111,1991,1991-10-13,7,30.162,IND,@,BUF,L 6-42,,,,,,,,,,
112,1991,1991-10-20,8,30.169,IND,,NYJ,L 6-17,0,0,,0,0,0,0.0,1,12,0
113,1991,1991-11-03,9,30.183,IND,,MIA,L 6-10,,,,,,,,,,
114,1991,1991-11-10,10,30.190,IND,@,NYJ,W 28-27,,,,,,,,,,
115,1991,1991-11-17,11,30.197,IND,,CHI,L 17-31,,,,,,,,,,
116,1991,1991-11-24,12,30.204,IND,@,GNB,L 10-14,,,,,,,,,,
117,1991,1991-12-01,13,30.211,IND,,CLE,L 0-31,,,,,,,,,,
118,1991,1991-12-08,14,30.218,IND,@,NWE,L 17-23,,,,,,,,,,
119,1991,1991-12-15,15,30.225,IND,,BUF,L 7-35,,,,,,,,,,
120,1991,1991-12-22,16,30.232,IND,@,TAM,L 3-17,,,,,,,,,,
121,1992,1992-09-20,3,31.139,IND,@,BUF,L 0-38,,,,,,,,,,
122,1992,1992-10-04,4,31.153,IND,@,TAM,W 24-14,0,0,,0,0,0,0.0,1,0,0
123,1992,1992-10-11,5,31.160,IND,,NYJ,W 6-3,,,,,,,,,,
124,1992,1992-10-18,6,31.167,IND,,SDG,L 14-34,,,,,,,,,,
125,1992,1992-10-25,7,31.174,IND,@,MIA,W 31-20,,,,,,,,,,
126,1992,1992-11-01,8,31.181,IND,@,SDG,L 0-26,,,,,,,,,,
127,1992,1992-11-08,9,31.188,IND,,MIA,L 0-28,,,,,,,,,,
128,1992,1992-11-15,10,31.195,IND,,NWE,L 34-37,0,0,,0,0,0,1.0,0,0,0
129,1992,1992-11-22,11,31.202,IND,@,PIT,L 14-30,,,,,,,,,,
130,1992,1992-11-29,12,31.209,IND,,BUF,W 16-13,,,,,,,,,,
131,1992,1992-12-06,13,31.216,IND,@,NWE,W 6-0,,,,,,,,,,
132,1992,1992-12-13,14,31.223,IND,@,NYJ,W 10-6,,,,,,,,,,
133,1992,1992-12-20,15,31.230,IND,,PHO,W 16-13,,,,,,,,,,
134,1992,1992-12-27,16,31.237,IND,@,CIN,W 21-17,0,0,,0,0,0,1.0,0,0,0
135,1993,1993-09-05,1,32.124,IND,,MIA,L 20-24,,,,,,,,,,
136,1993,1993-09-12,2,32.131,IND,@,CIN,W 9-6,,,,,,,,,,
137,1993,1993-09-26,3,32.145,IND,,CLE,W 23-10,,,,,,,,,,
138,1993,1993-10-03,4,32.152,IND,@,DEN,L 13-35,,,,,,,,,,
139,1993,1993-10-10,5,32.159,IND,,DAL,L 3-27,,,,,,,,,,
140,1993,1993-10-24,6,32.173,IND,@,MIA,L 27-41,,,,,,,,,,
141,1993,1993-10-31,7,32.180,IND,,NWE,W 9-6,,,,,,,,,,
142,1993,1993-11-07,8,32.187,IND,@,WAS,L 24-30,,,,,,,,,,
