ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1991,1991-09-30,5,24.264,PHI,@,WAS,L 0-23,,0,0,,0,,,,,,,,
2,1991,1991-10-06,6,24.270,PHI,@,TAM,L 13-14,,0,0,,0,,,,,,,,
3,1991,1991-10-13,7,24.277,PHI,,NOR,L 6-13,,0,0,,0,,,,,,,,
4,1991,1991-10-27,8,24.291,PHI,,SFO,L 7-23,,0,0,,0,,,,,,,,
5,1991,1991-11-04,9,24.299,PHI,,NYG,W 30-7,,0,0,,0,,,,,,,,
6,1991,1991-11-10,10,24.305,PHI,@,CLE,W 32-30,,2,13,6.50,0,,,0,0,,0,0,0
7,1991,1991-11-17,11,24.312,PHI,,CIN,W 17-10,,0,0,,0,,,,,,,,
8,1991,1991-11-24,12,24.319,PHI,@,PHO,W 34-14,,0,0,,0,,,,,,,,
9,1991,1991-12-02,13,24.327,PHI,@,HOU,W 13-6,,0,0,,0,,,,,,,,
10,1991,1991-12-08,14,24.333,PHI,@,NYG,W 19-14,,0,0,,0,,,,,,,,
11,1991,1991-12-15,15,24.340,PHI,,DAL,L 13-25,,1,31,31.00,1,,,0,0,,0,1,6
12,1991,1991-12-22,16,24.347,PHI,,WAS,W 24-22,,3,26,8.67,1,,,0,0,,0,1,6
13,1992,1992-10-18,6,25.283,PHI,@,WAS,L 12-16,,0,0,,0,0.0%,,,,,,,
14,1992,1992-10-25,7,25.290,PHI,,PHO,W 7-3,1,0,0,,0,0.0%,0.00,,,,,,
15,1992,1992-11-01,8,25.297,PHI,@,DAL,L 10-20,1,0,0,,0,0.0%,0.00,,,,,,
16,1992,1992-11-08,9,25.304,PHI,,RAI,W 31-10,1,0,0,,0,0.0%,0.00,,,,,,
17,1992,1992-11-15,10,25.311,PHI,@,GNB,L 24-27,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
18,1992,1992-11-22,11,25.318,PHI,@,NYG,W 47-34,,0,0,,0,0.0%,,,,,,,
19,1992,1992-11-29,12,25.325,PHI,@,SFO,L 14-20,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0
20,1992,1992-12-06,13,25.332,PHI,,MIN,W 28-17,,0,0,,0,0.0%,,,,,,,
21,1992,1992-12-13,14,25.339,PHI,@,SEA,W 20-17,,0,0,,0,0.0%,,,,,,,
22,1992,1992-12-20,15,25.346,PHI,,WAS,W 17-13,,0,0,,0,0.0%,,,,,,,
23,1992,1992-12-27,16,25.353,PHI,,NYG,W 20-10,,0,0,,0,0.0%,,,,,,,
24,1993,1993-09-05,1,26.239,PHI,,PHO,W 23-17,,0,0,,0,0.0%,,0,0,,0,,
25,1993,1993-09-12,2,26.246,PHI,@,GNB,W 20-17,1,0,0,,0,0.0%,0.00,0,0,,0,,
26,1993,1993-09-19,3,26.253,PHI,,WAS,W 34-31,,0,0,,0,0.0%,,0,0,,0,,
27,1993,1993-10-03,4,26.267,PHI,@,NYJ,W 35-30,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0
28,1993,1993-10-10,5,26.274,PHI,,CHI,L 6-17,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0
29,1993,1993-10-17,6,26.281,PHI,@,NYG,L 10-21,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
30,1993,1993-10-31,7,26.295,PHI,,DAL,L 10-23,1,0,0,,0,0.0%,0.00,0,0,,0,,
31,1993,1993-11-07,8,26.302,PHI,@,PHO,L 3-16,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0
32,1993,1993-11-14,9,26.309,PHI,,MIA,L 14-19,,0,0,,0,0.0%,,0,0,,0,,
33,1993,1993-11-21,10,26.316,PHI,,NYG,L 3-7,,0,0,,0,0.0%,,0,0,,0,,
34,1993,1993-11-28,11,26.323,PHI,@,WAS,W 17-14,,0,0,,0,0.0%,,0,0,,0,,
35,1993,1993-12-06,12,26.331,PHI,@,DAL,L 17-23,,0,0,,0,0.0%,,0,0,,0,,
36,1993,1993-12-12,13,26.337,PHI,,BUF,L 7-10,,0,0,,0,0.0%,,0,0,,0,,
37,1993,1993-12-19,14,26.344,PHI,@,IND,W 20-10,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0
38,1993,1993-12-26,15,26.351,PHI,,NOR,W 37-26,4,3,14,4.67,0,75.0%,3.50,1,7,7.00,0,0,0
39,1993,1994-01-03,16,26.359,PHI,@,SFO,W 37-34,,0,0,,0,0.0%,,0,0,,0,,
40,1994,1994-09-04,1,27.238,PHI,@,NYG,L 23-28,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0
41,1994,1994-09-12,2,27.246,PHI,,CHI,W 30-22,2,1,7,7.00,1,50.0%,3.50,0,0,,0,1,6
