ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1985,1985-09-22,3,25.284,ATL,,DEN,L 28-44,1,34,34.00,0
2,1985,1985-09-29,4,25.291,ATL,@,RAM,L 6-17,0,0,,0
3,1985,1985-10-06,5,25.298,ATL,,SFO,L 17-38,4,75,18.75,0
4,1985,1985-10-13,6,25.305,ATL,@,SEA,L 26-30,0,0,,0
5,1985,1985-10-20,7,25.312,ATL,,NOR,W 31-24,1,22,22.00,0
6,1985,1985-10-27,8,25.319,ATL,@,DAL,L 10-24,1,23,23.00,0
7,1985,1985-11-03,9,25.326,ATL,,WAS,L 10-44,1,15,15.00,0
8,1985,1985-11-10,10,25.333,ATL,@,PHI,L 17-23,0,0,,0
9,1985,1985-11-17,11,25.340,ATL,,RAM,W 30-14,3,56,18.67,0
10,1985,1985-11-24,12,25.347,ATL,@,CHI,L 0-36,1,16,16.00,0
11,1985,1985-12-01,13,25.354,ATL,,RAI,L 24-34,0,0,,0
12,1985,1985-12-08,14,25.361,ATL,@,KAN,L 10-38,0,0,,0
13,1985,1985-12-15,15,26.003,ATL,,MIN,W 14-13,1,21,21.00,0
14,1985,1985-12-22,16,26.010,ATL,@,NOR,W 16-10,0,0,,0
