ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2002,2002-09-15,2,23.180,MIN,,BUF,L 39-45,,0,0,0,,0,0.0%,,4,85,21.25,0
2,2002,2002-10-27,7,23.222,MIN,,CHI,W 25-7,,,,,,,0.0%,,,,,
3,2002,2002-11-03,8,23.229,MIN,@,TAM,L 24-38,,1,1,29,29.00,0,100.0%,29.00,1,28,28.00,0
4,2002,2002-11-10,9,23.236,MIN,,NYG,L 20-27,,1,0,0,,0,0.0%,0.00,5,115,23.00,0
5,2002,2002-12-29,16,23.285,MIN,@,DET,W 38-36,,,,,,,0.0%,,,,,
