ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-12-07,13,25.309,GNB,,HOU,L 21-24,,,,,,,0.0%,,,,,,,,,,
2,2008,2008-12-14,14,25.316,GNB,@,JAX,L 16-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
3,2008,2008-12-22,15,25.324,GNB,@,CHI,L 17-20,,,,,,,0.0%,,,,,,,,,,
4,2008,2008-12-28,16,25.330,GNB,,DET,W 31-21,,,,,,,0.0%,,,,,,,,,,
5,2009,2009-09-13,1,26.223,GNB,,CHI,W 21-15,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
6,2009,2009-09-20,2,26.230,GNB,,CIN,L 24-31,,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,0.0,0,0
7,2009,2009-09-27,3,26.237,GNB,@,STL,W 36-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
8,2009,2009-10-05,4,26.245,GNB,@,MIN,L 23-30,,0,,,,,0.0%,,,,,,,,,,
9,2009,2009-10-18,5,26.258,GNB,,DET,W 26-0,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,1,0
10,2009,2009-10-25,6,26.265,GNB,@,CLE,W 31-3,,2,2,59,29.50,1,100.0%,29.50,0,0,,0,1,6,0.0,0,0
11,2009,2009-11-01,7,26.272,GNB,,MIN,L 26-38,,2,2,21,10.50,2,100.0%,10.50,0,0,,0,2,12,0.0,0,0
12,2009,2009-11-08,8,26.279,GNB,@,TAM,L 28-38,,2,0,0,,0,0.0%,0.00,2,26,13.00,0,0,0,0.0,0,0
13,2009,2009-11-15,9,26.286,GNB,,DAL,W 17-7,*,1,1,2,2.00,1,100.0%,2.00,0,0,,0,1,6,0.0,0,0
14,2009,2009-11-22,10,26.293,GNB,,SFO,W 30-24,,,,,,,0.0%,,,,,,,,,,
15,2009,2009-11-26,11,26.297,GNB,@,DET,W 34-12,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
16,2009,2009-12-07,12,26.308,GNB,,BAL,W 27-14,,,,,,,0.0%,,,,,,,,,,
17,2009,2009-12-13,13,26.314,GNB,@,CHI,W 21-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
18,2009,2009-12-20,14,26.321,GNB,@,PIT,L 36-37,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
19,2009,2009-12-27,15,26.328,GNB,,SEA,W 48-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,1
20,2009,2010-01-03,16,26.335,GNB,@,ARI,W 33-7,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
21,2010,2010-09-12,1,27.222,DET,@,CHI,L 14-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
22,2010,2010-09-19,2,27.229,DET,,PHI,L 32-35,,,,,,,0.0%,,,,,,,,,,
23,2010,2010-09-26,3,27.236,DET,@,MIN,L 10-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
24,2010,2010-10-03,4,27.243,DET,@,GNB,L 26-28,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
25,2010,2010-10-10,5,27.250,DET,,STL,W 44-6,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,3,2
26,2010,2010-11-28,11,27.299,GNB,@,ATL,L 17-20,,,,,,,0.0%,,,,,,,,,,
