ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2013,2013-10-06,5,23.025,CHI,,NOR,L 18-26,,0,0,,0,0,0,0.0,1,0,0,0,0
2,2013,2013-10-10,6,23.029,CHI,,NYG,W 27-21,,0,0,,0,0,0,0.0,2,0,0,0,0
3,2013,2013-10-20,7,23.039,CHI,@,WAS,L 41-45,,0,0,,0,0,0,0.0,2,0,0,0,0
4,2013,2013-11-04,8,23.054,CHI,@,GNB,W 27-20,,0,0,,0,0,0,0.0,0,3,0,0,0
5,2013,2013-11-10,9,23.060,CHI,,DET,L 19-21,*,0,0,,0,0,0,0.0,2,1,0,0,0
6,2013,2013-11-17,10,23.067,CHI,,BAL,W 23-20,,0,0,,0,0,6,0.0,2,2,1,24,1
7,2013,2013-11-24,11,23.074,CHI,@,STL,L 21-42,,0,0,,0,0,0,1.0,1,0,0,0,0
8,2013,2013-12-01,12,23.081,CHI,@,MIN,L 20-23,,0,0,,0,0,0,0.0,1,1,0,0,0
9,2013,2013-12-09,13,23.089,CHI,,DAL,W 45-28,,0,0,,0,0,0,0.0,1,0,0,0,0
10,2013,2013-12-15,14,23.095,CHI,@,CLE,W 38-31,,0,0,,0,0,0,0.0,0,1,0,0,0
11,2013,2013-12-22,15,23.102,CHI,@,PHI,L 11-54,,0,0,,0,0,0,0.0,2,0,0,0,0
12,2013,2013-12-29,16,23.109,CHI,,GNB,L 28-33,,0,0,,0,0,0,0.0,1,0,0,0,0
13,2014,2014-09-28,4,24.017,CHI,,GNB,L 17-38,,,,,,,,,,,,,
14,2014,2014-11-16,10,24.066,CHI,,MIN,W 21-13,,0,0,,0,0,0,0.0,0,1,0,0,0
15,2014,2014-11-23,11,24.073,CHI,,TAM,W 21-13,,0,0,,0,0,0,1.0,1,0,0,0,0
16,2014,2014-11-27,12,24.077,CHI,@,DET,L 17-34,,,,,,,,,,,,,
17,2014,2014-12-04,13,24.084,CHI,,DAL,L 28-41,,0,0,,0,0,0,0.0,0,1,0,0,0
18,2014,2014-12-15,14,24.095,CHI,,NOR,L 15-31,,,,,,,,,,,,,
19,2014,2014-12-21,15,24.101,CHI,,DET,L 14-20,,0,0,,0,0,0,1.0,3,0,0,0,0
20,2014,2014-12-28,16,24.108,CHI,@,MIN,L 9-13,*,0,0,,0,0,0,1.0,2,2,0,0,0
21,2015,2015-09-13,1,25.002,TEN,@,TAM,W 42-14,,0,0,,0,0,0,0.0,0,0,0,0,0
22,2015,2015-09-20,2,25.009,TEN,@,CLE,L 14-28,,0,0,,0,0,0,0.0,0,0,0,0,0
23,2015,2015-09-27,3,25.016,TEN,,IND,L 33-35,,0,0,,0,0,0,0.0,0,0,0,0,0
24,2015,2015-10-11,4,25.030,TEN,,BUF,L 13-14,,0,0,,0,0,0,0.0,0,0,0,0,0
25,2015,2015-10-18,5,25.037,TEN,,MIA,L 10-38,,0,0,,0,0,0,0.0,1,0,0,0,0
