ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
21,1989,1989-12-17,15,23.122,SDG,@,KAN,W 20-13,0,0,,0,0,0,,0,0.0,1,2,0
22,1989,1989-12-24,16,23.129,SDG,,DEN,W 19-16,0,0,,0,0,0,,0,,,,
23,1990,1990-09-09,1,24.023,SDG,@,DAL,L 14-17,,,,,,,,,,,,
24,1990,1990-09-16,2,24.030,SDG,,CIN,L 16-21,,,,,,,,,,,,
25,1990,1990-09-23,3,24.037,SDG,@,CLE,W 24-14,,,,,,,,,,,,
26,1990,1990-09-30,4,24.044,SDG,,HOU,L 7-17,,,,,,,,,,,,
27,1990,1990-10-07,5,24.051,SDG,@,PIT,L 14-36,,,,,,,,,,,,
28,1990,1990-10-14,6,24.058,SDG,@,NYJ,W 39-3,,,,,,,,,,,,
29,1990,1990-10-21,7,24.065,SDG,,RAI,L 9-24,,,,,,,,,,,,
30,1990,1990-10-28,8,24.072,SDG,,TAM,W 41-10,,,,,,,,,,,,
31,1990,1990-11-04,9,24.079,SDG,@,SEA,W 31-14,,,,,,,,,,,,
32,1990,1990-11-11,10,24.086,SDG,,DEN,W 19-7,,,,,,,,,,,,
33,1990,1990-11-18,11,24.093,SDG,@,KAN,L 10-27,,,,,,,,,,,,
34,1990,1990-11-25,12,24.100,SDG,,SEA,L 10-13,,,,,,,,,,,,
35,1990,1990-12-02,13,24.107,SDG,,NYJ,W 38-17,,,,,,,,,,,,
36,1990,1990-12-16,14,24.121,SDG,@,DEN,L 10-20,,,,,,,,,,,,
37,1990,1990-12-23,15,24.128,SDG,,KAN,L 21-24,,,,,,,,,,,,
38,1990,1990-12-30,16,24.135,SDG,@,RAI,L 12-17,,,,,,,,,,,,
39,1991,1991-09-15,3,25.029,IND,@,RAI,L 0-16,,,,,,,,,,,,
40,1991,1991-10-06,5,25.050,CLE,,NYJ,L 14-17,,,,,,,,,,,,
41,1991,1991-10-13,6,25.057,CLE,@,WAS,L 17-42,,,,,,,,,,,,
42,1991,1991-10-20,7,25.064,CLE,@,SDG,W 30-24,,,,,,,,,,,,
43,1991,1991-10-27,8,25.071,CLE,,PIT,W 17-14,,,,,,,,,,,,
44,1991,1991-11-03,9,25.078,CLE,@,CIN,L 21-23,,,,,,,,,,,,
45,1991,1991-11-10,10,25.085,CLE,,PHI,L 30-32,,,,,,,,,,,,
46,1991,1991-11-17,11,25.092,CLE,@,HOU,L 24-28,,,,,,,,,,,,
47,1991,1991-11-24,12,25.099,CLE,,KAN,W 20-15,,,,,,,,,,,,
48,1991,1991-12-01,13,25.106,CLE,@,IND,W 31-0,,,,,,,,,,,,
49,1991,1991-12-08,14,25.113,CLE,,DEN,L 7-17,0,0,,0,0,0,,0,0.0,1,9,0
50,1991,1991-12-15,15,25.120,CLE,,HOU,L 14-17,,,,,,,,,,,,
51,1991,1991-12-22,16,25.127,CLE,@,PIT,L 10-17,,,,,,,,,,,,
52,1992,1992-09-06,1,26.020,CLE,@,IND,L 3-14,,,,,,,,,,,,
53,1992,1992-09-14,2,26.028,CLE,,MIA,L 23-27,,,,,,,,,,,,
54,1992,1992-09-20,3,26.034,CLE,@,RAI,W 28-16,,,,,,,,,,,,
55,1992,1992-09-27,4,26.041,CLE,,DEN,L 0-12,,,,,,,,,,,,
56,1992,1992-10-11,5,26.055,CLE,,PIT,W 17-9,,,,,,,,,,,,
57,1992,1992-10-18,6,26.062,CLE,,GNB,W 17-6,,,,,,,,,,,,
58,1992,1992-10-25,7,26.069,CLE,@,NWE,W 19-17,,,,,,,,,,,,
59,1992,1992-11-01,8,26.076,CLE,@,CIN,L 10-30,,,,,,,,,,,,
60,1992,1992-11-08,9,26.083,CLE,@,HOU,W 24-14,,,,,,,,,,,,
61,1992,1992-11-15,10,26.090,CLE,,SDG,L 13-14,,,,,,,,,,,,
62,1992,1992-11-22,11,26.097,CLE,@,MIN,L 13-17,,,,,,,,,,,,
63,1992,1992-11-29,12,26.104,CLE,,CHI,W 27-14,,,,,,,,,,,,
64,1992,1992-12-06,13,26.111,CLE,,CIN,W 37-21,,,,,,,,,,,,
65,1992,1992-12-13,14,26.118,CLE,@,DET,L 14-24,,,,,,,,,,,,
66,1992,1992-12-20,15,26.125,CLE,,HOU,L 14-17,,,,,,,,,,,,
67,1992,1992-12-27,16,26.132,CLE,@,PIT,L 13-23,,,,,,,,,,,,
68,1995,1995-09-03,1,29.017,STL,@,GNB,W 17-14,,,,,,,,,,,,
69,1995,1995-09-10,2,29.024,STL,,NOR,W 17-13,,,,,,,,,,,,
70,1995,1995-09-17,3,29.031,STL,@,CAR,W 31-10,,,,,,,,,,,,
71,1995,1995-09-24,4,29.038,STL,,CHI,W 34-28,,,,,,,,,,,,
72,1995,1995-10-01,5,29.045,STL,@,IND,L 18-21,,,,,,,,,,,,
73,1995,1995-10-12,6,29.056,STL,,ATL,W 21-19,,,,,,,,,,,,
74,1995,1995-10-22,7,29.066,STL,,SFO,L 10-44,,,,,,,,,,,,
75,1995,1995-10-29,8,29.073,STL,@,PHI,L 9-20,,,,,,,,,,,,
76,1995,1995-11-05,9,29.080,STL,@,NOR,L 10-19,,,,,,,,,,,,
77,1995,1995-11-12,10,29.087,STL,,CAR,W 28-17,,,,,,,,,,,,
78,1995,1995-11-19,11,29.094,STL,@,ATL,L 6-31,,,,,,,,,,,,
79,1995,1995-11-26,12,29.101,STL,@,SFO,L 13-41,,,,,,,,,,,,
80,1995,1995-12-03,13,29.108,STL,@,NYJ,W 23-20,,,,,,,,,,,,
81,1995,1995-12-10,14,29.115,STL,,BUF,L 27-45,,,,,,,,,,,,
82,1995,1995-12-17,15,29.122,STL,,WAS,L 23-35,0,0,,0,0,0,,0,1.0,0,0,0
83,1995,1995-12-24,16,29.129,STL,,MIA,L 22-41,,,,,,,,,,,,
84,1996,1996-09-01,1,30.015,STL,,CIN,W 26-16,,,,,0,0,,0,,,,
85,1996,1996-09-08,2,30.022,STL,@,SFO,L 0-34,,,,,0,0,,0,,,,
86,1996,1996-09-22,3,30.036,STL,,WAS,L 10-17,,,,,0,0,,0,,,,
87,1996,1996-09-29,4,30.043,STL,@,ARI,L 28-31,,,,,0,0,,0,,,,
88,1996,1996-10-13,6,30.057,STL,@,CAR,L 13-45,,,,,0,0,,0,,,,
89,1996,1996-10-20,7,30.064,STL,,JAX,W 17-14,,,,,0,0,,0,,,,
90,1996,1996-10-27,8,30.071,STL,@,BAL,L 31-37,,,,,0,0,,0,,,,
91,1996,1996-11-03,9,30.078,STL,@,PIT,L 6-42,,,,,0,0,,0,,,,
92,1996,1996-11-10,10,30.085,STL,,ATL,W 59-16,,,,,0,0,,0,,,,
93,1996,1996-11-17,11,30.092,STL,,CAR,L 10-20,,,,,0,0,,0,,,,
94,1996,1996-11-24,12,30.099,STL,,GNB,L 9-24,,,,,0,0,,0,,,,
95,1996,1996-12-01,13,30.106,STL,@,NOR,W 26-10,,,,,1,0,0.00,0,,,,
96,1996,1996-12-08,14,30.113,STL,@,CHI,L 9-35,,,,,0,0,,0,,,,
97,1996,1996-12-15,15,30.120,STL,@,ATL,W 34-27,,,,,0,0,,0,,,,
98,1996,1996-12-21,16,30.126,STL,,NOR,W 14-13,0,0,,0,1,0,0.00,0,0.0,0,0,0
