ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1999,1999-09-12,1,23.166,PHI,,ARI,L 24-25,*
2,2000,2000-09-03,1,24.157,PHI,@,DAL,W 41-14,*
3,2000,2000-09-10,2,24.164,PHI,,NYG,L 18-33,*
4,2000,2000-09-17,3,24.171,PHI,@,GNB,L 3-6,
5,2000,2000-09-24,4,24.178,PHI,@,NOR,W 21-7,*
6,2000,2000-10-01,5,24.185,PHI,,ATL,W 38-10,*
7,2000,2000-10-08,6,24.192,PHI,,WAS,L 14-17,*
8,2000,2000-10-15,7,24.199,PHI,@,ARI,W 33-14,*
9,2000,2000-10-22,8,24.206,PHI,,CHI,W 13-9,*
10,2000,2000-10-29,9,24.213,PHI,@,NYG,L 7-24,*
11,2000,2000-11-05,10,24.220,PHI,,DAL,W 16-13,*
12,2000,2000-11-12,11,24.227,PHI,@,PIT,W 26-23,
13,2000,2000-11-19,12,24.234,PHI,,ARI,W 34-9,
14,2000,2000-11-26,13,24.241,PHI,@,WAS,W 23-20,
15,2000,2000-12-03,14,24.248,PHI,,TEN,L 13-15,
16,2000,2000-12-10,15,24.255,PHI,@,CLE,W 35-24,*
17,2000,2000-12-24,16,24.269,PHI,,CIN,W 16-7,
18,2001,2001-09-09,1,25.163,PHI,,STL,L 17-20,*
19,2001,2001-09-23,2,25.177,PHI,@,SEA,W 27-3,*
20,2001,2001-10-07,4,25.191,PHI,,ARI,L 20-21,*
21,2001,2001-10-22,5,25.206,PHI,@,NYG,W 10-9,*
22,2001,2001-10-28,6,25.212,PHI,,OAK,L 10-20,*
23,2001,2001-11-04,7,25.219,PHI,@,ARI,W 21-7,*
24,2001,2001-11-11,8,25.226,PHI,,MIN,W 48-17,*
25,2001,2001-11-18,9,25.233,PHI,@,DAL,W 36-3,*
26,2001,2001-11-25,10,25.240,PHI,,WAS,L 3-13,*
27,2001,2001-11-29,11,25.244,PHI,@,KAN,W 23-10,*
28,2001,2001-12-09,12,25.254,PHI,,SDG,W 24-14,*
29,2001,2001-12-16,13,25.261,PHI,@,WAS,W 20-6,*
30,2001,2001-12-22,14,25.267,PHI,@,SFO,L 3-13,*
31,2001,2001-12-30,15,25.275,PHI,,NYG,W 24-21,*
32,2001,2002-01-06,16,25.282,PHI,@,TAM,W 17-13,*
33,2002,2002-09-08,1,26.162,PHI,@,TEN,L 24-27,*
34,2002,2002-10-20,6,26.204,PHI,,TAM,W 20-10,*
35,2002,2002-10-28,7,26.212,PHI,,NYG,W 17-3,*
36,2002,2002-11-03,8,26.218,PHI,@,CHI,W 19-13,*
37,2002,2002-11-10,9,26.225,PHI,,IND,L 13-35,*
38,2002,2002-11-25,11,26.240,PHI,@,SFO,W 38-17,*
39,2002,2002-12-01,12,26.246,PHI,,STL,W 10-3,*
40,2002,2002-12-08,13,26.253,PHI,@,SEA,W 27-20,*
41,2002,2002-12-15,14,26.260,PHI,,WAS,W 34-21,*
42,2002,2002-12-21,15,26.266,PHI,@,DAL,W 27-3,*
43,2002,2002-12-28,16,26.273,PHI,@,NYG,L 7-10,*
44,2003,2003-09-08,1,27.162,PHI,,TAM,L 0-17,*
45,2003,2003-09-14,2,27.168,PHI,,NWE,L 10-31,*
46,2003,2003-09-28,3,27.182,PHI,@,BUF,W 23-13,*
47,2003,2003-10-05,4,27.189,PHI,,WAS,W 27-25,*
48,2003,2003-10-12,5,27.196,PHI,@,DAL,L 21-23,*
49,2003,2003-10-19,6,27.203,PHI,@,NYG,W 14-10,*
50,2003,2003-10-26,7,27.210,PHI,,NYJ,W 24-17,*
51,2003,2003-11-02,8,27.217,PHI,@,ATL,W 23-16,*
52,2003,2003-11-10,9,27.225,PHI,@,GNB,W 17-14,*
53,2003,2003-12-07,13,27.252,PHI,,DAL,W 36-10,*
54,2003,2003-12-15,14,27.260,PHI,@,MIA,W 34-27,*
55,2003,2003-12-21,15,27.266,PHI,,SFO,L 28-31,*
56,2003,2003-12-27,16,27.272,PHI,@,WAS,W 31-7,*
57,2004,2004-09-12,1,28.166,KAN,@,DEN,L 24-34,*
58,2004,2004-09-19,2,28.173,KAN,,CAR,L 17-28,*
59,2004,2004-09-26,3,28.180,KAN,,HOU,L 21-24,*
60,2004,2004-10-04,4,28.188,KAN,@,BAL,W 27-24,*
61,2004,2004-10-17,5,28.201,KAN,@,JAX,L 16-22,*
62,2004,2004-10-24,6,28.208,KAN,,ATL,W 56-10,*
63,2004,2004-10-31,7,28.215,KAN,,IND,W 45-35,*
64,2004,2004-11-07,8,28.222,KAN,@,TAM,L 31-34,*
65,2004,2004-11-14,9,28.229,KAN,@,NOR,L 20-27,*
66,2004,2004-11-22,10,28.237,KAN,,NWE,L 19-27,*
67,2005,2005-10-16,5,29.200,KAN,,WAS,W 28-21,
68,2005,2005-10-21,6,29.205,KAN,@,MIA,W 30-20,
69,2005,2005-10-30,7,29.214,KAN,@,SDG,L 20-28,
70,2005,2005-11-06,8,29.221,KAN,,OAK,W 27-23,*
71,2005,2005-11-13,9,29.228,KAN,@,BUF,L 3-14,*
72,2005,2005-11-20,10,29.235,KAN,@,HOU,W 45-17,*
73,2005,2005-11-27,11,29.242,KAN,,NWE,W 26-16,*
74,2005,2005-12-04,12,29.249,KAN,,DEN,W 31-27,*
75,2005,2005-12-11,13,29.256,KAN,@,DAL,L 28-31,*
