ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1992,1992-10-04,4,22.187,NYG,@,RAI,L 10-13,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
2,1992,1992-11-01,8,22.215,NYG,@,WAS,W 24-7,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0
3,1992,1992-12-19,15,22.263,NYG,,KAN,W 35-21,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0
4,1993,1993-09-05,1,23.158,NOR,,HOU,W 33-21,,,,,,,0.0%,,,,,,,
5,1993,1993-09-12,2,23.165,NYG,,TAM,W 23-7,,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0
6,1993,1993-09-12,2,23.165,NOR,@,ATL,W 34-31,,,,,,,0.0%,,,,,,,
7,1993,1993-09-19,3,23.172,NOR,,DET,W 14-3,,,,,,,0.0%,,,,,,,
8,1993,1993-09-19,3,23.172,NYG,,RAM,W 20-10,,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0
9,1993,1993-09-26,4,23.179,NOR,,SFO,W 16-13,,,,,,,0.0%,,,,,,,
10,1993,1993-10-03,5,23.186,NOR,@,RAM,W 37-6,,,,,,,0.0%,,,,,,,
11,1993,1993-10-10,5,23.193,NYG,@,WAS,W 41-7,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
12,1993,1993-10-17,6,23.200,NOR,@,PIT,L 14-37,,,,,,,0.0%,,,,,,,
13,1993,1993-10-24,7,23.207,NOR,,ATL,L 15-26,,,,,,,0.0%,,,,,,,
14,1993,1993-10-31,8,23.214,NOR,@,PHO,W 20-17,,,,,,,0.0%,,,,,,,
15,1993,1993-11-07,8,23.221,NYG,@,DAL,L 9-31,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0
16,1993,1993-11-14,9,23.228,NOR,,GNB,L 17-19,,,,,,,0.0%,,,,,,,
17,1993,1993-11-22,10,23.236,NOR,@,SFO,L 7-42,,,,,,,0.0%,,,,,,,
18,1993,1993-12-20,14,23.264,NYG,@,NOR,W 24-14,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
19,1993,1993-12-20,14,23.264,NOR,,NYG,L 14-24,,,,,,,0.0%,,,,,,,
20,1993,1993-12-26,15,23.270,NYG,@,PHO,L 6-17,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0
21,1993,1993-12-26,15,23.270,NOR,@,PHI,L 26-37,,,,,,,0.0%,,,,,,,
22,1993,1994-01-02,16,23.277,NOR,,CIN,W 20-13,,,,,,,0.0%,,,,,,,
23,1994,1994-09-04,1,24.157,NOR,,KAN,L 17-30,,,,,,,0.0%,,,,,,,
24,1994,1994-09-11,2,24.164,NOR,,WAS,L 24-38,,,,,,,0.0%,,,,,,,
25,1994,1994-09-18,3,24.171,NOR,@,TAM,W 9-7,,,,,,,0.0%,,,,,,,
26,1994,1994-09-25,4,24.178,NOR,@,SFO,L 13-24,,,,,,,0.0%,,,,,,,
27,1994,1994-10-02,5,24.185,NOR,,NYG,W 27-22,,,,,,,0.0%,,,,,,,
28,1994,1994-10-09,6,24.192,NOR,@,CHI,L 7-17,,,,,,,0.0%,,,,,,,
29,1994,1994-10-16,7,24.199,NOR,,SDG,L 22-36,,,,,,,0.0%,,,,,,,
30,1994,1994-10-23,8,24.206,NOR,,RAM,W 37-34,,,,,,,0.0%,,,,,,,
31,1994,1994-11-06,9,24.220,NOR,@,MIN,L 20-21,,,,,,,0.0%,,,,,,,
32,1994,1994-11-13,10,24.227,NOR,,ATL,W 33-32,,,,,,,0.0%,,,,,,,
33,1994,1994-11-20,11,24.234,NOR,@,RAI,L 19-24,,,,,,,0.0%,,,,,,,
34,1994,1994-11-28,12,24.242,NOR,,SFO,L 14-35,,,,,,,0.0%,,,,,,,
35,1994,1994-12-04,13,24.248,NOR,@,RAM,W 31-15,,,,,,,0.0%,,,,,,,
36,1994,1994-12-11,14,24.255,NYG,,CIN,W 27-20,,0,0,0,,0,0.0%,,1,1,1.00,0,0,0
37,1994,1994-12-11,14,24.255,NOR,@,ATL,W 29-20,,,,,,,0.0%,,,,,,,
38,1994,1994-12-19,15,24.263,NOR,,DAL,L 16-24,,,,,,,0.0%,,,,,,,
39,1994,1994-12-24,16,24.268,NOR,@,DEN,W 30-28,,,,,,,0.0%,,,,,,,
40,1996,1996-09-01,1,26.154,JAX,,PIT,W 24-9,,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0
41,1996,1996-09-08,2,26.161,JAX,,HOU,L 27-34,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
42,1996,1996-09-15,3,26.168,JAX,@,OAK,L 3-17,,1,0,0,,0,0.0%,0.00,,,,,,
43,1996,1996-09-22,4,26.175,JAX,@,NWE,L 25-28,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0
44,1996,1996-09-29,5,26.182,JAX,,CAR,W 24-14,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0
45,1996,1996-10-06,6,26.189,JAX,@,NOR,L 13-17,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
46,1996,1996-10-13,7,26.196,JAX,,NYJ,W 21-17,,,0,0,,0,0.0%,,,,,,,
47,1996,1996-10-20,8,26.203,JAX,@,STL,L 14-17,,1,0,0,,0,0.0%,0.00,,,,,,
48,1996,1996-10-27,9,26.210,JAX,@,CIN,L 21-28,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
49,1996,1996-11-10,10,26.224,JAX,,BAL,W 30-27,,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0
50,1996,1996-11-17,11,26.231,JAX,@,PIT,L 3-28,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
51,1996,1996-11-24,12,26.238,JAX,@,BAL,W 28-25,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
52,1996,1996-12-01,13,26.245,JAX,,CIN,W 30-27,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0
53,1996,1996-12-08,14,26.252,JAX,@,HOU,W 23-17,,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0
54,1996,1996-12-15,15,26.259,JAX,,SEA,W 20-13,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
55,1996,1996-12-22,16,26.266,JAX,,ATL,W 19-17,,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0
56,1997,1997-08-31,1,27.153,JAX,@,BAL,W 28-27,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0
57,1997,1997-09-07,2,27.160,JAX,,NYG,W 40-13,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0
