ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1998,1998-09-06,1,24.106,BAL,,PIT,L 13-20,,0,0,,0,0,0,0.0,1,2,0
2,1998,1998-09-13,2,24.113,BAL,@,NYJ,W 24-10,,,,,,,,,,,
3,1998,1998-09-20,3,24.120,BAL,@,JAX,L 10-24,,,,,,,,,,,
4,1998,1998-09-27,4,24.127,BAL,,CIN,W 31-24,,,,,,,,,,,
5,1998,1998-10-11,5,24.141,BAL,,TEN,L 8-12,,,,,,,,,,,
6,1998,1998-10-18,6,24.148,BAL,@,PIT,L 6-16,,0,0,,0,0,0,0.0,1,1,0
7,1998,1998-10-25,7,24.155,BAL,@,GNB,L 10-28,,,,,,,,,,,
8,1998,1998-11-01,8,24.162,BAL,,JAX,L 19-45,,0,0,,0,0,0,0.0,1,0,0
9,1998,1998-11-08,9,24.169,BAL,,OAK,W 13-10,,0,0,,0,0,0,0.0,1,0,0
10,1998,1998-11-15,10,24.176,BAL,@,SDG,L 13-14,,,,,,,,,,,
11,1998,1998-11-22,11,24.183,BAL,@,CIN,W 20-13,,,,,,,,,,,
12,1998,1998-11-29,12,24.190,BAL,,IND,W 38-31,,,,,,,,,,,
13,1998,1998-12-06,13,24.197,BAL,@,TEN,L 14-16,,,,,,,,,,,
14,1998,1998-12-13,14,24.204,BAL,,MIN,L 28-38,,0,0,,0,0,0,0.0,1,0,0
15,1998,1998-12-20,15,24.211,BAL,@,CHI,L 3-24,,,,,,,,,,,
16,1998,1998-12-27,16,24.218,BAL,,DET,W 19-10,,,,,,,,,,,
17,1999,1999-09-12,1,25.112,BAL,@,STL,L 10-27,*,,,,,,,,,,
18,1999,1999-09-19,2,25.119,BAL,,PIT,L 20-23,*,,,,,,,,,,
19,1999,1999-09-26,3,25.126,BAL,,CLE,W 17-10,*,,,,,,,,,,
20,1999,1999-10-03,4,25.133,BAL,@,ATL,W 19-13,*,,,,,,,,,,
21,1999,1999-10-10,5,25.140,BAL,@,TEN,L 11-14,,,,,,,,,,,
22,1999,1999-10-21,6,25.151,BAL,,KAN,L 8-35,*,,,,,,,,,,
23,1999,1999-10-31,7,25.161,BAL,,BUF,L 10-13,,0,0,,0,0,0,0.0,1,7,0
24,1999,1999-11-07,8,25.168,BAL,@,CLE,W 41-9,,0,0,,0,0,0,0.0,1,0,0
25,1999,1999-11-14,9,25.175,BAL,@,JAX,L 3-6,,,,,,,,,,,
26,1999,1999-11-21,10,25.182,BAL,@,CIN,W 34-31,,0,0,,0,1,6,0.0,1,43,1
27,1999,1999-11-28,11,25.189,BAL,,JAX,L 23-30,,,,,,,,,,,
28,1999,1999-12-05,12,25.196,BAL,,TEN,W 41-14,,,,,,,,,,,
29,1999,1999-12-12,13,25.203,BAL,@,PIT,W 31-24,,,,,,,,,,,
30,1999,1999-12-19,14,25.210,BAL,,NOR,W 31-8,,0,0,,0,0,0,0.0,1,0,0
31,1999,1999-12-26,15,25.217,BAL,,CIN,W 22-0,,0,0,,0,0,0,0.0,1,9,0
32,1999,2000-01-02,16,25.224,BAL,@,NWE,L 3-20,,,,,,,,,,,
33,2000,2000-09-03,1,26.103,BAL,@,PIT,W 16-0,,,,,,,,,,,
34,2000,2000-09-10,2,26.110,BAL,,JAX,W 39-36,*,,,,,,,,,,
35,2000,2000-09-17,3,26.117,BAL,@,MIA,L 6-19,*,,,,,,,,,,
36,2000,2000-09-24,4,26.124,BAL,,CIN,W 37-0,*,0,0,,0,0,0,0.0,1,0,0
37,2000,2000-10-01,5,26.131,BAL,@,CLE,W 12-0,*,1,5,5.00,0,0,0,0.0,1,4,0
38,2000,2000-10-15,7,26.145,BAL,@,WAS,L 3-10,,0,0,,0,0,0,0.0,1,6,0
39,2000,2000-10-22,8,26.152,BAL,,TEN,L 6-14,*,,,,,,,,,,
40,2000,2000-10-29,9,26.159,BAL,,PIT,L 6-9,*,,,,,,,,,,
41,2000,2000-11-05,10,26.166,BAL,@,CIN,W 27-7,*,,,,,,,,,,
42,2000,2000-11-12,11,26.173,BAL,@,TEN,W 24-23,*,,,,,,,,,,
43,2000,2000-11-19,12,26.180,BAL,,DAL,W 27-0,,,,,,,,,,,
44,2000,2000-11-26,13,26.187,BAL,,CLE,W 44-7,*,5,71,14.20,0,0,0,0.0,0,0,0
45,2000,2000-12-10,14,26.201,BAL,,SDG,W 24-3,*,,,,,,,,,,
46,2000,2000-12-17,15,26.208,BAL,@,ARI,W 13-7,,3,59,19.67,0,0,0,0.0,1,30,0
47,2000,2000-12-24,16,26.215,BAL,,NYJ,W 34-20,,0,0,,0,0,0,0.0,2,85,0
48,2001,2001-09-23,2,27.123,BAL,@,CIN,L 10-21,*,,,,,,,,,,
49,2001,2001-09-30,3,27.130,BAL,@,DEN,W 20-13,*,0,0,,0,0,0,0.0,1,0,0
50,2001,2001-10-07,4,27.137,BAL,,TEN,W 26-7,*,0,0,,0,0,0,0.0,1,9,0
51,2001,2001-10-14,5,27.144,BAL,@,GNB,L 23-31,*,,,,,,,,,,
52,2001,2001-10-21,6,27.151,BAL,@,CLE,L 14-24,*,,,,,,,,,,
53,2001,2001-10-28,7,27.158,BAL,,JAX,W 18-17,*,,,,,,,,,,
54,2001,2001-11-04,8,27.165,BAL,@,PIT,W 13-10,*,,,,,,,,,,
55,2001,2001-11-12,9,27.173,BAL,@,TEN,W 16-10,*,0,0,,0,0,0,0.0,1,0,0
56,2001,2001-11-18,10,27.179,BAL,,CLE,L 17-27,*,,,,,,,,,,
57,2001,2001-11-25,11,27.186,BAL,@,JAX,W 24-21,*,,,,,,,,,,
58,2001,2001-12-02,12,27.193,BAL,,IND,W 39-27,*,,,,,,,,,,
59,2001,2001-12-16,13,27.207,BAL,,PIT,L 21-26,*,,,,,,,,,,
60,2001,2001-12-23,14,27.214,BAL,,CIN,W 16-0,*,0,0,,0,0,0,0.0,1,0,0
61,2001,2001-12-29,15,27.220,BAL,@,TAM,L 10-22,*,,,,,,,,,,
62,2001,2002-01-07,16,27.229,BAL,,MIN,W 19-3,*,,,,,,,,,,
63,2002,2002-09-08,1,28.108,ARI,@,WAS,L 23-31,*,,,,,,,,,,
64,2002,2002-09-15,2,28.115,ARI,@,SEA,W 24-13,*,,,,,,,,,,
65,2002,2002-09-22,3,28.122,ARI,,SDG,L 15-23,*,,,,,,,,,,
66,2002,2002-11-03,8,28.164,ARI,,STL,L 14-27,*,0,0,,0,0,0,0.0,1,3,0
67,2002,2002-11-10,9,28.171,ARI,,SEA,L 6-27,*,,,,,,,,,,
68,2002,2002-11-17,10,28.178,ARI,@,PHI,L 14-38,*,,,,,,,,,,
69,2002,2002-11-24,11,28.185,ARI,,OAK,L 20-41,*,,,,,,,,,,
70,2002,2002-12-15,14,28.206,ARI,@,STL,L 28-30,*,0,0,,0,0,0,0.0,1,0,0
71,2002,2002-12-21,15,28.212,ARI,,SFO,L 14-17,*,,,,,,,,,,
72,2002,2002-12-29,16,28.220,ARI,@,DEN,L 7-37,*,,,,,,,,,,
73,2004,2004-09-12,1,30.112,ARI,@,STL,L 10-17,*,,,,,,,,,,
74,2004,2004-09-19,2,30.119,ARI,,NWE,L 12-23,*,,,,,,,,,,
75,2004,2004-09-26,3,30.126,ARI,@,ATL,L 3-6,*,0,0,,0,0,0,1.0,0,0,0
76,2004,2004-10-03,4,30.133,ARI,,NOR,W 34-10,*,,,,,,,,,,
77,2004,2004-10-24,6,30.154,ARI,,SEA,W 25-17,*,0,0,,0,0,0,0.0,1,5,0
78,2004,2004-10-31,7,30.161,ARI,@,BUF,L 14-38,,,,,,,,,,,
79,2004,2004-11-07,8,30.168,ARI,@,MIA,W 24-23,*,0,0,,0,1,6,0.0,1,41,1
80,2004,2004-11-14,9,30.175,ARI,,NYG,W 17-14,,,,,,,,,,,
81,2004,2004-11-21,10,30.182,ARI,@,CAR,L 10-35,,,,,,,,,,,
82,2004,2004-11-28,11,30.189,ARI,,NYJ,L 3-13,,,,,,,,,,,
83,2004,2004-12-05,12,30.196,ARI,@,DET,L 12-26,,,,,,,,,,,
84,2004,2004-12-12,13,30.203,ARI,,SFO,L 28-31,,2,22,11.00,0,0,0,0.0,0,0,0
85,2004,2004-12-19,14,30.210,ARI,,STL,W 31-7,,5,21,4.20,0,0,0,0.0,0,0,0
