ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2003,2003-09-14,2,24.224,NOR,,HOU,W 31-10,,,,,
2,2003,2003-09-21,3,24.231,NOR,@,TEN,L 12-27,,1,0,0.00,0
3,2003,2003-09-28,4,24.238,NOR,,IND,L 21-55,,,,,
4,2003,2003-10-05,5,24.245,NOR,@,CAR,L 13-19,*,,,,
5,2003,2003-10-12,6,24.252,NOR,,CHI,W 20-13,*,,,,
6,2003,2003-10-19,7,24.259,NOR,@,ATL,W 45-17,,,,,
7,2003,2003-10-26,8,24.266,NOR,,CAR,L 20-23,,,,,
8,2003,2003-11-02,9,24.273,NOR,@,TAM,W 17-14,,,,,
9,2003,2003-11-16,10,24.287,NOR,,ATL,W 23-20,,1,0,0.00,0
10,2003,2003-11-23,11,24.294,NOR,@,PHI,L 20-33,,,,,
11,2003,2003-12-07,13,24.308,NOR,,TAM,L 7-14,,,,,
12,2003,2003-12-14,14,24.315,NOR,,NYG,W 45-7,,,,,
13,2003,2003-12-21,15,24.322,NOR,@,JAX,L 19-20,,,,,
14,2003,2003-12-28,16,24.329,NOR,,DAL,W 13-7,,,,,
15,2004,2004-10-10,5,25.251,SFO,,ARI,W 31-28,,,,,
16,2004,2004-10-17,6,25.258,SFO,@,NYJ,L 14-22,,,,,
17,2004,2004-11-07,8,25.279,SFO,,SEA,L 27-42,,,,,
