ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2013,2013-09-08,1,23.193,DET,,MIN,W 34-24,,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,152,38.00,0
2,2013,2013-09-15,2,23.200,DET,@,ARI,L 21-25,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,261,52.20,0
3,2013,2013-09-22,3,23.207,DET,@,WAS,W 27-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,315,52.50,0
4,2013,2013-09-29,4,23.214,DET,,CHI,W 40-32,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,150,50.00,0
5,2013,2013-10-06,5,23.221,DET,@,GNB,L 9-22,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,311,51.83,0
6,2013,2013-10-13,6,23.228,DET,@,CLE,W 31-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,229,45.80,0
7,2013,2013-10-20,7,23.235,DET,,CIN,L 24-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,4,173,43.25,0
8,2013,2013-10-27,8,23.242,DET,,DAL,W 31-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,203,50.75,0
9,2013,2013-11-10,9,23.256,DET,@,CHI,W 21-19,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,178,44.50,0
10,2013,2013-11-17,10,23.263,DET,@,PIT,L 27-37,,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,152,50.67,0
11,2013,2013-11-24,11,23.270,DET,,TAM,L 21-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,151,50.33,1
12,2013,2013-11-28,12,23.274,DET,,GNB,W 40-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,1,33,33.00,0
13,2013,2013-12-08,13,23.284,DET,@,PHI,L 20-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,236,39.33,0
14,2013,2013-12-16,14,23.292,DET,,BAL,L 16-18,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,230,46.00,0
