ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2015,2015-09-13,1,25.082,CAR,@,JAX,W 20-9,,0,0,,0,0,0,0,,0,0.0%,,0,0
2,2015,2015-09-27,3,25.096,CAR,,NOR,W 27-22,,3,6,2.00,0,0,0,0,,0,0.0%,,0,0
3,2015,2015-10-04,4,25.103,CAR,@,TAM,W 37-23,,8,25,3.13,0,0,0,0,,0,0.0%,,0,0
4,2015,2015-10-25,6,25.124,CAR,,PHI,W 27-16,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0
5,2015,2015-12-20,14,25.180,CAR,@,NYG,W 38-35,,14,59,4.21,0,2,2,34,17.00,0,100.0%,17.00,0,0
6,2015,2015-12-27,15,25.187,CAR,@,ATL,L 13-20,,5,49,9.80,0,1,1,7,7.00,0,100.0%,7.00,0,0
7,2015,2016-01-03,16,25.194,CAR,,TAM,W 38-10,,14,44,3.14,1,2,2,17,8.50,0,100.0%,8.50,1,6
8,2016,2016-09-25,3,26.094,CAR,,MIN,L 10-22,*,12,47,3.92,0,1,1,11,11.00,0,100.0%,11.00,0,0
9,2016,2016-10-02,4,26.101,CAR,@,ATL,L 33-48,*,6,12,2.00,0,0,0,0,,0,0.0%,,0,0
10,2016,2016-10-10,5,26.109,CAR,,TAM,L 14-17,*,18,85,4.72,2,0,0,0,,0,0.0%,,2,12
11,2017,2017-10-01,4,27.100,CAR,@,NWE,W 33-30,,0,0,,0,0,0,0,,0,0.0%,,0,0
12,2017,2017-10-08,5,27.107,CAR,@,DET,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,0,0
13,2017,2017-10-12,6,27.111,CAR,,PHI,L 23-28,,0,0,,0,0,0,0,,0,0.0%,,0,0
14,2017,2017-10-22,7,27.121,CAR,@,CHI,L 3-17,,0,0,,0,0,0,0,,0,0.0%,,0,0
15,2017,2017-10-29,8,27.128,CAR,@,TAM,W 17-3,,4,8,2.00,0,1,1,2,2.00,0,100.0%,2.00,0,0
16,2017,2017-11-05,9,27.135,CAR,,ATL,W 20-17,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
17,2017,2017-11-13,10,27.143,CAR,,MIA,W 45-21,,7,68,9.71,1,0,0,0,,0,0.0%,,1,6
18,2017,2017-11-26,11,27.156,CAR,@,NYJ,W 35-27,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0
19,2017,2017-12-03,12,27.163,CAR,@,NOR,L 21-31,,0,0,,0,0,0,0,,0,0.0%,,0,0
20,2017,2017-12-10,13,27.170,CAR,,MIN,W 31-24,,0,0,,0,0,0,0,,0,0.0%,,0,0
21,2017,2017-12-17,14,27.177,CAR,,GNB,W 31-24,,0,0,,0,0,0,0,,0,0.0%,,0,0
22,2017,2017-12-24,15,27.184,CAR,,TAM,W 22-19,,0,0,,0,0,0,0,,0,0.0%,,0,0
23,2017,2017-12-31,16,27.191,CAR,@,ATL,L 10-22,,5,16,3.20,0,0,0,0,,0,0.0%,,0,0
24,2018,2018-09-16,2,28.085,CAR,@,ATL,L 24-31,,0,0,,0,0,0,0,,0,0.0%,,0,0
25,2018,2018-09-23,3,28.092,CAR,,CIN,W 31-21,,0,0,,0,0,0,0,,0,0.0%,,0,0
