ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1971,1971-09-19,1,21.236,RAM,@,NOR,L 20-24,,,,,
2,1971,1971-09-26,2,21.243,RAM,,ATL,T 20-20,,,,,
3,1971,1971-10-03,3,21.250,RAM,,CHI,W 17-3,,,,,
4,1971,1971-10-10,4,21.257,RAM,@,SFO,W 20-13,,,,,
5,1971,1971-10-17,5,21.264,RAM,@,ATL,W 24-16,,,,,
6,1971,1971-10-24,6,21.271,RAM,,GNB,W 30-13,,,,,
7,1971,1971-10-31,7,21.278,RAM,,MIA,L 14-20,1,22,22.00,0,
8,1971,1971-11-08,8,21.286,RAM,@,BAL,L 17-24,1,22,22.00,0,0.0
9,1971,1971-11-14,9,21.292,RAM,@,DET,W 21-13,,,,,
10,1971,1971-11-21,10,21.299,RAM,,SFO,W 17-6,,,,,
11,1971,1971-11-25,11,21.303,RAM,@,DAL,L 21-28,,,,,
12,1971,1971-12-05,12,21.313,RAM,,NOR,W 45-28,1,14,14.00,0,0.0
13,1971,1971-12-13,13,21.321,RAM,,WAS,L 24-38,,,,,
14,1971,1971-12-19,14,21.327,RAM,@,PIT,W 23-14,,,,,
15,1972,1972-09-17,1,22.235,RAM,,NOR,W 34-14,,,,,
16,1972,1972-09-24,2,22.242,RAM,@,CHI,T 13-13,,,,,
17,1972,1972-10-01,3,22.249,RAM,@,ATL,L 3-31,,,,,
18,1972,1972-10-08,4,22.256,RAM,,SFO,W 31-7,,,,,
19,1972,1972-10-15,5,22.263,RAM,@,PHI,W 34-3,,,,,
20,1972,1972-10-22,6,22.270,RAM,,CIN,W 15-12,,,,,
21,1972,1972-10-29,7,22.277,RAM,@,OAK,L 17-45,,,,,
22,1972,1972-11-05,8,22.284,RAM,,ATL,W 20-7,,,,,
23,1972,1972-11-12,9,22.291,RAM,,DEN,L 10-16,,,,,
24,1972,1972-11-19,10,22.298,RAM,,MIN,L 41-45,,,,,
25,1972,1972-11-26,11,22.305,RAM,@,NOR,L 16-19,,,,,
26,1972,1972-12-04,12,22.313,RAM,@,SFO,W 26-16,,,,,
27,1972,1972-12-10,13,22.319,RAM,@,STL,L 14-24,,,,,
28,1972,1972-12-17,14,22.326,RAM,,DET,L 17-34,,,,,
29,1973,1973-09-16,1,23.233,RAM,@,KAN,W 23-13,,,,,
30,1973,1973-09-23,2,23.240,RAM,,ATL,W 31-0,,,,,
31,1973,1973-09-30,3,23.247,RAM,@,SFO,W 40-20,,,,,
32,1973,1973-10-07,4,23.254,RAM,@,HOU,W 31-26,,,,,
33,1973,1973-10-14,5,23.261,RAM,,DAL,W 37-31,,,,,
34,1973,1973-10-21,6,23.268,RAM,,GNB,W 24-7,,,,,
