ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
34,2011,2011-09-18,2,26.078,MIA,,HOU,L 13-23,*,12,30,40.00,170,1,1,56.3,2,17,5.67,4.83,3,26,8.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
35,2011,2011-09-25,3,26.085,MIA,@,CLE,L 16-17,*,19,29,65.52,255,1,1,90.4,5,24,8.79,7.93,4,26,6.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
36,2011,2011-10-02,4,26.092,MIA,@,SDG,L 16-26,*,3,4,75.00,27,0,1,53.1,0,0,6.75,-4.50,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
37,2012,2012-09-16,2,27.076,JAX,,HOU,L 7-27,,2,2,100.00,23,0,0,114.6,0,0,11.50,11.50,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
38,2012,2012-10-21,6,27.111,JAX,@,OAK,L 23-26,,9,20,45.00,71,0,0,54.4,3,26,3.55,3.55,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
39,2012,2012-11-08,9,27.129,JAX,,IND,L 10-27,,10,16,62.50,121,1,1,80.5,1,6,7.56,6.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
40,2012,2012-11-18,10,27.139,JAX,@,HOU,L 37-43,,16,33,48.48,354,4,0,126.8,1,6,10.73,13.15,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
41,2012,2012-11-25,11,27.146,JAX,,TEN,W 24-19,*,17,26,65.38,261,2,1,108.0,7,40,10.04,9.85,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
42,2012,2012-12-02,12,27.153,JAX,@,BUF,L 18-34,*,19,42,45.24,202,1,1,57.8,3,16,4.81,4.21,3,1,0.33,1,0,1,-6,-6.00,0,,,1,6,0.0,0,0
43,2012,2012-12-09,13,27.160,JAX,,NYJ,L 10-17,*,21,43,48.84,185,0,2,41.3,3,17,4.30,2.21,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
44,2012,2012-12-16,14,27.167,JAX,@,MIA,L 3-24,*,18,34,52.94,221,0,0,73.3,2,8,6.50,6.50,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
45,2012,2012-12-23,15,27.174,JAX,,NWE,L 16-23,*,29,51,56.86,348,1,3,59.9,1,5,6.82,4.57,2,22,11.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
46,2012,2012-12-30,16,27.181,JAX,@,TEN,L 20-38,*,25,41,60.98,298,2,3,69.0,7,45,7.27,4.95,2,13,6.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
47,2013,2013-09-08,1,28.068,JAX,,KAN,L 2-28,,3,6,50.00,36,0,0,68.7,0,0,6.00,6.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
48,2013,2013-09-15,2,28.075,JAX,@,OAK,L 9-19,*,25,38,65.79,241,1,0,92.1,5,27,6.34,6.87,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
49,2013,2013-09-22,3,28.082,JAX,@,SEA,L 17-45,*,18,38,47.37,235,0,2,45.4,3,21,6.18,3.82,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
50,2013,2013-10-06,5,28.096,JAX,@,STL,L 20-34,,7,13,53.85,89,1,0,101.1,0,0,6.85,8.38,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
51,2013,2013-10-13,6,28.103,JAX,@,DEN,L 19-35,*,27,42,64.29,303,0,2,65.9,2,12,7.21,5.07,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
52,2013,2013-10-20,7,28.110,JAX,,SDG,L 6-24,*,23,36,63.89,318,0,1,80.6,6,43,8.83,7.58,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
53,2013,2013-10-27,8,28.117,JAX,,SFO,L 10-42,*,29,45,64.44,228,1,0,84.3,0,0,5.07,5.51,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
54,2013,2013-11-10,9,28.131,JAX,@,TEN,W 29-27,*,14,23,60.87,180,0,2,49.2,3,20,7.83,3.91,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,1
55,2013,2013-11-17,10,28.138,JAX,,ARI,L 14-27,*,27,42,64.29,255,1,2,69.0,2,13,6.07,4.40,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
56,2013,2013-11-24,11,28.145,JAX,@,HOU,W 13-6,*,23,32,71.88,239,0,0,93.1,4,24,7.47,7.47,3,3,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
57,2013,2013-12-01,12,28.152,JAX,@,CLE,W 32-28,*,22,40,55.00,195,2,1,74.5,2,1,4.88,4.75,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
58,2013,2013-12-05,13,28.156,JAX,,HOU,W 27-20,*,12,27,44.44,117,2,0,81.9,1,6,4.33,5.81,4,33,8.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
59,2013,2013-12-15,14,28.166,JAX,,BUF,L 20-27,*,21,36,58.33,237,2,2,73.5,5,42,6.58,5.19,4,22,5.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
60,2013,2013-12-22,15,28.173,JAX,,TEN,L 16-20,*,24,34,70.59,237,2,1,97.3,2,11,6.97,6.82,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
61,2013,2013-12-29,16,28.180,JAX,@,IND,L 10-30,*,30,51,58.82,331,1,1,76.5,3,23,6.49,6.00,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,1
62,2014,2014-09-07,1,29.067,JAX,@,PHI,L 17-34,*,24,43,55.81,266,2,0,89.9,3,24,6.19,7.12,1,8,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
63,2014,2014-09-14,2,29.074,JAX,@,WAS,L 10-41,*,14,28,50.00,193,1,1,69.5,10,70,6.89,6.00,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
64,2014,2014-09-21,3,29.081,JAX,,IND,L 17-44,*,4,7,57.14,33,0,0,69.3,3,11,4.71,4.71,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
65,2016,2016-11-20,10,31.141,JAX,@,DET,L 19-26,,0,0,,0,0,0,,0,0,,,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
66,2017,2017-09-24,3,32.084,JAX,,BAL,W 44-7,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
67,2017,2017-12-17,14,32.168,JAX,,HOU,W 45-7,,0,0,,0,0,0,,0,0,,,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
