ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1966,1966-09-04,1,22.226,SDG,,BUF,W 27-7,2,47,23.50,0,0,0,,0,0,0
2,1966,1966-09-10,2,22.232,SDG,,BOS,W 24-0,2,46,23.00,0,0,0,,0,0,0
3,1966,1966-09-25,3,22.247,SDG,@,OAK,W 29-20,3,41,13.67,0,0,0,,0,0,0
4,1966,1966-10-02,4,22.254,SDG,,MIA,W 44-10,1,12,12.00,0,0,0,,0,0,0
5,1966,1966-10-08,5,22.260,SDG,@,NYJ,L 16-17,3,52,17.33,0,0,0,,0,0,0
6,1966,1966-10-16,6,22.268,SDG,@,BUF,T 17-17,1,5,5.00,0,0,0,,0,0,0
7,1966,1966-10-23,7,22.275,SDG,@,BOS,L 17-35,4,56,14.00,0,0,0,,0,0,0
8,1966,1966-10-30,8,22.282,SDG,,DEN,W 24-17,6,73,12.17,1,0,0,,0,1,6
9,1966,1966-11-06,9,22.289,SDG,@,KAN,L 14-24,3,35,11.67,0,0,0,,0,0,0
10,1966,1966-11-13,10,22.296,SDG,,OAK,L 19-41,7,96,13.71,1,0,0,,0,1,6
11,1966,1966-11-27,11,22.310,SDG,@,DEN,L 17-20,2,28,14.00,0,1,-3,-3.00,0,0,0
12,1966,1966-12-04,12,22.317,SDG,@,HOU,W 28-22,4,71,17.75,1,0,0,,0,1,6
13,1966,1966-12-11,13,22.324,SDG,,NYJ,W 42-27,3,30,10.00,1,0,0,,0,1,6
14,1966,1966-12-18,14,22.331,SDG,,KAN,L 17-27,5,50,10.00,0,0,0,,0,0,0
15,1967,1967-09-09,1,23.231,SDG,,BOS,W 28-14,1,2,2.00,0,0,0,,0,0,0
16,1967,1967-09-24,2,23.246,SDG,,HOU,W 13-3,1,4,4.00,0,0,0,,0,0,0
17,1967,1967-10-01,3,23.253,SDG,@,BUF,W 37-17,4,50,12.50,0,0,0,,0,0,0
18,1967,1967-10-08,4,23.260,SDG,,BOS,T 31-31,1,18,18.00,0,0,0,,0,0,0
19,1967,1967-10-15,5,23.267,SDG,,KAN,W 45-31,4,108,27.00,0,1,1,1.00,0,0,0
20,1967,1967-10-22,6,23.274,SDG,@,DEN,W 38-21,3,66,22.00,0,0,0,,0,0,0
21,1967,1967-10-29,7,23.281,SDG,@,OAK,L 10-51,2,17,8.50,0,0,0,,0,0,0
22,1967,1967-11-12,8,23.295,SDG,,MIA,W 24-0,3,36,12.00,1,0,0,,0,1,6
23,1967,1967-11-19,9,23.302,SDG,@,KAN,W 17-16,4,69,17.25,0,0,0,,0,0,0
24,1967,1967-11-23,10,23.306,SDG,,DEN,W 24-20,4,119,29.75,0,0,0,,0,0,0
25,1967,1967-12-03,11,23.316,SDG,,OAK,L 21-41,3,97,32.33,1,0,0,,0,1,6
26,1967,1967-12-10,12,23.323,SDG,@,MIA,L 24-41,1,16,16.00,0,0,0,,0,0,0
27,1967,1967-12-16,13,23.329,SDG,@,HOU,L 17-24,5,55,11.00,0,0,0,,0,0,0
28,1967,1967-12-24,14,23.337,SDG,,NYJ,L 31-42,8,115,14.38,0,0,0,,0,0,0
29,1968,1968-09-06,1,24.229,SDG,,CIN,W 29-13,5,101,20.20,0,0,0,,0,0,0
30,1968,1968-09-21,2,24.244,SDG,,HOU,W 30-14,2,26,13.00,0,0,0,,0,0,0
31,1968,1968-09-29,3,24.252,SDG,@,CIN,W 31-10,5,121,24.20,2,0,0,,0,2,12
32,1968,1968-10-05,4,24.258,SDG,@,NYJ,L 20-23,6,163,27.17,2,0,0,,0,2,12
33,1968,1968-10-13,5,24.266,SDG,@,OAK,W 23-14,2,22,11.00,0,0,0,,0,0,0
34,1968,1968-10-20,6,24.273,SDG,,DEN,W 55-24,2,77,38.50,2,0,0,,0,2,12
35,1968,1968-10-27,7,24.280,SDG,@,KAN,L 20-27,4,60,15.00,1,0,0,,0,1,6
36,1968,1968-11-03,8,24.287,SDG,,MIA,W 34-28,4,62,15.50,1,0,0,,0,1,6
37,1968,1968-11-10,9,24.294,SDG,@,BOS,W 27-17,3,89,29.67,1,0,0,,0,1,6
38,1968,1968-11-17,10,24.301,SDG,@,BUF,W 21-6,3,74,24.67,0,0,0,,0,0,0
39,1968,1968-11-24,11,24.308,SDG,,NYJ,L 15-37,3,38,12.67,0,0,0,,0,0,0
40,1968,1968-12-01,12,24.315,SDG,@,DEN,W 47-23,5,96,19.20,1,0,0,,0,1,6
41,1968,1968-12-08,13,24.322,SDG,,KAN,L 3-40,4,46,11.50,0,0,0,,0,0,0
42,1968,1968-12-15,14,24.329,SDG,,OAK,L 27-34,4,128,32.00,0,0,0,,0,0,0
43,1969,1969-09-14,1,25.236,SDG,,KAN,L 9-27,4,63,15.75,0,0,0,,0,0,0
44,1969,1969-09-21,2,25.243,SDG,@,CIN,L 20-34,3,109,36.33,0,0,0,,0,0,0
45,1969,1969-09-28,3,25.250,SDG,,NYJ,W 34-27,10,188,18.80,2,0,0,,0,2,12
46,1969,1969-10-04,4,25.256,SDG,,CIN,W 21-14,4,85,21.25,0,0,0,,0,0,0
47,1969,1969-10-11,5,25.263,SDG,@,MIA,W 21-14,4,103,25.75,2,0,0,,0,2,12
48,1969,1969-10-19,6,25.271,SDG,@,BOS,W 13-10,4,40,10.00,0,0,0,,0,0,0
49,1969,1969-11-23,11,25.306,SDG,,DEN,W 45-24,3,55,18.33,0,0,0,,0,0,0
50,1969,1969-11-27,12,25.310,SDG,@,HOU,W 21-17,4,63,15.75,1,0,0,,0,1,6
51,1969,1969-12-07,13,25.320,SDG,,BOS,W 28-18,3,57,19.00,1,0,0,,0,1,6
52,1969,1969-12-14,14,25.327,SDG,,BUF,W 45-6,1,41,41.00,1,0,0,,0,1,6
53,1970,1970-09-20,1,26.242,SDG,,BAL,L 14-16,3,122,40.67,2,0,0,,0,2,12
54,1970,1970-09-27,2,26.249,SDG,,OAK,T 27-27,5,57,11.40,1,1,6,6.00,0,1,6
55,1970,1970-10-04,3,26.256,SDG,@,RAM,L 10-37,2,26,13.00,0,0,0,,0,0,0
56,1970,1970-10-12,4,26.264,SDG,,GNB,L 20-22,2,25,12.50,0,0,0,,0,0,0
57,1970,1970-10-18,5,26.270,SDG,@,CHI,W 20-7,8,165,20.63,2,1,10,10.00,0,2,12
58,1970,1970-10-25,6,26.277,SDG,,HOU,T 31-31,,,,,,,,,,
59,1970,1970-11-01,7,26.284,SDG,@,CLE,W 27-10,,,,,,,,,,
60,1970,1970-11-08,8,26.291,SDG,,DEN,W 24-21,2,71,35.50,2,0,0,,0,2,12
61,1970,1970-11-15,9,26.298,SDG,@,BOS,W 16-14,3,98,32.67,1,1,-12,-12.00,0,1,6
62,1970,1970-11-22,10,26.305,SDG,@,OAK,L 17-20,6,114,19.00,2,0,0,,0,2,12
63,1970,1970-11-29,11,26.312,SDG,@,KAN,L 14-26,4,50,12.50,1,0,0,,0,1,6
64,1970,1970-12-06,12,26.319,SDG,,CIN,L 14-17,2,48,24.00,0,1,3,3.00,0,0,0
65,1970,1970-12-13,13,26.326,SDG,@,DEN,T 17-17,2,81,40.50,1,0,0,,0,1,6
66,1970,1970-12-20,14,26.333,SDG,,KAN,W 31-13,5,149,29.80,0,0,0,,0,0,0
67,1971,1971-09-19,1,27.241,SDG,,KAN,W 21-14,4,72,18.00,0,0,0,,0,0,0
68,1971,1971-09-26,2,27.248,SDG,,OAK,L 0-34,2,25,12.50,0,0,0,,0,0,0
69,1971,1971-10-03,3,27.255,SDG,@,PIT,L 17-21,2,50,25.00,0,0,0,,0,0,0
70,1971,1971-10-10,4,27.262,SDG,@,KAN,L 10-31,1,36,36.00,0,0,0,,0,0,0
71,1971,1971-10-17,5,27.269,SDG,@,DEN,L 16-20,4,105,26.25,1,0,0,,0,1,6
72,1971,1971-10-23,6,27.275,SDG,,BUF,W 20-3,4,106,26.50,0,0,0,,0,0,0
73,1971,1971-10-31,7,27.283,SDG,,NYJ,W 49-21,6,162,27.00,1,0,0,,0,1,6
74,1971,1971-11-07,8,27.290,SDG,@,NYG,L 17-35,4,39,9.75,2,0,0,,0,2,12
75,1971,1971-11-15,9,27.298,SDG,,STL,W 20-17,3,52,17.33,0,1,0,0.00,0,0,0
76,1971,1971-11-21,10,27.304,SDG,@,OAK,L 33-34,3,65,21.67,0,0,0,,0,0,0
77,1971,1971-11-28,11,27.311,SDG,@,CIN,L 0-31,1,20,20.00,0,0,0,,0,0,0
78,1971,1971-12-05,12,27.318,SDG,,MIN,W 30-14,5,45,9.00,1,0,0,,0,1,6
79,1971,1971-12-12,13,27.325,SDG,,DEN,W 45-17,2,81,40.50,1,0,0,,0,1,6
80,1971,1971-12-19,14,27.332,SDG,@,HOU,L 33-49,1,31,31.00,0,0,0,,0,0,0
81,1972,1972-09-17,1,28.240,SDG,@,SFO,L 3-34,1,14,14.00,0,0,0,,0,0,0
82,1972,1972-09-24,2,28.247,SDG,,DEN,W 37-14,6,69,11.50,1,0,0,,0,1,6
83,1972,1972-10-01,3,28.254,SDG,@,OAK,T 17-17,3,56,18.67,0,0,0,,0,0,0
84,1972,1972-10-08,4,28.261,SDG,@,BAL,W 23-20,4,59,14.75,0,0,0,,0,0,0
85,1972,1972-10-15,5,28.268,SDG,@,MIA,L 10-24,1,4,4.00,0,1,-6,-6.00,0,0,0
86,1972,1972-10-22,6,28.275,SDG,@,DET,L 20-34,7,119,17.00,2,0,0,,0,2,12
87,1972,1972-10-29,7,28.282,SDG,,KAN,L 14-26,4,50,12.50,0,0,0,,0,0,0
88,1972,1972-11-05,8,28.289,SDG,,DAL,L 28-34,3,52,17.33,1,0,0,,0,1,6
89,1972,1972-11-13,9,28.297,SDG,,CLE,L 17-21,2,30,15.00,0,0,0,,0,0,0
90,1972,1972-11-19,10,28.303,SDG,@,KAN,W 27-17,3,31,10.33,1,0,0,,0,1,6
91,1972,1972-11-26,11,28.310,SDG,,HOU,W 34-20,2,14,7.00,0,0,0,,0,0,0
92,1972,1972-12-03,12,28.317,SDG,,OAK,L 19-21,4,79,19.75,1,1,0,0.00,0,1,6
93,1972,1972-12-10,13,28.324,SDG,@,DEN,L 13-38,10,156,15.60,1,0,0,,0,1,6
94,1972,1972-12-17,14,28.331,SDG,,PIT,L 2-24,2,11,5.50,0,0,0,,0,0,0
95,1973,1973-09-16,1,29.238,SDG,@,WAS,L 0-38,2,36,18.00,0,0,0,,0,0,0
96,1973,1973-09-23,2,29.245,SDG,,BUF,W 34-7,3,67,22.33,1,0,0,,0,1,6
97,1973,1973-09-30,3,29.252,SDG,,CIN,L 13-20,4,117,29.25,0,0,0,,0,0,0
98,1973,1973-11-18,10,29.301,SDG,,NOR,W 17-14,,,,,,,,,,
99,1973,1973-12-02,12,29.315,SDG,@,NWE,L 14-30,1,12,12.00,0,0,0,,0,0,0
100,1973,1973-12-09,13,29.322,SDG,,DEN,L 28-42,3,55,18.33,1,0,0,,0,1,6
101,1973,1973-12-16,14,29.329,SDG,@,KAN,L 6-33,1,5,5.00,0,0,0,,0,0,0
102,1974,1974-09-15,1,30.237,SDG,@,HOU,L 14-21,4,80,20.00,1,0,0,,0,1,6
103,1974,1974-09-22,2,30.244,SDG,@,CIN,W 20-17,8,116,14.50,0,0,0,,0,0,0
104,1974,1974-09-29,3,30.251,SDG,,MIA,L 21-28,3,39,13.00,0,0,0,,0,0,0
105,1974,1974-10-06,4,30.258,SDG,,PHI,L 7-13,3,30,10.00,1,0,0,,0,1,6
106,1974,1974-10-13,5,30.265,SDG,,OAK,L 10-14,,,,,,,,,,
107,1974,1974-10-20,6,30.272,SDG,@,DEN,L 7-27,1,20,20.00,0,0,0,,0,0,0
108,1974,1974-10-27,7,30.279,SDG,,KAN,L 14-24,6,92,15.33,1,0,0,,0,1,6
109,1974,1974-11-03,8,30.286,SDG,,CLE,W 36-35,3,68,22.67,0,0,0,,0,0,0
110,1974,1974-11-10,9,30.293,SDG,@,KAN,W 14-7,2,84,42.00,1,0,0,,0,1,6
111,1974,1974-11-17,10,30.300,SDG,@,OAK,L 10-17,2,73,36.50,0,0,0,,0,0,0
112,1974,1974-11-24,11,30.307,SDG,@,GNB,L 0-34,2,32,16.00,0,0,0,,0,0,0
113,1974,1974-12-01,12,30.314,SDG,@,NYJ,L 14-27,4,109,27.25,1,0,0,,0,1,6
114,1974,1974-12-08,13,30.321,SDG,,CHI,W 28-21,,,,,,,,,,
115,1974,1974-12-15,14,30.328,SDG,,DEN,W 17-0,3,42,14.00,0,0,0,,0,0,0
116,1975,1975-09-21,1,31.243,SDG,,PIT,L 0-37,,,,,,,,,,
117,1975,1975-09-28,2,31.250,SDG,@,HOU,L 17-33,3,42,14.00,0,0,0,,0,0,0
118,1975,1975-10-05,3,31.257,SDG,,OAK,L 0-6,,,,,,,,,,
119,1975,1975-10-12,4,31.264,SDG,,RAM,L 10-13,3,35,11.67,0,0,0,,0,0,0
120,1975,1975-10-19,5,31.271,SDG,,KAN,L 10-12,,,,,,,,,,
121,1975,1975-10-26,6,31.278,SDG,@,OAK,L 0-25,0,0,,0,1,13,13.00,0,0,0
122,1975,1975-11-01,7,31.284,SDG,@,NYG,L 24-35,2,25,12.50,0,0,0,,0,0,0
123,1975,1975-11-09,8,31.292,SDG,,NWE,L 19-33,7,108,15.43,1,1,-3,-3.00,0,1,6
124,1975,1975-11-16,9,31.299,SDG,,DEN,L 17-27,3,70,23.33,0,0,0,,0,0,0
125,1975,1975-11-23,10,31.306,SDG,@,MIN,L 13-28,3,61,20.33,1,0,0,,0,1,6
126,1975,1975-11-30,11,31.313,SDG,@,DEN,L 10-13,1,13,13.00,0,1,20,20.00,0,0,0
127,1975,1975-12-07,12,31.320,SDG,@,KAN,W 28-20,2,41,20.50,0,0,0,,0,0,0
128,1975,1975-12-15,13,31.328,SDG,,NYJ,W 24-16,2,35,17.50,0,0,0,,0,0,0
129,1975,1975-12-21,14,31.334,SDG,@,CIN,L 17-47,1,8,8.00,0,0,0,,0,0,0
130,1976,1976-09-12,1,32.235,SDG,@,KAN,W 30-16,2,58,29.00,1,0,0,,0,1,6
131,1976,1976-09-19,2,32.242,SDG,@,TAM,W 23-0,,,,,,,,,,
132,1977,1977-09-18,1,33.240,HOU,,NYJ,W 20-0,,,,,,,,,,
133,1977,1977-09-25,2,33.247,HOU,@,GNB,W 16-10,,,,,,,,,,
134,1977,1977-11-27,11,33.310,HOU,,KAN,W 34-20,1,5,5.00,0,0,0,,0,0,0
