ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-09-08,1,21.302,NOR,@,TAM,W 26-20,*,6,4,63,15.75,1,66.7%,10.50,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
2,2002,2002-09-15,2,21.309,NOR,,GNB,W 35-20,,4,4,59,14.75,1,100.0%,14.75,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
3,2002,2002-09-22,3,21.316,NOR,@,CHI,W 29-23,,7,4,43,10.75,1,57.1%,6.14,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
4,2002,2002-09-29,4,21.323,NOR,@,DET,L 21-26,*,4,3,14,4.67,1,75.0%,3.50,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
5,2002,2002-10-27,8,21.351,NOR,,ATL,L 35-37,,4,2,29,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
6,2002,2002-11-10,9,22.000,NOR,@,CAR,W 34-24,*,7,3,65,21.67,1,42.9%,9.29,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
7,2002,2002-11-17,10,22.007,NOR,@,ATL,L 17-24,,4,2,18,9.00,1,50.0%,4.50,1,-2,-2.00,0,0,0,,0,0,0,,0,1,6,0.0,,
8,2002,2002-11-24,11,22.014,NOR,,CLE,L 15-24,*,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
9,2002,2002-12-01,12,22.021,NOR,,TAM,W 23-20,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
10,2002,2002-12-08,13,22.028,NOR,@,BAL,W 37-25,,3,3,57,19.00,1,100.0%,19.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
11,2002,2002-12-15,14,22.035,NOR,,MIN,L 31-32,*,6,4,42,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
12,2002,2002-12-22,15,22.042,NOR,@,CIN,L 13-20,*,9,6,111,18.50,1,66.7%,12.33,1,4,4.00,0,0,0,,0,0,0,,0,1,6,0.0,,
13,2002,2002-12-29,16,22.049,NOR,,CAR,L 6-10,*,6,4,60,15.00,0,66.7%,10.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
14,2003,2003-09-07,1,22.301,NOR,@,SEA,L 10-27,,15,8,101,12.63,0,53.3%,6.73,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
15,2003,2003-09-14,2,22.308,NOR,,HOU,W 31-10,,2,2,46,23.00,1,100.0%,23.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
16,2003,2003-09-21,3,22.315,NOR,@,TEN,L 12-27,,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
17,2003,2003-09-28,4,22.322,NOR,,IND,L 21-55,,5,1,17,17.00,0,20.0%,3.40,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
18,2003,2003-10-05,5,22.329,NOR,@,CAR,L 13-19,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,5,110,22.00,0,3,34,11.33,0,0,0,0.0,,
19,2003,2003-10-12,6,22.336,NOR,,CHI,W 20-13,,2,1,21,21.00,0,50.0%,10.50,0,0,,0,3,61,20.33,0,2,10,5.00,0,0,0,0.0,,
20,2003,2003-10-19,7,22.343,NOR,@,ATL,W 45-17,*,1,1,69,69.00,1,100.0%,69.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
21,2003,2003-11-16,10,23.006,NOR,,ATL,W 23-20,*,6,1,5,5.00,0,16.7%,0.83,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
22,2003,2003-12-14,14,23.034,NOR,,NYG,W 45-7,,5,2,23,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
23,2003,2003-12-21,15,23.041,NOR,@,JAX,L 19-20,,6,3,54,18.00,0,50.0%,9.00,1,3,3.00,0,0,0,,0,0,0,,0,0,0,0.0,,
24,2003,2003-12-28,16,23.048,NOR,,DAL,W 13-7,*,7,3,114,38.00,1,42.9%,16.29,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
25,2004,2004-09-12,1,23.307,NOR,,SEA,L 7-21,*,6,3,36,12.00,0,50.0%,6.00,1,1,1.00,0,0,0,,0,0,0,,0,0,0,0.0,,
26,2004,2004-09-19,2,23.314,NOR,,SFO,W 30-27,*,12,9,113,12.56,1,75.0%,9.42,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
27,2004,2004-09-26,3,23.321,NOR,@,STL,W 28-25,*,8,5,65,13.00,0,62.5%,8.13,1,4,4.00,0,0,0,,0,0,0,,0,0,0,0.0,,
28,2004,2004-10-03,4,23.328,NOR,@,ARI,L 10-34,*,8,5,45,9.00,0,62.5%,5.63,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
29,2004,2004-10-10,5,23.335,NOR,,TAM,L 17-20,,4,1,27,27.00,0,25.0%,6.75,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
30,2004,2004-10-17,6,23.342,NOR,,MIN,L 31-38,*,13,4,34,8.50,0,30.8%,2.62,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
31,2004,2004-10-24,7,23.349,NOR,@,OAK,W 31-26,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
32,2004,2004-11-07,8,23.363,NOR,@,SDG,L 17-43,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
33,2004,2004-11-14,9,24.004,NOR,,KAN,W 27-20,*,4,3,11,3.67,0,75.0%,2.75,1,6,6.00,0,0,0,,0,0,0,,0,0,0,0.0,,
34,2004,2004-11-21,10,24.011,NOR,,DEN,L 13-34,,14,10,122,12.20,1,71.4%,8.71,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
35,2004,2004-11-28,11,24.018,NOR,@,ATL,L 21-24,,7,2,20,10.00,0,28.6%,2.86,1,26,26.00,0,0,0,,0,4,2,0.50,0,0,0,0.0,,
36,2004,2004-12-05,12,24.025,NOR,,CAR,L 21-32,,5,3,44,14.67,1,60.0%,8.80,0,0,,0,0,0,,0,2,4,2.00,0,1,6,0.0,,
37,2004,2004-12-12,13,24.032,NOR,@,DAL,W 27-13,,9,5,113,22.60,0,55.6%,12.56,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
38,2004,2004-12-19,14,24.039,NOR,@,TAM,W 21-17,*,3,2,29,14.50,1,66.7%,9.67,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
39,2004,2004-12-26,15,24.046,NOR,,ATL,W 26-13,*,4,2,62,31.00,1,50.0%,15.50,1,0,0.00,0,0,0,,0,0,0,,0,1,6,0.0,,
40,2004,2005-01-02,16,24.053,NOR,@,CAR,W 21-18,*,7,3,31,10.33,0,42.9%,4.43,1,0,0.00,0,0,0,,0,0,0,,0,0,0,0.0,,
41,2005,2005-09-11,1,24.305,NOR,@,CAR,W 23-20,*,5,4,47,11.75,0,80.0%,9.40,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
42,2005,2005-09-19,2,24.313,NOR,,NYG,L 10-27,*,12,8,141,17.63,0,66.7%,11.75,0,0,,0,0,0,,0,1,27,27.00,0,0,0,0.0,,
43,2005,2005-09-25,3,24.319,NOR,@,MIN,L 16-33,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,3,9,3.00,0,0,0,0.0,,
44,2005,2005-10-02,4,24.326,NOR,,BUF,W 19-7,*,11,8,129,16.13,0,72.7%,11.73,0,0,,0,0,0,,0,2,12,6.00,0,0,0,0.0,,
45,2005,2005-10-09,5,24.333,NOR,@,GNB,L 3-52,*,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
46,2005,2005-10-16,6,24.340,NOR,,ATL,L 31-34,*,8,7,83,11.86,1,87.5%,10.38,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
47,2005,2005-10-23,7,24.347,NOR,@,STL,L 17-28,,10,4,53,13.25,1,40.0%,5.30,1,-1,-1.00,0,0,0,,0,0,0,,0,1,6,0.0,,
48,2005,2005-10-30,8,24.354,NOR,,MIA,L 6-21,*,7,3,52,17.33,0,42.9%,7.43,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
49,2005,2005-11-06,9,24.361,NOR,,CHI,L 17-20,,4,3,37,12.33,1,75.0%,9.25,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
50,2005,2005-11-20,10,25.010,NOR,@,NWE,L 17-24,*,13,6,76,12.67,2,46.2%,5.85,0,0,,0,0,0,,0,0,0,,0,2,12,0.0,,
51,2005,2005-11-27,11,25.017,NOR,@,NYJ,W 21-19,*,5,5,48,9.60,1,100.0%,9.60,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
52,2005,2005-12-04,12,25.024,NOR,,TAM,L 3-10,*,6,3,20,6.67,0,50.0%,3.33,0,0,,0,0,0,,0,1,4,4.00,0,0,0,0.0,,
53,2005,2005-12-12,13,25.032,NOR,@,ATL,L 17-36,*,11,5,43,8.60,0,45.5%,3.91,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
54,2005,2005-12-18,14,25.038,NOR,,CAR,L 10-27,*,12,5,102,20.40,1,41.7%,8.50,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
55,2005,2005-12-24,15,25.044,NOR,,DET,L 12-13,*,8,2,47,23.50,0,25.0%,5.88,1,3,3.00,0,0,0,,0,0,0,,0,0,0,0.0,,
56,2005,2006-01-01,16,25.052,NOR,@,TAM,L 13-27,,8,6,61,10.17,0,75.0%,7.63,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
57,2006,2006-09-10,1,25.304,PHI,@,HOU,W 24-10,*,9,6,141,23.50,1,66.7%,15.67,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
58,2006,2006-09-17,2,25.311,PHI,,NYG,L 24-30,*,5,5,81,16.20,1,100.0%,16.20,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
59,2006,2006-10-02,4,25.326,PHI,,GNB,W 31-9,*,4,1,26,26.00,0,25.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
60,2006,2006-10-29,8,25.353,PHI,,JAX,L 6-13,,5,3,56,18.67,0,60.0%,11.20,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
61,2006,2006-11-12,9,26.002,PHI,,WAS,W 27-3,*,11,6,139,23.17,1,54.5%,12.64,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
62,2006,2006-11-19,10,26.009,PHI,,TEN,L 13-31,*,11,4,75,18.75,0,36.4%,6.82,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
63,2006,2006-11-26,11,26.016,PHI,@,IND,L 21-45,*,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
64,2006,2006-12-04,12,26.024,PHI,,CAR,W 27-24,*,9,4,111,27.75,1,44.4%,12.33,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
65,2006,2006-12-10,13,26.030,PHI,@,WAS,W 21-19,*,4,3,31,10.33,1,75.0%,7.75,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
66,2006,2006-12-17,14,26.037,PHI,@,NYG,W 36-22,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
67,2006,2006-12-25,15,26.045,PHI,@,DAL,W 23-7,*,6,3,51,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
68,2006,2006-12-31,16,26.051,PHI,,ATL,W 24-17,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
69,2007,2007-09-09,1,26.303,NWE,@,NYJ,W 38-14,,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
70,2007,2007-09-16,2,26.310,NWE,,SDG,W 38-14,*,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
71,2007,2007-09-23,3,26.317,NWE,,BUF,W 38-7,*,1,1,28,28.00,0,100.0%,28.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
72,2007,2007-10-01,4,26.325,NWE,@,CIN,W 34-13,*,6,4,49,12.25,0,66.7%,8.17,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
73,2007,2007-10-07,5,26.331,NWE,,CLE,W 34-17,*,7,4,65,16.25,1,57.1%,9.29,1,12,12.00,0,0,0,,0,0,0,,0,1,6,0.0,,
74,2007,2007-10-14,6,26.338,NWE,@,DAL,W 48-27,,7,7,136,19.43,1,100.0%,19.43,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
75,2007,2007-10-21,7,26.345,NWE,@,MIA,W 49-28,*,5,3,51,17.00,1,60.0%,10.20,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
76,2007,2007-10-28,8,26.352,NWE,,WAS,W 52-7,*,6,4,44,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
77,2007,2007-11-04,9,26.359,NWE,@,IND,W 24-20,,3,2,42,21.00,0,66.7%,14.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
78,2007,2007-11-18,10,27.008,NWE,@,BUF,W 56-10,*,8,5,56,11.20,0,62.5%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
79,2007,2007-11-25,11,27.015,NWE,,PHI,W 31-28,*,7,4,54,13.50,0,57.1%,7.71,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
80,2007,2007-12-03,12,27.023,NWE,@,BAL,W 27-24,,4,3,68,22.67,0,75.0%,17.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
81,2007,2007-12-09,13,27.029,NWE,,PIT,W 34-13,,5,1,9,9.00,0,20.0%,1.80,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
82,2007,2007-12-16,14,27.036,NWE,,NYJ,W 20-10,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
83,2007,2007-12-23,15,27.043,NWE,,MIA,W 28-7,*,5,2,25,12.50,0,40.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
84,2007,2007-12-29,16,27.049,NWE,@,NYG,W 38-35,,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
85,2008,2008-10-13,5,27.338,CLE,,NYG,W 35-14,*,7,2,19,9.50,0,28.6%,2.71,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
86,2008,2008-10-19,6,27.344,CLE,@,WAS,L 11-14,*,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
87,2008,2008-10-26,7,27.351,CLE,@,JAX,W 23-17,*,3,3,13,4.33,1,100.0%,4.33,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
88,2008,2008-11-06,9,27.362,CLE,,DEN,L 30-34,*,5,4,48,12.00,0,80.0%,9.60,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
89,2008,2008-11-17,10,28.007,CLE,@,BUF,W 29-27,*,3,0,0,,0,0.0%,0.00,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
90,2008,2008-11-23,11,28.013,CLE,,HOU,L 6-16,*,4,1,18,18.00,0,25.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
91,2008,2008-11-30,12,28.020,CLE,,IND,L 6-10,,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
92,2008,2008-12-07,13,28.027,CLE,@,TEN,L 9-28,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
93,2008,2008-12-15,14,28.035,CLE,@,PHI,L 10-30,,7,1,13,13.00,0,14.3%,1.86,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
94,2008,2008-12-21,15,28.041,CLE,,CIN,L 0-14,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
95,2008,2008-12-28,16,28.048,CLE,@,PIT,L 0-31,*,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
96,2010,2010-11-07,8,29.362,BAL,,MIA,W 26-10,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
97,2010,2010-11-11,9,30.001,BAL,@,ATL,L 21-26,,0,0,0,,0,0.0%,,2,34,17.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
98,2010,2010-11-21,10,30.011,BAL,@,CAR,W 37-13,,1,1,15,15.00,0,100.0%,15.00,1,7,7.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
99,2010,2010-11-28,11,30.018,BAL,,TAM,W 17-10,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
100,2010,2010-12-05,12,30.025,BAL,,PIT,L 10-13,,2,1,67,67.00,0,50.0%,33.50,1,-11,-11.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
101,2010,2010-12-13,13,30.033,BAL,@,HOU,W 34-28,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
102,2010,2010-12-26,15,30.046,BAL,@,CLE,W 20-10,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
103,2010,2011-01-02,16,30.053,BAL,,CIN,W 13-7,,0,0,0,,0,0.0%,,1,15,15.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
104,2011,2011-09-18,2,30.312,WAS,,ARI,W 22-21,,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
105,2011,2011-10-02,4,30.326,WAS,@,STL,W 17-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
106,2011,2011-10-16,5,30.340,WAS,,PHI,L 13-20,,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
107,2011,2011-10-30,7,30.354,WAS,@,BUF,L 0-23,,2,0,0,,0,0.0%,0.00,1,2,2.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
108,2011,2011-11-20,10,31.010,WAS,,DAL,L 24-27,,6,4,51,12.75,1,66.7%,8.50,1,-1,-1.00,0,0,0,,0,0,0,,0,1,6,0.0,0,0
109,2011,2011-11-27,11,31.017,WAS,@,SEA,W 23-17,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
110,2011,2011-12-04,12,31.024,WAS,,NYJ,L 19-34,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
111,2011,2011-12-11,13,31.031,WAS,,NWE,L 27-34,,6,4,96,24.00,0,66.7%,16.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
112,2011,2011-12-18,14,31.038,WAS,@,NYG,W 23-10,,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
113,2011,2011-12-24,15,31.044,WAS,,MIN,L 26-33,,7,5,59,11.80,1,71.4%,8.43,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
114,2011,2012-01-01,16,31.052,WAS,@,PHI,L 10-34,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
115,2012,2012-12-10,13,32.030,NWE,,HOU,W 42-14,,2,1,63,63.00,1,50.0%,31.50,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
