ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1989,1989-09-10,1,23.212,DAL,@,NOR,L 0-28,,,0,0,,0,,,0,0,,0,0,
2,1989,1989-09-17,2,23.219,DAL,@,ATL,L 21-27,,,1,4,4.00,0,,,0,0,,0,0,0
3,1989,1989-09-24,3,23.226,DAL,,WAS,L 7-30,,,0,0,,0,,,0,0,,0,0,
4,1989,1989-10-01,4,23.233,DAL,,NYG,L 13-30,,,0,0,,0,,,0,0,,0,0,
5,1989,1989-10-08,5,23.240,DAL,@,GNB,L 13-31,,,1,8,8.00,0,,,1,1,1.00,0,0,0
6,1989,1989-10-15,6,23.247,DAL,,SFO,L 14-31,,,2,13,6.50,0,,,3,3,1.00,0,0,0
7,1989,1989-10-22,7,23.254,DAL,@,KAN,L 28-36,,,1,28,28.00,0,,,3,5,1.67,0,0,0
8,1989,1989-10-29,8,23.261,DAL,,PHO,L 10-19,,,1,6,6.00,0,,,0,0,,0,0,0
9,1989,1989-11-05,9,23.268,DAL,@,WAS,W 13-3,,,1,7,7.00,0,,,3,5,1.67,0,0,0
10,1989,1989-11-12,10,23.275,DAL,@,PHO,L 20-24,,,1,8,8.00,0,,,1,4,4.00,0,0,0
11,1989,1989-11-19,11,23.282,DAL,,MIA,L 14-17,,,3,21,7.00,1,,,11,50,4.55,0,1,6
12,1989,1989-11-23,12,23.286,DAL,,PHI,L 0-27,,,0,0,,0,,,6,39,6.50,0,0,0
13,1989,1989-12-03,13,23.296,DAL,,RAM,L 31-35,,,2,15,7.50,1,,,15,30,2.00,0,1,6
14,1989,1989-12-10,14,23.303,DAL,@,PHI,L 10-20,,,3,23,7.67,1,,,4,0,0.00,0,1,6
15,1989,1989-12-16,15,23.309,DAL,@,NYG,L 0-15,,,0,0,,0,,,4,15,3.75,0,0,0
16,1989,1989-12-24,16,23.317,DAL,,GNB,L 10-20,,,0,0,,0,,,16,60,3.75,0,0,0
17,1990,1990-09-09,1,24.211,DAL,,SDG,W 17-14,,,0,0,,0,,,3,6,2.00,0,0,0
18,1990,1990-09-16,2,24.218,DAL,,NYG,L 7-28,,,1,19,19.00,0,,,0,0,,0,0,0
19,1990,1990-09-23,3,24.225,DAL,@,WAS,L 15-19,,,3,28,9.33,0,,,1,8,8.00,0,0,0
20,1990,1990-09-30,4,24.232,DAL,@,NYG,L 17-31,,,1,9,9.00,0,,,0,0,,0,0,0
21,1990,1990-10-07,5,24.239,DAL,,TAM,W 14-10,,,1,6,6.00,0,,,1,2,2.00,0,0,0
22,1990,1990-10-14,6,24.246,DAL,@,PHO,L 3-20,,,0,0,,0,,,0,0,,0,0,
23,1990,1990-10-21,7,24.253,DAL,@,TAM,W 17-13,,,1,8,8.00,0,,,0,0,,0,0,0
24,1990,1990-10-28,8,24.260,DAL,,PHI,L 20-21,,,0,0,,0,,,0,0,,0,0,
25,1990,1990-11-04,9,24.267,DAL,@,NYJ,L 9-24,,,2,24,12.00,0,,,0,0,,0,0,0
26,1990,1990-11-11,10,24.274,DAL,,SFO,L 6-24,,,1,26,26.00,0,,,0,0,,0,0,0
27,1990,1990-11-18,11,24.281,DAL,@,RAM,W 24-21,,,1,10,10.00,0,,,0,0,,0,0,0
28,1990,1990-11-22,12,24.285,DAL,,WAS,W 27-17,,,2,13,6.50,0,,,1,2,2.00,0,0,0
29,1990,1990-12-02,13,24.295,DAL,,NOR,W 17-13,,,1,5,5.00,1,,,2,7,3.50,0,1,6
30,1990,1990-12-16,14,24.309,DAL,,PHO,W 41-10,,,0,0,,0,,,1,6,6.00,1,1,6
31,1990,1990-12-23,15,24.316,DAL,@,PHI,L 3-17,,,0,0,,0,,,0,0,,0,0,
32,1990,1990-12-30,16,24.323,DAL,@,ATL,L 7-26,,,0,0,,0,,,1,4,4.00,0,0,0
33,1991,1991-09-01,1,25.203,DAL,@,CLE,W 26-14,,,0,0,,0,,,1,2,2.00,0,0,0
34,1991,1991-09-09,2,25.211,DAL,,WAS,L 31-33,,,2,5,2.50,0,,,1,2,2.00,0,0,0
