ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1987,1987-10-04,3,21.339,RAI,,KAN,W 35-17,0,0,,0,2,17,8.50,0
2,1987,1987-10-12,4,21.347,RAI,@,DEN,L 14-30,1,20,20.00,0,0,0,,0
