ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-05,1,22.304,CHI,,NYG,L 20-26,,1,0,0,,0,0.0%,0.00,,,,,,
2,1993,1993-09-12,2,22.311,CHI,@,MIN,L 7-10,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0
3,1993,1993-09-26,3,22.325,CHI,,TAM,W 47-17,,1,1,25,25.00,1,100.0%,25.00,0,0,,0,1,6
4,1993,1993-10-03,4,22.332,CHI,,ATL,W 6-0,,1,0,0,,0,0.0%,0.00,,,,,,
5,1993,1993-10-31,7,22.360,CHI,@,GNB,L 3-17,,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0
6,1993,1993-11-07,8,23.002,CHI,,RAI,L 14-16,,2,0,0,,0,0.0%,0.00,,,,,,
7,1993,1993-12-05,12,23.030,CHI,,GNB,W 30-17,,1,0,0,,0,0.0%,0.00,,,,,,
8,1993,1993-12-12,13,23.037,CHI,@,TAM,L 10-13,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0
9,1993,1993-12-18,14,23.043,CHI,,DEN,L 3-13,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0
10,1993,1993-12-26,15,23.051,CHI,,DET,L 14-20,,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0
11,1994,1994-09-18,3,23.317,CHI,,MIN,L 14-42,,,0,0,,0,0.0%,,,,,,,
12,1994,1994-10-23,7,23.352,CHI,@,DET,L 16-21,,,0,0,,0,0.0%,,,,,,,
13,1994,1994-10-31,8,23.360,CHI,,GNB,L 6-33,,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0
14,1994,1994-11-06,9,24.001,CHI,@,TAM,W 20-6,,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0
15,1994,1994-11-13,10,24.008,CHI,@,MIA,W 17-14,,,0,0,,0,0.0%,,,,,,,
16,1994,1994-11-20,11,24.015,CHI,,DET,W 20-10,,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0
17,1994,1994-11-27,12,24.022,CHI,@,ARI,W 19-16,,4,2,14,7.00,1,50.0%,3.50,0,0,,0,1,6
18,1994,1994-12-01,13,24.026,CHI,@,MIN,L 27-33,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0
19,1994,1994-12-11,14,24.036,CHI,@,GNB,L 3-40,,3,0,0,,0,0.0%,0.00,,,,,,
20,1994,1994-12-18,15,24.043,CHI,,RAM,W 27-13,,,0,0,,0,0.0%,,,,,,,
21,1994,1994-12-24,16,24.049,CHI,,NWE,L 3-13,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0
22,1995,1995-09-03,1,24.302,CHI,,MIN,W 31-14,,0,0,0,,0,0.0%,,,,,,,
23,1995,1995-09-11,2,24.310,CHI,,GNB,L 24-27,,,0,0,,0,0.0%,,,,,,,
24,1995,1995-09-17,3,24.316,CHI,@,TAM,W 25-6,,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0
