ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1993,1993-09-26,3,23.040,TAM,@,CHI,L 17-47,,,,,,
2,1993,1993-10-03,4,23.047,TAM,,DET,W 27-10,,,,,,
3,1993,1993-10-10,5,23.054,TAM,@,MIN,L 0-15,,,,,,
4,1993,1993-10-24,6,23.068,TAM,,GNB,L 14-37,,,,,,
5,1993,1993-10-31,7,23.075,TAM,@,ATL,W 31-24,,,,,,
6,1993,1993-11-07,8,23.082,TAM,@,DET,L 0-23,,,,,,
7,1993,1993-11-14,9,23.089,TAM,,SFO,L 21-45,,,,,,
8,1993,1993-11-28,11,23.103,TAM,@,GNB,L 10-13,,,,,,
9,1993,1993-12-05,12,23.110,TAM,,WAS,L 17-23,,,,,,
10,1993,1993-12-12,13,23.117,TAM,,CHI,W 13-10,,,,,,
11,1993,1993-12-19,14,23.124,TAM,@,RAI,L 20-27,,,,,,
12,1993,1993-12-26,15,23.131,TAM,@,DEN,W 17-10,,,,,,
13,1993,1994-01-02,16,23.138,TAM,,SDG,L 17-32,,,,,,
14,1994,1994-09-04,1,24.018,TAM,@,CHI,L 9-21,,,,,,
15,1994,1994-09-18,3,24.032,ARI,@,CLE,L 0-32,,,,,,
16,1994,1994-10-02,4,24.046,ARI,,MIN,W 17-7,,,,,,
17,1994,1994-10-09,5,24.053,ARI,@,DAL,L 3-38,,,,,,
18,1994,1994-10-16,6,24.060,ARI,@,WAS,W 19-16,,,,,,
19,1994,1994-10-30,8,24.074,ARI,,PIT,W 20-17,,,,,,
20,1994,1994-11-06,9,24.081,ARI,@,PHI,L 7-17,,,,,,
21,1994,1994-11-13,10,24.088,ARI,@,NYG,W 10-9,,,,,,
22,1994,1994-11-20,11,24.095,ARI,,PHI,W 12-6,,,,,,
23,1994,1994-11-27,12,24.102,ARI,,CHI,L 16-19,,,,,,
24,1994,1994-12-04,13,24.109,ARI,@,HOU,W 30-12,,,,,,
25,1994,1994-12-11,14,24.116,ARI,,WAS,W 17-15,,,,,,
26,1994,1994-12-18,15,24.123,ARI,,CIN,W 28-7,0,0,1.0,0,0,0
27,1994,1994-12-24,16,24.129,ARI,@,ATL,L 6-10,,,,,,
28,1995,1995-09-03,1,25.017,ARI,@,WAS,L 7-27,,,,,,
29,1995,1995-09-10,2,25.024,ARI,,PHI,L 19-31,,,,,,
30,1995,1995-09-17,3,25.031,ARI,@,DET,W 20-17,,,,,,
31,1995,1995-09-24,4,25.038,ARI,@,DAL,L 20-34,,,,,,
32,1995,1995-10-01,5,25.045,ARI,,KAN,L 3-24,,,,,,
33,1995,1995-10-08,6,25.052,ARI,@,NYG,L 21-27,,,,,,
34,1995,1995-10-15,7,25.059,ARI,,WAS,W 24-20,,,,,,
35,1995,1995-10-29,8,25.073,ARI,,SEA,W 20-14,,,,,,
36,1995,1995-11-05,9,25.080,ARI,@,DEN,L 6-38,,,,,,
37,1995,1995-11-12,10,25.087,ARI,,MIN,L 24-30,0,0,1.0,0,0,0
38,1995,1995-11-19,11,25.094,ARI,@,CAR,L 7-27,,,,,,
39,1995,1995-11-26,12,25.101,ARI,,ATL,W 40-37,,,,,,
40,1995,1995-11-30,13,25.105,ARI,,NYG,L 6-10,,,,,,
41,1995,1995-12-09,14,25.114,ARI,@,SDG,L 25-28,,,,,,
42,1995,1995-12-17,15,25.122,ARI,@,PHI,L 20-21,,,,,,
43,1995,1995-12-25,16,25.130,ARI,,DAL,L 13-37,,,,,,
