ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,25.027,KAN,,OAK,L 14-27,,,,,,
2,1980,1980-09-14,2,25.034,KAN,,SEA,L 16-17,,,,,,
3,1980,1980-09-21,3,25.041,KAN,@,CLE,L 13-20,,,,,,
4,1980,1980-09-28,4,25.048,KAN,,SDG,L 7-24,,,,,,
5,1980,1980-10-05,5,25.055,KAN,@,OAK,W 31-17,0,0,0.0,1,0,0
6,1980,1980-10-12,6,25.062,KAN,,HOU,W 21-20,,,,,,
7,1980,1980-10-19,7,25.069,KAN,@,DEN,W 23-17,0,0,0.0,1,0,0
8,1980,1980-10-26,8,25.076,KAN,,DET,W 20-17,0,0,0.0,1,0,0
9,1980,1980-11-02,9,25.083,KAN,,BAL,L 24-31,0,0,0.0,1,41,0
10,1980,1980-11-09,10,25.090,KAN,@,SEA,W 31-30,0,0,0.0,1,13,0
11,1980,1980-11-16,11,25.097,KAN,@,SDG,L 7-20,0,0,0.0,1,0,0
12,1980,1980-11-23,12,25.104,KAN,@,STL,W 21-13,0,0,0.0,1,0,0
13,1980,1980-11-30,13,25.111,KAN,,CIN,L 6-20,,,,,,
14,1980,1980-12-07,14,25.118,KAN,,DEN,W 31-14,,,,,,
15,1980,1980-12-14,15,25.125,KAN,@,PIT,L 16-21,,,,,,
16,1981,1981-09-06,1,26.026,KAN,@,PIT,W 37-33,0,0,0.0,1,24,0
17,1981,1981-09-13,2,26.033,KAN,,TAM,W 19-10,,,,,,
18,1981,1981-09-20,3,26.040,KAN,,SDG,L 31-42,,,,,,
19,1981,1981-09-27,4,26.047,KAN,@,SEA,W 20-14,,,,,,
20,1981,1981-10-04,5,26.054,KAN,@,NWE,L 17-33,,,,,,
21,1981,1981-10-11,6,26.061,KAN,,OAK,W 27-0,0,0,0.0,1,43,0
22,1981,1981-10-18,7,26.068,KAN,,DEN,W 28-14,0,0,0.0,1,25,0
23,1981,1981-10-25,8,26.075,KAN,@,OAK,W 28-17,,,,,,
24,1981,1981-11-01,9,26.082,KAN,@,SDG,L 20-22,,,,,,
25,1981,1981-11-08,10,26.089,KAN,,CHI,L 13-16,,,,,,
26,1981,1981-11-15,11,26.096,KAN,,HOU,W 23-10,0,0,0.0,2,3,0
27,1981,1981-11-22,12,26.103,KAN,,SEA,W 40-13,,,,,,
28,1981,1981-11-26,13,26.107,KAN,@,DET,L 10-27,,,,,,
29,1981,1981-12-06,14,26.117,KAN,@,DEN,L 13-16,,,,,,
30,1981,1981-12-13,15,26.124,KAN,,MIA,L 7-17,0,0,0.0,2,14,0
31,1981,1981-12-20,16,26.131,KAN,@,MIN,W 10-6,,,,,,
32,1982,1982-09-12,1,27.032,KAN,@,BUF,L 9-14,,,,,,
33,1982,1982-09-19,2,27.039,KAN,,SDG,W 19-12,0,0,0.0,1,0,0
34,1982,1982-11-21,3,27.102,KAN,@,NOR,L 17-27,,,,,,
35,1982,1982-11-28,4,27.109,KAN,@,RAM,L 14-20,,,,,,
36,1982,1982-12-05,5,27.116,KAN,@,PIT,L 14-35,,,,,,
37,1982,1982-12-19,7,27.130,KAN,@,DEN,W 37-16,1,6,0.0,1,56,1
38,1982,1982-12-26,8,27.137,KAN,,SFO,L 13-26,0,0,0.0,1,10,0
39,1982,1983-01-02,9,27.144,KAN,,NYJ,W 37-13,,,,,,
40,1983,1983-09-04,1,28.024,RAM,@,NYG,W 16-6,,,,,,
41,1983,1983-09-11,2,28.031,RAM,,NOR,W 30-27,,,,,,
42,1983,1983-09-18,3,28.038,RAM,@,GNB,L 24-27,,,,,,
43,1983,1983-09-25,4,28.045,RAM,@,NYJ,L 24-27,,,,,,
44,1983,1983-10-02,5,28.052,RAM,,DET,W 21-10,,,,,,
45,1983,1983-10-09,6,28.059,RAM,@,SFO,W 10-7,,,,,,
46,1983,1983-10-16,7,28.066,RAM,,ATL,W 27-21,,,,,,
47,1983,1983-10-23,8,28.073,RAM,,SFO,L 35-45,,,,,,
48,1983,1983-10-30,9,28.080,RAM,@,MIA,L 14-30,0,0,0.0,1,45,0
