ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1964,1964-09-13,1,22.351,WAS,,CLE,L 13-27,8,88,11.00,0,14,62,4.43,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
2,1964,1964-09-20,2,22.358,WAS,@,DAL,L 18-24,1,16,16.00,0,10,37,3.70,0,1,1,100.00,41,0,0,118.7,0,0,41.00,41.00,0,0,,0,0,0,,0,0,0
3,1964,1964-09-25,3,22.363,WAS,@,NYG,L 10-13,4,36,9.00,0,21,79,3.76,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
4,1964,1964-10-04,4,23.006,WAS,,STL,L 17-23,3,33,11.00,0,7,67,9.57,0,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00,0,0,,0,0,0,,0,0,0
5,1964,1964-10-11,5,23.013,WAS,,PHI,W 35-20,3,92,30.67,2,22,61,2.77,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
6,1964,1964-10-18,6,23.020,WAS,@,STL,L 24-38,3,81,27.00,0,9,62,6.89,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,0,0
7,1964,1964-10-25,7,23.027,WAS,,CHI,W 27-20,4,9,2.25,0,9,30,3.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
8,1964,1964-11-01,8,23.034,WAS,@,PHI,W 21-10,1,34,34.00,0,22,65,2.95,2,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,2,12
9,1964,1964-11-08,9,23.041,WAS,@,CLE,L 24-34,7,77,11.00,1,17,67,3.94,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6
10,1964,1964-11-15,10,23.048,WAS,@,PIT,W 30-0,1,80,80.00,1,12,21,1.75,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
