ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1995,1995-09-03,1,22.020,NYJ,@,MIA,L 14-52,,6,3,43,14.33,0,50.0%,7.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
2,1995,1995-09-10,2,22.027,NYJ,,IND,L 24-27,,3,2,14,7.00,1,66.7%,4.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
3,1995,1995-09-17,3,22.034,NYJ,,JAX,W 27-10,,10,7,58,8.29,1,70.0%,5.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
4,1995,1995-09-24,4,22.041,NYJ,@,ATL,L 3-13,,7,4,56,14.00,0,57.1%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
5,1995,1995-10-01,5,22.048,NYJ,,OAK,L 10-47,,9,4,46,11.50,0,44.4%,5.11,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
6,1995,1995-10-08,6,22.055,NYJ,@,BUF,L 10-29,,13,7,74,10.57,1,53.8%,5.69,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
7,1995,1995-10-15,7,22.062,NYJ,@,CAR,L 15-26,,9,4,56,14.00,0,44.4%,6.22,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
8,1995,1995-10-22,8,22.069,NYJ,,MIA,W 17-16,,6,3,41,13.67,1,50.0%,6.83,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
9,1995,1995-10-29,9,22.076,NYJ,@,IND,L 10-17,,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
10,1995,1995-11-05,10,22.083,NYJ,,NWE,L 7-20,,7,4,66,16.50,0,57.1%,9.43,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
11,1995,1995-11-19,11,22.097,NYJ,,BUF,L 26-28,,6,3,42,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
12,1995,1995-11-26,12,22.104,NYJ,@,SEA,W 16-10,,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
13,1995,1995-12-03,13,22.111,NYJ,,STL,L 20-23,,12,8,98,12.25,0,66.7%,8.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
14,1995,1995-12-10,14,22.118,NYJ,@,NWE,L 28-31,,6,4,45,11.25,0,66.7%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
15,1995,1995-12-17,15,22.125,NYJ,@,HOU,L 6-23,,9,3,24,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
16,1995,1995-12-24,16,22.132,NYJ,,NOR,L 0-12,,10,6,40,6.67,0,60.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
17,1996,1996-09-01,1,23.018,NYJ,@,DEN,L 6-31,,4,4,20,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,11,3.67,0,0,0
18,1996,1996-09-08,2,23.025,NYJ,,IND,L 7-21,,9,7,93,13.29,0,77.8%,10.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,8,4.00,0,0,0
19,1996,1996-09-15,3,23.032,NYJ,@,MIA,L 27-36,,6,6,60,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,7,7.00,0,0,0
20,1996,1996-09-22,4,23.039,NYJ,,NYG,L 6-13,,7,4,31,7.75,0,57.1%,4.43,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,-1,-1.00,0,0,0
21,1996,1996-09-29,5,23.046,NYJ,@,WAS,L 16-31,,5,4,63,15.75,0,80.0%,12.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,4,4.00,0,0,0
22,1996,1996-10-06,6,23.053,NYJ,,OAK,L 13-34,,8,3,28,9.33,0,37.5%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,5,5.00,0,0,0
23,1996,1996-10-13,7,23.060,NYJ,@,JAX,L 17-21,,15,12,162,13.50,1,80.0%,10.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,5,43,8.60,0,1,6
24,1996,1996-10-20,8,23.067,NYJ,,BUF,L 22-25,,10,6,73,12.17,1,60.0%,7.30,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,14,7.00,0,1,6
25,1996,1996-10-27,9,23.074,NYJ,@,ARI,W 31-21,,8,5,46,9.20,0,62.5%,5.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,2,2.00,0,0,0
26,1996,1996-11-10,10,23.088,NYJ,,NWE,L 27-31,,6,3,33,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
27,1996,1996-11-17,11,23.095,NYJ,@,IND,L 29-34,,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,0,0
28,1996,1996-11-24,12,23.102,NYJ,@,BUF,L 10-35,,13,10,75,7.50,0,76.9%,5.77,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,-16,-16.00,0,0,0
29,1996,1996-12-01,13,23.109,NYJ,,HOU,L 10-35,,8,5,41,8.20,0,62.5%,5.13,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,26,8.67,0,0,0
30,1996,1996-12-08,14,23.116,NYJ,@,NWE,L 10-34,,8,4,52,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,7,7.00,0,0,0
31,1996,1996-12-14,15,23.122,NYJ,,PHI,L 20-21,,6,4,59,14.75,0,66.7%,9.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,15,7.50,0,0,0
32,1996,1996-12-22,16,23.130,NYJ,,MIA,L 28-31,,11,4,41,10.25,1,36.4%,3.73,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,14,4.67,0,1,6
33,1997,1997-08-31,1,24.017,NYJ,@,SEA,W 41-3,,6,3,73,24.33,2,50.0%,12.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
34,1997,1997-09-07,2,24.024,NYJ,,BUF,L 22-28,,10,3,39,13.00,0,30.0%,3.90,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
35,1997,1997-09-14,3,24.031,NYJ,@,NWE,L 24-27,,8,6,82,13.67,0,75.0%,10.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
36,1997,1997-09-21,4,24.038,NYJ,,OAK,W 23-22,,6,4,48,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
37,1997,1997-09-28,5,24.045,NYJ,@,CIN,W 31-14,,6,6,68,11.33,0,100.0%,11.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
38,1997,1997-10-05,6,24.052,NYJ,@,IND,W 16-12,,6,4,39,9.75,0,66.7%,6.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
39,1997,1997-10-12,7,24.059,NYJ,,MIA,L 20-31,,7,5,104,20.80,1,71.4%,14.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
