ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1961,1961-09-17,1,23.167,WAS,@,SFO,L 3-35,1,0,0.00,0,3,63,21.00,0,0,0,,0
2,1961,1961-09-24,2,23.174,WAS,@,PHI,L 7-14,2,1,0.50,0,1,14,14.00,0,1,0,0.00,0
