ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1962,1962-10-06,4,21.295,BOS,@,NYT,W 43-14,1,8,8.00,0,0,0,0
2,1962,1962-10-12,5,21.301,BOS,,DTX,L 7-27,0,0,,0,1,0,0
3,1962,1962-10-19,6,21.308,BOS,,SDG,W 24-20,0,0,,0,1,3,0
4,1963,1963-09-08,1,22.267,BOS,,NYJ,W 38-14,0,0,,0,1,26,0
5,1963,1963-09-22,3,22.281,BOS,@,OAK,W 20-14,0,0,,0,2,16,0
6,1964,1964-09-27,3,23.287,BOS,,NYJ,W 26-10,0,0,,0,1,12,0
7,1964,1964-10-04,4,23.294,BOS,@,DEN,W 39-10,0,0,,0,1,18,0
8,1964,1964-11-06,9,23.327,BOS,,HOU,W 25-24,0,0,,0,1,26,0
9,1964,1964-11-15,10,23.336,BOS,@,BUF,W 36-28,0,0,,0,1,8,0
10,1964,1964-11-29,12,23.350,BOS,@,HOU,W 34-17,0,0,,0,1,11,0
11,1965,1965-09-24,3,24.283,BOS,,DEN,L 10-27,0,0,,0,1,26,0
12,1965,1965-10-03,4,24.292,BOS,@,KAN,L 17-27,0,0,,0,1,0,0
13,1965,1965-12-12,13,24.362,BOS,@,DEN,W 28-20,0,0,,0,1,5,0
14,1966,1966-10-23,6,25.312,BOS,,SDG,W 35-17,0,0,,0,1,41,0
15,1966,1966-11-06,8,25.326,BOS,,DEN,L 10-17,0,0,,0,1,0,0
16,1966,1966-11-20,10,25.340,BOS,@,KAN,T 27-27,0,0,,0,1,0,0
17,1966,1966-11-27,11,25.347,BOS,@,MIA,W 20-14,0,0,,0,1,2,0
18,1967,1967-09-24,4,26.283,BOS,@,BUF,W 23-0,0,0,,0,2,7,0
19,1967,1967-11-26,12,26.346,BOS,@,HOU,L 6-27,0,0,,0,2,0,0
20,1968,1968-10-20,6,27.310,BOS,,BUF,W 23-6,0,0,,0,3,22,0
21,1969,1969-09-20,2,28.279,MIA,@,OAK,L 17-20,0,0,,0,1,1,0
22,1969,1969-10-19,6,28.308,MIA,@,KAN,L 10-17,0,0,,0,1,2,0
23,1969,1969-10-26,7,28.315,MIA,,BUF,W 24-6,0,0,,0,1,24,0
24,1970,1970-09-20,1,29.279,MIA,@,BOS,L 14-27,,,,,,,
25,1970,1970-09-27,2,29.286,MIA,@,HOU,W 20-10,,,,,,,
26,1970,1970-10-03,3,29.292,MIA,,OAK,W 20-13,,,,,,,
27,1970,1970-10-10,4,29.299,MIA,@,NYJ,W 20-6,,,,,,,
28,1970,1970-10-18,5,29.307,MIA,@,BUF,W 33-14,,,,,,,
29,1970,1970-10-25,6,29.314,MIA,,CLE,L 0-28,,,,,,,
30,1970,1970-11-01,7,29.321,MIA,@,BAL,L 0-35,,,,,,,
31,1970,1970-11-08,8,29.328,MIA,@,PHI,L 17-24,,,,,,,
32,1970,1970-11-15,9,29.335,MIA,,NOR,W 21-10,,,,,,,
33,1970,1970-11-22,10,29.342,MIA,,BAL,W 34-17,,,,,,,
34,1970,1970-11-30,11,29.350,MIA,@,ATL,W 20-7,,,,,,,
35,1970,1970-12-06,12,29.356,MIA,,BOS,W 37-20,,,,,,,
36,1970,1970-12-13,13,29.363,MIA,,NYJ,W 16-10,,,,,,,
37,1970,1970-12-20,14,30.005,MIA,,BUF,W 45-7,,,,,,,
38,1971,1971-09-19,1,30.278,MIA,@,DEN,T 10-10,0,0,,0,1,16,0
39,1971,1971-09-26,2,30.285,MIA,@,BUF,W 29-14,,,,,,,
40,1971,1971-10-03,3,30.292,MIA,,NYJ,L 10-14,,,,,,,
41,1971,1971-10-10,4,30.299,MIA,@,CIN,W 23-13,,,,,,,
42,1971,1971-10-17,5,30.306,MIA,,NWE,W 41-3,,,,,,,
43,1971,1971-10-24,6,30.313,MIA,@,NYJ,W 30-14,,,,,,,
44,1971,1971-10-31,7,30.320,MIA,@,RAM,W 20-14,,,,,,,
45,1971,1971-11-07,8,30.327,MIA,,BUF,W 34-0,,,,,,,
46,1971,1971-11-14,9,30.334,MIA,,PIT,W 24-21,,,,,,,
47,1971,1971-11-21,10,30.341,MIA,,BAL,W 17-14,,,,,,,
48,1971,1971-11-29,11,30.349,MIA,,CHI,W 34-3,,,,,,,
49,1971,1971-12-05,12,30.355,MIA,@,NWE,L 13-34,,,,,,,
50,1971,1971-12-11,13,30.361,MIA,@,BAL,L 3-14,,,,,,,
51,1971,1971-12-19,14,31.004,MIA,,GNB,W 27-6,,,,,,,
52,1972,1972-09-17,1,31.277,MIA,@,KAN,W 20-10,,,,,,,
53,1972,1972-09-24,2,31.284,MIA,,HOU,W 34-13,,,,,,,
54,1972,1972-10-01,3,31.291,MIA,@,MIN,W 16-14,,,,,,,
55,1972,1972-10-08,4,31.298,MIA,@,NYJ,W 27-17,,,,,,,
56,1972,1972-10-15,5,31.305,MIA,,SDG,W 24-10,,,,,,,
57,1972,1972-10-22,6,31.312,MIA,,BUF,W 24-23,,,,,,,
58,1972,1972-10-29,7,31.319,MIA,@,BAL,W 23-0,,,,,,,
59,1972,1972-11-05,8,31.326,MIA,@,BUF,W 30-16,,,,,,,
60,1972,1972-11-12,9,31.333,MIA,,NWE,W 52-0,,,,,,,
61,1972,1972-11-19,10,31.340,MIA,,NYJ,W 28-24,0,0,,0,1,10,0
62,1972,1972-11-27,11,31.348,MIA,,STL,W 31-10,,,,,,,
63,1972,1972-12-03,12,31.354,MIA,@,NWE,W 37-21,,,,,,,
64,1972,1972-12-10,13,31.361,MIA,@,NYG,W 23-13,0,0,,0,1,7,0
65,1972,1972-12-16,14,32.001,MIA,,BAL,W 16-0,,,,,,,
66,1973,1973-09-16,1,32.275,MIA,,SFO,W 21-13,,,,,,,
67,1973,1973-09-23,2,32.282,MIA,@,OAK,L 7-12,,,,,,,
68,1973,1973-09-30,3,32.289,MIA,,NWE,W 44-23,,,,,,,
69,1973,1973-10-07,4,32.296,MIA,,NYJ,W 31-3,,,,,,,
70,1973,1973-10-15,5,32.304,MIA,@,CLE,W 17-9,,,,,,,
71,1973,1973-10-21,6,32.310,MIA,,BUF,W 27-6,,,,,,,
72,1973,1973-10-28,7,32.317,MIA,@,NWE,W 30-14,,,,,,,
73,1973,1973-11-04,8,32.324,MIA,@,NYJ,W 24-14,,,,,,,
74,1973,1973-11-11,9,32.331,MIA,,BAL,W 44-0,,,,,,,
75,1973,1973-11-18,10,32.338,MIA,@,BUF,W 17-0,,,,,,,
76,1973,1973-11-22,11,32.342,MIA,@,DAL,W 14-7,,,,,,,
77,1973,1973-12-03,12,32.353,MIA,,PIT,W 30-26,,,,,,,
78,1973,1973-12-09,13,32.359,MIA,@,BAL,L 3-16,,,,,,,
79,1974,1974-09-22,2,33.281,MIA,@,BUF,W 24-16,,,,,,,
80,1974,1974-09-29,3,33.288,MIA,@,SDG,W 28-21,,,,,,,
81,1974,1974-10-07,4,33.296,MIA,,NYJ,W 21-17,,,,,,,
82,1974,1974-10-13,5,33.302,MIA,@,WAS,L 17-20,,,,,,,
83,1974,1974-10-20,6,33.309,MIA,,KAN,W 9-3,,,,,,,
84,1974,1974-10-27,7,33.316,MIA,,BAL,W 17-7,,,,,,,
85,1974,1974-11-03,8,33.323,MIA,,ATL,W 42-7,,,,,,,
86,1974,1974-11-10,9,33.330,MIA,@,NOR,W 21-0,,,,,,,
87,1974,1974-11-17,10,33.337,MIA,,BUF,W 35-28,0,0,,0,1,13,0
88,1974,1974-11-24,11,33.344,MIA,@,NYJ,L 14-17,0,0,,0,1,16,0
89,1974,1974-12-02,12,33.352,MIA,,CIN,W 24-3,,,,,,,
90,1974,1974-12-08,13,33.358,MIA,@,BAL,W 17-16,,,,,,,
91,1974,1974-12-15,14,34.000,MIA,,NWE,W 34-27,,,,,,,
92,1976,1976-10-03,4,35.293,MIA,,RAM,L 28-31,,,,,,,
93,1976,1976-10-10,5,35.300,MIA,@,BAL,L 14-28,,,,,,,
94,1976,1976-10-17,6,35.307,MIA,,KAN,L 17-20,,,,,,,
95,1976,1976-10-24,7,35.314,MIA,@,TAM,W 23-20,,,,,,,
96,1976,1976-10-31,8,35.321,MIA,,NWE,W 10-3,,,,,,,
97,1976,1976-11-07,9,35.328,MIA,@,NYJ,W 27-7,,,,,,,
98,1976,1976-11-14,10,35.335,MIA,@,PIT,L 3-14,,,,,,,
99,1976,1976-11-22,11,35.343,MIA,,BAL,L 16-17,,,,,,,
100,1976,1976-11-28,12,35.349,MIA,@,CLE,L 13-17,,,,,,,
101,1976,1976-12-05,13,35.356,MIA,,BUF,W 45-27,,,,,,,
102,1976,1976-12-11,14,35.362,MIA,,MIN,L 7-29,,,,,,,
