ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1971,1971-10-03,3,22.243,ATL,@,DET,L 38-41,0,0,,0,1,13,13.00,0,0,0,,0,0,0,,0,0,0
2,1971,1971-10-31,7,22.271,ATL,@,CLE,W 31-14,,,,,,,,,,,,,,,,,,
3,1972,1972-10-29,7,23.270,ATL,,SFO,L 14-49,,,,,,,,,,,,,,,,,,
4,1972,1972-11-12,9,23.284,ATL,,NOR,W 36-20,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
5,1972,1972-11-20,10,23.292,ATL,@,WAS,L 13-24,,,,,,,,,,,,,,,,,,
6,1972,1972-12-03,12,23.305,ATL,,HOU,W 20-10,,,,,,,,,,,,,,,,,,
7,1973,1973-09-16,1,24.226,BUF,@,NWE,W 31-13,,,,,,,,,,,,,,,,,,
8,1973,1973-09-23,2,24.233,BUF,@,SDG,L 7-34,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
9,1973,1973-09-30,3,24.240,BUF,,NYJ,W 9-7,0,0,,0,0,0,,0,1,0,0.00,0,0,0,,0,0,0
10,1973,1973-10-07,4,24.247,BUF,,PHI,W 27-26,,,,,,,,,,,,,,,,,,
11,1973,1973-10-14,5,24.254,BUF,,BAL,W 31-13,,,,,,,,,,,,,,,,,,
12,1973,1973-10-21,6,24.261,BUF,@,MIA,L 6-27,,,,,,,,,,,,,,,,,,
13,1973,1973-10-29,7,24.269,BUF,,KAN,W 23-14,,,,,,,,,,,,,,,,,,
14,1973,1973-11-04,8,24.275,BUF,@,NOR,L 0-13,,,,,,,,,,,,,,,,,,
15,1973,1973-11-25,11,24.296,BUF,@,BAL,W 24-17,0,0,,0,0,0,,0,2,42,21.00,0,0,0,,0,0,0
16,1973,1973-12-02,12,24.303,BUF,@,ATL,W 17-6,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
17,1973,1973-12-09,13,24.310,BUF,,NWE,W 37-13,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
18,1973,1973-12-16,14,24.317,BUF,@,NYJ,W 34-14,,,,,,,,,,,,,,,,,,
19,1974,1974-09-22,2,25.232,DET,,MIN,L 6-7,1,18,18.00,0,0,0,,0,1,15,15.00,0,1,10,10.00,0,0,0
20,1974,1974-09-29,3,25.239,DET,@,GNB,L 19-21,2,69,34.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
21,1974,1974-10-06,4,25.246,DET,@,RAM,L 13-16,,,,,,,,,,,,,,,,,,
22,1974,1974-10-14,5,25.254,DET,,SFO,W 17-13,,,,,,,,,,,,,,,,,,
23,1974,1974-10-20,6,25.260,DET,@,MIN,W 20-16,,,,,,,,,,,,,,,,,,
24,1974,1974-10-27,7,25.267,DET,,GNB,W 19-17,,,,,,,,,,,,,,,,,,
25,1974,1974-11-03,8,25.274,DET,,NOR,W 19-14,0,0,,0,0,0,,0,1,23,23.00,0,1,34,34.00,0,0,0
26,1974,1974-11-10,9,25.281,DET,@,OAK,L 13-35,,,,,,,,,,,,,,,,,,
27,1974,1974-11-17,10,25.288,DET,,NYG,W 20-19,0,0,,0,0,0,,0,1,14,14.00,0,1,0,0.00,0,0,0
28,1974,1974-11-24,11,25.295,DET,,CHI,W 34-17,0,0,,0,0,0,,0,0,0,,0,1,15,15.00,0,0,0
29,1974,1974-11-28,12,25.299,DET,,DEN,L 27-31,0,0,,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0
30,1974,1974-12-08,13,25.309,DET,@,CIN,W 23-19,0,0,,0,0,0,,0,0,0,,0,1,3,3.00,0,0,0
31,1974,1974-12-15,14,25.316,DET,@,PHI,L 17-28,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
32,1975,1975-09-21,1,26.231,DET,@,GNB,W 30-16,,,,,,,,,,,,,,,,,,
33,1975,1975-09-28,2,26.238,DET,@,ATL,W 17-14,5,64,12.80,0,0,0,,0,0,0,,0,0,0,,0,0,0
34,1975,1975-10-06,3,26.246,DET,,DAL,L 10-36,1,21,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
