ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
16,1986,1986-09-14,2,25.197,HOU,,CLE,L 20-23,20,69,3.45,0,5,52,10.40,0,0,0,,0,0,0,,0,,,,0,0
17,1986,1986-09-21,3,25.204,HOU,@,KAN,L 13-27,10,23,2.30,0,3,18,6.00,0,0,0,,0,0,0,,0,,,,0,0
18,1986,1986-09-28,4,25.211,HOU,,PIT,L 16-22,22,82,3.73,0,3,2,0.67,0,0,0,,0,0,0,,0,,,,0,0
19,1986,1986-10-05,5,25.218,HOU,@,DET,L 13-24,12,15,1.25,0,1,10,10.00,0,0,0,,0,0,0,,0,,,,0,0
20,1986,1986-10-12,6,25.225,HOU,,CHI,L 7-20,17,85,5.00,0,1,19,19.00,0,0,0,,0,0,0,,0,,,,0,0
21,1986,1986-10-19,7,25.232,HOU,@,CIN,L 28-31,18,50,2.78,1,1,9,9.00,0,0,0,,0,0,0,,0,,,,1,6
22,1986,1986-10-26,8,25.239,HOU,,RAI,L 17-28,10,31,3.10,1,1,9,9.00,0,0,0,,0,0,0,,0,,,,1,6
23,1986,1986-11-02,9,25.246,HOU,@,MIA,L 7-28,17,50,2.94,1,0,0,,0,0,0,,0,0,0,,0,,,,1,6
24,1986,1986-11-09,10,25.253,HOU,,CIN,W 32-28,20,46,2.30,0,2,22,11.00,0,0,0,,0,0,0,,0,,,,0,0
25,1986,1986-11-16,11,25.260,HOU,@,PIT,L 10-21,11,35,3.18,0,6,24,4.00,0,0,0,,0,0,0,,0,,,,0,0
26,1986,1986-11-23,12,25.267,HOU,,IND,W 31-17,12,67,5.58,1,0,0,,0,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00,1,6
27,1986,1986-11-30,13,25.274,HOU,@,CLE,L 10-13,7,26,3.71,0,1,15,15.00,0,0,0,,0,0,0,,0,,,,0,0
28,1987,1987-09-13,1,26.196,HOU,,RAM,W 20-16,20,93,4.65,0,4,29,7.25,0,0,0,,0,0,0,,,,,,0,0
29,1987,1987-09-20,2,26.203,HOU,@,BUF,L 30-34,29,150,5.17,1,3,3,1.00,0,0,0,,0,0,0,,,,,,1,6
30,1987,1987-10-25,6,26.238,HOU,,ATL,W 37-33,29,144,4.97,1,3,14,4.67,0,0,0,,0,0,0,,,,,,1,6
31,1987,1987-11-01,7,26.245,HOU,@,CIN,W 31-29,8,30,3.75,0,3,8,2.67,0,0,0,,0,0,0,,,,,,0,0
32,1987,1987-11-15,9,26.259,HOU,@,PIT,W 23-3,29,112,3.86,0,2,32,16.00,0,0,0,,0,0,0,,,,,,0,0
33,1987,1987-11-22,10,26.266,HOU,,CLE,L 7-40,11,43,3.91,0,1,-3,-3.00,0,0,0,,0,0,0,,,,,,0,0
34,1987,1987-11-29,11,26.273,HOU,@,IND,L 27-51,26,122,4.69,0,5,28,5.60,0,0,0,,0,0,0,,,,,,0,0
35,1987,1987-12-06,12,26.280,HOU,,SDG,W 33-18,16,32,2.00,1,1,0,0.00,0,0,0,,0,0,0,,,,,,1,6
36,1987,1987-12-13,13,26.287,HOU,@,NOR,L 10-24,22,91,4.14,0,2,32,16.00,0,0,0,,0,0,0,,,,,,0,0
37,1987,1987-12-20,14,26.294,HOU,,PIT,W 24-16,19,37,1.95,0,2,34,17.00,0,0,0,,0,0,0,,,,,,0,0
38,1987,1987-12-27,15,26.301,HOU,,CIN,W 21-17,20,103,5.15,0,1,15,15.00,0,0,0,,0,0,0,,,,,,0,0
39,1988,1988-09-04,1,27.187,HOU,@,IND,W 17-14,25,100,4.00,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
40,1988,1988-09-18,3,27.201,HOU,@,NYJ,L 3-45,12,65,5.42,0,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0
41,1988,1988-09-25,4,27.208,HOU,,NWE,W 31-6,18,42,2.33,1,2,5,2.50,0,0,0,,0,0,0,,,,,,1,6
42,1988,1988-10-02,5,27.215,HOU,@,PHI,L 23-32,8,20,2.50,1,1,18,18.00,0,0,0,,0,0,0,,,,,,1,6
43,1988,1988-10-09,6,27.222,HOU,,KAN,W 7-6,27,141,5.22,0,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0
44,1988,1988-10-16,7,27.229,HOU,@,PIT,W 34-14,20,72,3.60,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
45,1988,1988-10-23,8,27.236,HOU,@,CIN,L 21-44,18,73,4.06,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
46,1988,1988-10-30,9,27.243,HOU,,WAS,W 41-17,14,39,2.79,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
47,1988,1988-11-07,10,27.251,HOU,,CLE,W 24-17,23,76,3.30,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
48,1988,1988-11-13,11,27.257,HOU,@,SEA,L 24-27,11,48,4.36,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
49,1988,1988-11-20,12,27.264,HOU,,PHO,W 38-20,9,16,1.78,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
50,1988,1988-11-24,13,27.268,HOU,@,DAL,W 25-17,16,77,4.81,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
51,1988,1988-12-04,14,27.278,HOU,,PIT,L 34-37,18,90,5.00,0,3,36,12.00,1,0,0,,0,0,0,,,,,,1,6
52,1988,1988-12-11,15,27.285,HOU,,CIN,W 41-6,22,126,5.73,3,0,0,,0,0,0,,0,0,0,,,,,,3,18
53,1988,1988-12-18,16,27.292,HOU,@,CLE,L 23-28,10,17,1.70,0,3,24,8.00,0,0,0,,0,0,0,,,,,,0,0
54,1989,1989-09-17,2,28.200,HOU,@,SDG,W 34-27,2,5,2.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
55,1989,1989-10-15,6,28.228,HOU,@,CHI,W 33-28,2,4,2.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
56,1989,1989-10-22,7,28.235,HOU,,PIT,W 27-0,17,50,2.94,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
57,1989,1989-10-29,8,28.242,HOU,@,CLE,L 17-28,6,13,2.17,1,1,6,6.00,0,0,0,,0,0,0,,,,,,1,6
58,1989,1989-11-05,9,28.249,HOU,,DET,W 35-31,10,23,2.30,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
59,1989,1989-11-13,10,28.257,HOU,,CIN,W 26-24,10,39,3.90,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
60,1989,1989-11-19,11,28.263,HOU,,RAI,W 23-7,15,59,3.93,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
61,1989,1989-11-26,12,28.270,HOU,@,KAN,L 0-34,6,12,2.00,0,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0
62,1989,1989-12-03,13,28.277,HOU,@,PIT,W 23-16,2,5,2.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
63,1989,1989-12-10,14,28.284,HOU,,TAM,W 20-17,13,82,6.31,0,2,14,7.00,0,0,0,,0,0,0,,,,,,0,0
64,1989,1989-12-17,15,28.291,HOU,@,CIN,L 7-61,2,4,2.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
65,1989,1989-12-23,16,28.297,HOU,,CLE,L 20-24,3,5,1.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
66,1990,1990-09-09,1,29.192,HOU,@,ATL,L 27-47,2,6,3.00,0,3,47,15.67,0,0,0,,0,0,0,,,,,,0,0
67,1990,1990-09-16,2,29.199,HOU,@,PIT,L 9-20,2,2,1.00,0,1,-1,-1.00,0,0,0,,0,0,0,,,,,,0,0
68,1990,1990-09-30,4,29.213,HOU,@,SDG,W 17-7,6,34,5.67,0,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0
69,1990,1990-10-07,4,29.220,ATL,,NOR,W 28-27,13,39,3.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
70,1990,1990-10-14,5,29.227,ATL,,SFO,L 35-45,11,20,1.82,0,2,8,4.00,0,0,0,,0,0,0,,,,,,0,0
71,1990,1990-10-21,6,29.234,ATL,@,RAM,L 24-44,4,8,2.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
72,1990,1990-10-28,7,29.241,ATL,,CIN,W 38-17,10,73,7.30,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
73,1990,1990-11-04,8,29.248,ATL,@,PIT,L 9-21,16,57,3.56,0,2,34,17.00,0,0,0,,0,0,0,,,,,,0,0
74,1990,1990-11-11,9,29.255,ATL,@,CHI,L 24-30,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
75,1990,1990-11-18,10,29.262,ATL,,PHI,L 23-24,7,13,1.86,0,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0
76,1990,1990-11-25,11,29.269,ATL,@,NOR,L 7-10,5,6,1.20,0,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0
77,1990,1990-12-02,12,29.276,ATL,@,TAM,L 17-23,23,115,5.00,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
78,1990,1990-12-09,13,29.283,ATL,,PHO,L 13-24,10,54,5.40,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
79,1990,1990-12-16,14,29.290,ATL,@,CLE,L 10-13,11,31,2.82,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
80,1990,1990-12-23,15,29.297,ATL,,RAM,W 20-13,21,102,4.86,1,1,2,2.00,0,0,0,,0,0,0,,,,,,1,6
81,1990,1990-12-30,16,29.304,ATL,,DAL,W 26-7,21,155,7.38,0,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0
82,1991,1991-09-29,5,30.212,ATL,,NOR,L 6-27,4,16,4.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
83,1991,1991-10-13,6,30.226,ATL,@,SFO,W 39-34,2,9,4.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
84,1991,1991-10-20,7,30.233,ATL,@,PHO,L 10-16,5,30,6.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
85,1991,1991-10-27,8,30.240,ATL,,RAM,W 31-14,16,54,3.38,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
86,1991,1991-11-03,9,30.247,ATL,,SFO,W 17-14,16,55,3.44,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
87,1991,1991-11-10,10,30.254,ATL,@,WAS,L 17-56,11,45,4.09,0,2,15,7.50,0,0,0,,0,0,0,,,,,,0,0
88,1991,1991-11-17,11,30.261,ATL,,TAM,W 43-7,8,27,3.38,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
89,1991,1991-11-24,12,30.268,ATL,@,NOR,W 23-20,20,63,3.15,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
90,1991,1991-12-08,14,30.282,ATL,@,RAM,W 31-14,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
91,1991,1991-12-15,15,30.289,ATL,,SEA,W 26-13,11,49,4.45,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
92,1991,1991-12-22,16,30.296,ATL,@,DAL,L 27-31,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
