ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1962,1962-09-23,2,22.040,DTX,@,OAK,W 26-16,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,179,35.80,0
2,1962,1962-09-30,3,22.047,DTX,,BUF,W 41-21,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,88,22.00,1
3,1962,1962-10-07,4,22.054,DTX,@,SDG,L 28-32,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,237,39.50,0
4,1962,1962-10-12,5,22.059,DTX,@,BOS,W 27-7,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,206,41.20,0
5,1962,1962-10-21,6,22.068,DTX,,NYT,W 20-17,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,162,40.50,0
6,1962,1962-10-28,7,22.075,DTX,@,HOU,W 31-7,,3,4,75.00,21,0,0,86.5,0,0,5.25,5.25,1,5,5.00,0,0,0,3,87,29.00,0
7,1962,1962-11-04,8,22.082,DTX,,HOU,L 6-14,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,180,36.00,0
8,1962,1962-11-11,9,22.089,DTX,@,NYT,W 52-31,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,82,27.33,0
9,1962,1962-11-18,10,22.096,DTX,@,DEN,W 24-3,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,135,33.75,0
10,1962,1962-11-25,11,22.103,DTX,,OAK,W 35-7,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,95,47.50,0
11,1962,1962-12-02,12,22.110,DTX,@,BUF,L 14-23,,1,1,100.00,16,0,0,118.7,0,0,16.00,16.00,0,0,,0,0,0,5,155,31.00,0
12,1962,1962-12-16,14,22.124,DTX,,SDG,W 26-17,,2,6,33.33,28,0,0,49.3,0,0,4.67,4.67,0,0,,0,0,0,2,75,37.50,0
13,1963,1963-09-07,1,23.024,KAN,@,DEN,W 59-7,,5,11,45.45,46,0,1,19.5,0,0,4.18,0.09,0,0,,0,0,0,1,43,43.00,0
14,1963,1963-10-20,6,23.067,KAN,,SDG,L 17-38,,2,5,40.00,28,0,0,58.7,0,0,5.60,5.60,0,0,,0,0,0,0,0,,0
15,1963,1963-10-27,7,23.074,KAN,@,HOU,L 7-28,,1,5,20.00,15,0,0,39.6,0,0,3.00,3.00,4,32,8.00,0,0,0,0,0,,0
16,1963,1963-11-17,10,23.095,KAN,@,BOS,T 24-24,*,20,32,62.50,258,2,0,108.6,0,0,8.06,9.31,3,2,0.67,0,0,0,0,0,,0
17,1963,1963-12-01,11,23.109,KAN,@,NYJ,L 0-17,,7,22,31.82,137,0,1,35.6,0,0,6.23,4.18,1,11,11.00,0,0,0,0,0,,0
18,1963,1963-12-22,14,23.130,KAN,,NYJ,W 48-0,,4,7,57.14,53,1,0,120.8,0,0,7.57,10.43,0,0,,0,0,0,0,0,,0
19,1964,1964-10-18,5,24.065,KAN,,BUF,L 22-35,,9,15,60.00,162,0,1,69.3,0,0,10.80,7.80,3,9,3.00,1,1,6,0,0,,0
20,1964,1964-10-23,6,24.070,KAN,@,BOS,L 7-24,,10,24,41.67,110,1,0,69.8,0,0,4.58,5.42,1,-3,-3.00,0,0,0,0,0,,0
21,1964,1964-11-01,7,24.079,KAN,,DEN,W 49-39,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,32,32.00,0
22,1964,1964-11-22,10,24.100,KAN,@,HOU,W 28-19,,6,8,75.00,120,0,0,116.7,0,0,15.00,15.00,2,-1,-0.50,0,0,0,0,0,,0
23,1965,1965-09-19,2,25.036,BOS,@,HOU,L 10-31,,5,11,45.45,67,0,1,27.5,0,0,6.09,2.00,1,-3,-3.00,0,0,0,0,0,,0
24,1965,1965-09-24,3,25.041,BOS,,DEN,L 10-27,,2,3,66.67,13,0,0,75.7,0,0,4.33,4.33,0,0,,0,0,0,0,0,,0
25,1965,1965-10-08,5,25.055,BOS,,OAK,L 10-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
26,1965,1965-10-17,6,25.064,BOS,,SDG,T 13-13,*,2,7,28.57,20,0,1,0.0,0,0,2.86,-3.57,1,-1,-1.00,0,0,0,6,194,32.33,1
27,1965,1965-10-24,7,25.071,BOS,@,OAK,L 21-30,,3,8,37.50,47,0,0,57.8,0,0,5.88,5.88,1,17,17.00,0,0,0,0,0,,0
28,1965,1965-11-07,9,25.085,BOS,,BUF,L 7-23,,3,5,60.00,39,0,0,84.6,0,0,7.80,7.80,3,-16,-5.33,0,0,0,0,0,,0
29,1965,1965-11-14,10,25.092,BOS,,NYJ,L 20-30,,0,0,,0,0,0,,0,0,,,1,2,2.00,0,0,0,0,0,,0
30,1965,1965-11-21,11,25.099,BOS,,KAN,T 10-10,,1,1,100.00,10,0,0,108.3,0,0,10.00,10.00,1,5,5.00,0,0,0,0,0,,0
31,1965,1965-11-28,12,25.106,BOS,@,NYJ,W 27-23,,2,3,66.67,11,1,0,112.5,0,0,3.67,10.33,0,0,,0,0,0,0,0,,0
32,1965,1965-12-18,14,25.126,BOS,,HOU,W 42-14,,2,7,28.57,50,0,1,17.3,0,0,7.14,0.71,0,0,,0,0,0,0,0,,0
