ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1975,1975-09-21,1,22.103,ATL,@,STL,L 20-23,,,,,,
2,1975,1975-09-28,2,22.110,ATL,,DET,L 14-17,,,,,,
3,1975,1975-10-05,3,22.117,ATL,,NOR,W 14-7,,,,,,
4,1975,1975-10-12,4,22.124,ATL,@,SFO,W 17-3,,,,,,
5,1975,1975-10-19,5,22.131,ATL,@,RAM,L 7-22,,,,,,
6,1975,1975-10-26,6,22.138,ATL,,CIN,L 14-21,,,,,,
7,1975,1975-11-02,7,22.145,ATL,@,NOR,L 7-23,,,,,,
8,1975,1975-11-09,8,22.152,ATL,@,MIN,L 0-38,,,,,,
9,1975,1975-11-16,9,22.159,ATL,,RAM,L 7-16,,,,,,
10,1975,1975-11-23,10,22.166,ATL,,DEN,W 35-21,,,,,,
11,1975,1975-11-30,11,22.173,ATL,@,OAK,L 34-37,,,,,,
12,1975,1975-12-07,12,22.180,ATL,,WAS,L 27-30,,,,,,
13,1975,1975-12-14,13,22.187,ATL,,SFO,W 31-9,,,,,,
14,1975,1975-12-21,14,22.194,ATL,@,GNB,L 13-22,,,,,,
15,1976,1976-09-12,1,23.094,ATL,,RAM,L 14-30,,,,,,
16,1976,1976-09-19,2,23.101,ATL,@,DET,L 10-24,,,,,,
17,1976,1976-09-26,3,23.108,ATL,@,CHI,W 10-0,,,,,,
18,1976,1976-10-03,4,23.115,ATL,,PHI,L 13-14,,,,,,
19,1976,1976-10-10,5,23.122,ATL,@,NOR,L 0-30,,,,,,
20,1976,1976-10-17,6,23.129,ATL,,CLE,L 17-20,,,,,,
21,1976,1976-10-23,7,23.135,ATL,@,SFO,L 0-15,,,,,,
22,1977,1977-09-18,1,24.100,ATL,,RAM,W 17-6,,,,,,
23,1977,1977-09-25,2,24.107,ATL,@,WAS,L 6-10,,,,,,
24,1977,1977-10-02,3,24.114,ATL,,NYG,W 17-3,,,,,,
25,1977,1977-10-09,4,24.121,ATL,@,SFO,W 7-0,,,,,,
26,1977,1977-10-16,5,24.128,ATL,@,BUF,L 0-3,,,,,,
27,1978,1978-09-03,1,25.085,ATL,,HOU,W 20-14,,,,,,
28,1978,1978-09-10,2,25.092,ATL,@,RAM,L 0-10,,,,,,
29,1978,1978-09-17,3,25.099,ATL,,CLE,L 16-24,,,,,,
30,1978,1978-09-24,4,25.106,ATL,@,TAM,L 9-14,,,,,,
31,1978,1978-10-01,5,25.113,ATL,,NYG,W 23-20,,,,,,
32,1978,1978-10-08,6,25.120,ATL,@,PIT,L 7-31,,,,,,
33,1978,1978-10-15,7,25.127,ATL,,DET,W 14-0,,,,,,
34,1978,1978-10-22,8,25.134,ATL,@,SFO,W 20-17,,,,,,
35,1978,1978-10-30,9,25.142,ATL,,RAM,W 15-7,,,,,,
36,1978,1978-11-05,10,25.148,ATL,,SFO,W 21-10,,,,,,
37,1978,1978-11-12,11,25.155,ATL,@,NOR,W 20-17,,,,,,
