ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,22.293,BUF,,NWE,L 21-23,,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2013,2013-10-13,6,22.328,BUF,,CIN,L 24-27,,3,2,51,25.50,1,66.7%,17.00,1,-1,-1.00,0,4,94,23.50,0,1,6,0.0,0,0
3,2013,2013-10-20,7,22.335,BUF,@,MIA,W 23-21,,0,0,0,,0,0.0%,,0,0,,0,2,49,24.50,0,0,0,0.0,0,0
4,2013,2013-10-27,8,22.342,BUF,@,NOR,L 17-35,,5,3,56,18.67,0,60.0%,11.20,0,0,,0,0,0,,0,0,0,0.0,1,0
5,2013,2013-11-03,9,22.349,BUF,,KAN,L 13-23,,4,2,64,32.00,1,50.0%,16.00,0,0,,0,1,24,24.00,0,1,6,0.0,0,0
6,2013,2013-11-10,10,22.356,BUF,@,PIT,L 10-23,,4,2,9,4.50,0,50.0%,2.25,0,0,,0,1,18,18.00,0,0,0,0.0,0,0
7,2013,2013-11-17,11,22.363,BUF,,NYJ,W 37-14,*,9,6,81,13.50,1,66.7%,9.00,1,17,17.00,0,1,26,26.00,0,1,6,0.0,0,0
8,2013,2013-12-01,12,23.012,BUF,,ATL,L 31-34,,4,0,0,,0,0.0%,0.00,0,0,,0,2,55,27.50,0,0,0,0.0,0,0
9,2013,2013-12-08,13,23.019,BUF,@,TAM,L 6-27,,0,0,0,,0,0.0%,,0,0,,0,3,47,15.67,0,0,0,0.0,1,0
10,2013,2013-12-15,14,23.026,BUF,@,JAX,W 27-20,,0,0,0,,0,0.0%,,0,0,,0,2,38,19.00,0,0,0,0.0,0,0
11,2013,2013-12-22,15,23.033,BUF,,MIA,W 19-0,,1,0,0,,0,0.0%,0.00,1,-3,-3.00,0,0,0,,0,0,0,0.0,0,0
12,2013,2013-12-29,16,23.040,BUF,@,NWE,L 20-34,,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,,0,0,0,0.0,0,0
13,2014,2014-09-07,1,23.292,BUF,@,CHI,W 23-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2014,2014-09-14,2,23.299,BUF,,MIA,W 29-10,,0,0,0,,0,0.0%,,1,4,4.00,0,0,0,,0,0,0,0.0,0,0
15,2014,2014-09-21,3,23.306,BUF,,SDG,L 10-22,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2014,2014-10-05,5,23.320,BUF,@,DET,W 17-14,,1,1,42,42.00,0,100.0%,42.00,1,-8,-8.00,0,0,0,,0,0,0,0.0,0,0
17,2014,2014-10-12,6,23.327,BUF,,NWE,L 22-37,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,1,0
18,2014,2014-11-09,9,23.355,BUF,,KAN,L 13-17,,0,0,0,,0,0.0%,,0,0,,0,4,84,21.00,0,0,0,0.0,0,0
19,2014,2014-11-30,12,24.011,BUF,,CLE,W 26-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2014,2014-12-07,13,24.018,BUF,@,DEN,L 17-24,,2,0,0,,0,0.0%,0.00,1,12,12.00,0,0,0,,0,0,0,0.0,0,0
21,2014,2014-12-14,14,24.025,BUF,,GNB,W 21-13,,,,,,,0.0%,,,,,,,,,,,,,,
22,2014,2014-12-21,15,24.032,BUF,@,OAK,L 24-26,,,,,,,0.0%,,,,,,,,,,,,,,
23,2015,2015-10-11,5,24.326,BUF,@,TEN,W 14-13,,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,0.0,0,0
24,2015,2015-10-18,6,24.333,BUF,,CIN,L 21-34,,0,0,0,,0,0.0%,,0,0,,0,2,33,16.50,0,0,0,0.0,0,0
25,2016,2016-09-11,1,25.297,BUF,@,BAL,L 7-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
