ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1998,1998-10-04,5,23.200,DEN,,PHI,W 41-16,,1,3,33.33,2,0,1,2.8,0,0,0.67,-14.33,4,-4,-1.00,0,0,0,0,,0,0.0%,,0,0
2,1999,1999-09-13,1,24.179,DEN,,MIA,L 21-38,*,24,40,60.00,270,3,0,105.2,2,30,6.75,8.25,2,4,2.00,0,0,0,0,,0,0.0%,,0,0
3,1999,1999-09-19,2,24.185,DEN,@,KAN,L 10-26,*,11,16,68.75,107,0,1,61.2,2,16,6.69,3.88,2,0,0.00,0,0,0,0,,0,0.0%,,0,0
4,1999,1999-09-26,3,24.192,DEN,@,TAM,L 10-13,*,14,29,48.28,132,1,1,58.4,2,12,4.55,3.69,1,0,0.00,0,0,0,0,,0,0.0%,,0,0
5,1999,1999-10-03,4,24.199,DEN,,NYJ,L 13-21,*,15,31,48.39,212,0,3,31.3,1,16,6.84,2.48,4,16,4.00,0,0,0,0,,0,0.0%,,0,0
6,1999,1999-10-10,5,24.206,DEN,@,OAK,W 16-13,*,17,29,58.62,234,1,1,81.7,2,13,8.07,7.21,7,16,2.29,0,0,0,0,,0,0.0%,,0,0
7,1999,1999-10-17,6,24.213,DEN,,GNB,W 31-10,*,19,31,61.29,363,2,1,110.0,0,0,11.71,11.55,5,-4,-0.80,1,0,0,0,,0,0.0%,,1,6
8,1999,1999-10-24,7,24.220,DEN,@,NWE,L 23-24,*,25,38,65.79,316,1,0,100.3,3,7,8.32,8.84,3,23,7.67,1,0,0,0,,0,0.0%,,1,6
9,1999,1999-10-31,8,24.227,DEN,,MIN,L 20-23,*,24,40,60.00,274,1,1,78.5,4,18,6.85,6.23,7,10,1.43,0,0,0,0,,0,0.0%,,0,0
10,1999,1999-11-22,11,24.249,DEN,,OAK,W 27-21,,6,14,42.86,60,0,0,55.7,1,2,4.29,4.29,2,1,0.50,0,0,0,0,,0,0.0%,,0,0
11,1999,1999-12-05,12,24.262,DEN,,KAN,L 10-16,*,20,36,55.56,227,0,1,63.1,2,19,6.31,5.06,1,1,1.00,0,0,0,0,,0,0.0%,,0,0
12,1999,1999-12-13,13,24.270,DEN,@,JAX,L 24-27,*,21,33,63.64,275,2,2,84.8,1,7,8.33,6.82,3,13,4.33,0,0,0,0,,0,0.0%,,0,0
13,1999,1999-12-19,14,24.276,DEN,,SEA,W 36-30,*,20,39,51.28,180,2,2,59.8,2,10,4.62,3.33,4,52,13.00,0,0,0,0,,0,0.0%,,0,0
14,1999,1999-12-25,15,24.282,DEN,@,DET,W 17-7,*,22,30,73.33,171,1,1,84.2,1,6,5.70,4.87,3,2,0.67,0,0,0,0,,0,0.0%,,0,0
15,1999,2000-01-02,16,24.290,DEN,,SDG,L 6-12,*,23,46,50.00,211,0,0,62.9,4,20,4.59,4.59,2,4,2.00,0,0,0,0,,0,0.0%,,0,0
16,2000,2000-09-04,1,25.170,DEN,@,STL,L 36-41,*,19,29,65.52,307,2,0,123.8,4,33,10.59,11.97,4,28,7.00,1,0,0,0,,0,0.0%,,1,6
17,2000,2000-09-10,2,25.176,DEN,,ATL,W 42-14,*,20,33,60.61,268,3,0,116.7,2,13,8.12,9.94,1,0,0.00,0,0,0,0,,0,0.0%,,0,0
18,2000,2000-09-17,3,25.183,DEN,@,OAK,W 33-24,*,21,31,67.74,213,2,0,108.7,1,6,6.87,8.16,6,-7,-1.17,0,0,0,0,,0,0.0%,,0,0
19,2000,2000-10-01,5,25.197,DEN,,NWE,L 19-28,*,31,50,62.00,361,1,1,82.2,4,35,7.22,6.72,6,29,4.83,0,0,0,0,,0,0.0%,,0,0
20,2000,2000-10-08,6,25.204,DEN,@,SDG,W 21-7,*,27,40,67.50,235,3,0,107.8,2,27,5.88,7.38,1,7,7.00,0,0,0,0,,0,0.0%,,0,0
21,2000,2000-10-15,7,25.211,DEN,,CLE,W 44-10,*,19,34,55.88,336,3,0,119.2,0,0,9.88,11.65,1,14,14.00,0,0,0,0,,0,0.0%,,0,0
