ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1995,1995-12-17,15,22.274,JAX,@,DET,L 0-44,,3,7,42.86,24,0,1,12.5,1,13,3.43,-3.00,3,17,5.67,0,0,0,0,,0,0.0%,,0,0
2,1996,1996-10-06,6,23.202,JAX,@,NOR,L 13-17,,,,,,,,,,,,,,,,,,,,,,0.0%,,,
3,1996,1996-12-22,16,23.279,JAX,,ATL,W 19-17,,,,,,,,,,,,,,,,,,,,,,0.0%,,,
4,1997,1997-08-31,1,24.166,JAX,@,BAL,W 28-27,*,20,24,83.33,294,2,0,145.5,3,14,12.25,13.92,4,31,7.75,1,0,0,0,,0,0.0%,,1,6
5,1997,1997-10-12,6,24.208,JAX,,PHI,W 38-21,,1,1,100.00,10,0,0,108.3,1,6,10.00,10.00,0,0,,0,0,0,0,,0,0.0%,,0,0
6,1997,1997-10-26,8,24.222,JAX,@,PIT,L 17-23,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,2,9,4.50,0,,0,0,,0,0.0%,,0,0
7,1997,1997-11-09,10,24.236,JAX,,KAN,W 24-10,,0,1,0.00,0,0,1,0.0,2,9,0.00,-45.00,0,0,,0,0,0,0,,0,0.0%,,0,0
8,1997,1997-12-21,16,24.278,JAX,@,OAK,W 20-9,,1,1,100.00,40,0,0,118.7,0,0,40.00,40.00,4,-6,-1.50,0,0,0,0,,0,0.0%,,0,0
9,1998,1998-09-06,1,25.172,BUF,@,SDG,L 14-16,*,8,14,57.14,75,0,1,42.3,3,11,5.36,2.14,2,18,9.00,0,0,0,0,,0,0.0%,,0,0
10,1998,1998-09-13,2,25.179,BUF,@,MIA,L 7-13,*,10,18,55.56,134,1,1,74.8,8,57,7.44,6.06,6,42,7.00,0,0,0,0,,0,0.0%,,0,0
11,1998,1998-09-20,3,25.186,BUF,,STL,L 33-34,*,18,28,64.29,231,3,1,110.9,9,39,8.25,8.79,4,35,8.75,0,0,0,0,,0,0.0%,,0,0
12,1998,1998-10-04,4,25.200,BUF,,SFO,W 26-21,*,19,27,70.37,254,1,0,112.3,3,17,9.41,10.15,6,20,3.33,0,0,0,0,,0,0.0%,,0,0
13,1998,1998-10-11,5,25.207,BUF,@,IND,W 31-24,*,0,0,,0,0,,,,,,,0,0,,0,,0,0,,0,0.0%,,0,
14,1998,1998-11-22,11,25.249,BUF,,IND,W 34-11,,0,2,0.00,0,0,0,39.6,1,7,0.00,0.00,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
15,1998,1998-12-13,14,25.270,BUF,,OAK,W 44-21,,,,,,,,,,,,,,,,,,,,,,0.0%,,,
16,1998,1998-12-27,16,25.284,BUF,@,NOR,W 45-33,*,12,18,66.67,216,3,0,147.2,5,38,12.00,15.33,5,9,1.80,1,0,0,0,,0,0.0%,,1,6
17,1999,1999-09-26,3,26.192,BUF,,PHI,W 26-0,,1,2,50.00,11,0,0,66.7,1,9,5.50,5.50,1,25,25.00,0,0,0,0,,0,0.0%,,0,0
