ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1995,1995-09-24,4,23.037,STL,,CHI,W 34-28,,0,0,,0,0.0%,,0,0,,0
2,1995,1995-10-29,8,23.072,STL,@,PHI,L 9-20,2,1,13,13.00,0,50.0%,6.50,0,0,,0
3,1995,1995-11-12,10,23.086,STL,,CAR,W 28-17,1,0,0,,0,0.0%,0.00,0,0,,0
4,1995,1995-11-19,11,23.093,STL,@,ATL,L 6-31,0,0,0,,0,0.0%,,1,26,26.00,0
5,1995,1995-11-26,12,23.100,STL,@,SFO,L 13-41,,0,0,,0,0.0%,,0,0,,0
6,1995,1995-12-03,13,23.107,STL,@,NYJ,W 23-20,,0,0,,0,0.0%,,0,0,,0
7,1995,1995-12-17,15,23.121,STL,,WAS,L 23-35,,0,0,,0,0.0%,,0,0,,0
8,1995,1995-12-24,16,23.128,STL,,MIA,L 22-41,,0,0,,0,0.0%,,0,0,,0
