ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1957,1957-09-29,1,22.061,BAL,,DET,W 34-14,5,11,2.20,0,1,4,4.00,0
2,1957,1957-10-05,2,22.067,BAL,,CHI,W 21-10,1,-2,-2.00,0,0,0,,0
3,1957,1957-10-13,3,22.075,BAL,@,GNB,W 45-17,7,58,8.29,0,0,0,,0
4,1957,1957-10-20,4,22.082,BAL,@,DET,L 27-31,14,50,3.57,0,3,14,4.67,0
5,1957,1957-10-27,5,22.089,BAL,,GNB,L 21-24,3,17,5.67,0,0,0,,0
6,1957,1957-11-03,6,22.096,BAL,,PIT,L 13-19,2,8,4.00,0,0,0,,0
7,1957,1957-12-01,10,22.124,BAL,,RAM,W 31-14,1,3,3.00,0,0,0,,0
8,1958,1958-10-04,2,23.066,BAL,,CHI,W 51-38,5,-1,-0.20,0,0,0,,0
9,1958,1958-10-19,4,23.081,BAL,@,DET,W 40-14,1,2,2.00,0,0,0,,0
10,1958,1958-10-26,5,23.088,BAL,,WAS,W 35-10,5,19,3.80,0,2,11,5.50,0
11,1958,1958-11-02,6,23.095,BAL,,GNB,W 56-0,10,73,7.30,0,1,12,12.00,0
12,1958,1958-11-09,7,23.102,BAL,@,NYG,L 21-24,7,29,4.14,0,0,0,,0
13,1958,1958-11-16,8,23.109,BAL,@,CHI,W 17-0,7,6,0.86,0,0,0,,0
14,1958,1958-11-23,9,23.116,BAL,,RAM,W 34-7,2,26,13.00,0,0,0,,0
15,1958,1958-12-14,12,23.137,BAL,@,SFO,L 12-21,0,0,,0,1,5,5.00,0
16,1959,1959-10-04,2,24.066,PIT,,WAS,L 17-23,1,3,3.00,0,0,0,,0
17,1959,1959-10-11,3,24.073,PIT,@,PHI,L 24-28,2,6,3.00,0,1,0,0.00,0
