ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1992,1992-09-27,4,21.025,DEN,@,CLE,W 12-0,,0,0,,0,0,0,,0,,,,0,0,,0,,
2,1992,1992-10-04,5,21.032,DEN,,KAN,W 20-19,,0,0,,0,0,0,,0,,,,0,0,,0,,
3,1992,1992-10-12,6,21.040,DEN,@,WAS,L 3-34,,2,8,25.00,10,0,1,0.0,0,0,1.25,-4.38,0,0,,0,0,0
4,1992,1992-10-18,7,21.046,DEN,,HOU,W 27-21,,0,0,,0,0,0,,0,,,,0,0,,0,,
5,1992,1992-10-25,8,21.053,DEN,@,SDG,L 21-24,,0,0,,0,0,0,,0,,,,0,0,,0,,
6,1992,1992-11-08,9,21.067,DEN,,NYJ,W 27-16,,0,0,,0,0,0,,0,,,,0,0,,0,,
7,1992,1992-11-15,10,21.074,DEN,,NYG,W 27-13,,9,13,69.23,134,0,0,102.7,0,0,10.31,10.31,4,2,0.50,0,0,0
8,1992,1992-11-22,11,21.081,DEN,@,RAI,L 0-24,*,18,26,69.23,207,0,2,60.9,4,25,7.96,4.50,1,1,1.00,0,0,0
9,1992,1992-11-30,12,21.089,DEN,@,SEA,L 13-16,*,11,26,42.31,127,1,2,38.5,3,15,4.88,2.19,0,0,,0,0,0
10,1992,1992-12-06,13,21.095,DEN,,DAL,L 27-31,*,10,17,58.82,104,3,4,76.6,2,14,6.12,-0.94,2,2,1.00,0,0,0
11,1992,1992-12-12,14,21.101,DEN,@,BUF,L 17-27,*,13,28,46.43,122,1,0,70.8,1,6,4.36,5.07,2,15,7.50,0,0,0
12,1992,1992-12-20,15,21.109,DEN,,SEA,W 10-6,,0,0,,0,0,0,,0,,,,0,0,,0,,
13,1992,1992-12-27,16,21.116,DEN,@,KAN,L 20-42,,3,3,100.00,53,0,0,118.7,0,0,17.67,17.67,0,0,,0,0,0
14,1993,1993-09-05,1,22.003,DEN,@,NYJ,W 26-20,,0,0,,0,0,0,,0,,,,0,0,,0,,
15,1993,1993-09-12,2,22.010,DEN,,SDG,W 34-17,,0,0,,0,0,0,,0,,,,0,0,,0,,
16,1993,1993-09-20,3,22.018,DEN,@,KAN,L 7-15,,0,0,,0,0,0,,0,,,,0,0,,0,,
17,1993,1993-10-03,4,22.031,DEN,,IND,W 35-13,,0,0,,0,0,0,,0,,,,0,0,,0,,
18,1993,1993-10-10,5,22.038,DEN,@,GNB,L 27-30,,0,0,,0,0,0,,0,,,,0,0,,0,,
19,1993,1993-10-18,6,22.046,DEN,,RAI,L 20-23,,0,0,,0,0,0,,0,,,,0,0,,0,,
20,1993,1993-10-31,7,22.059,DEN,,SEA,W 28-17,,0,0,,0,0,0,,0,,,,0,0,,0,,
21,1993,1993-11-07,8,22.066,DEN,@,CLE,W 29-14,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,0,0
22,1993,1993-11-14,9,22.073,DEN,,MIN,L 23-26,,0,0,,0,0,0,,0,,,,0,0,,0,,
23,1993,1993-11-21,10,22.080,DEN,,PIT,W 37-13,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,0,0
24,1993,1993-11-28,11,22.087,DEN,@,SEA,W 17-9,,0,0,,0,0,0,,0,,,,0,0,,0,,
25,1993,1993-12-05,12,22.094,DEN,@,SDG,L 10-13,,1,1,100.00,1,1,0,118.7,0,0,1.00,21.00,0,0,,0,0,0
26,1993,1993-12-12,13,22.101,DEN,,KAN,W 27-21,,0,0,,0,0,0,,0,,,,0,0,,0,,
27,1993,1993-12-18,14,22.107,DEN,@,CHI,W 13-3,,0,0,,0,0,0,,0,,,,0,0,,0,,
28,1993,1993-12-26,15,22.115,DEN,,TAM,L 10-17,,0,0,,0,0,0,,0,,,,0,0,,0,,
29,1993,1994-01-02,16,22.122,DEN,@,RAI,L 30-33,,0,0,,0,0,0,,0,,,,0,0,,0,,
30,1994,1994-10-02,5,23.030,RAM,,ATL,L 5-8,,7,15,46.67,86,0,2,25.3,0,0,5.73,-0.27,1,1,1.00,0,0,0
31,1994,1994-10-09,6,23.037,RAM,@,GNB,L 17-24,,0,0,,0,0,0,,0,,,,0,0,,0,,
32,1994,1994-11-20,11,23.079,RAM,@,SFO,L 27-31,,3,4,75.00,55,0,0,116.7,0,0,13.75,13.75,0,0,,0,0,0
33,1994,1994-11-27,12,23.086,RAM,@,SDG,L 17-31,,0,0,,0,0,0,,0,,,,0,0,,0,,
34,1994,1994-12-24,16,23.113,RAM,,WAS,L 21-24,,0,0,,0,0,0,,0,,,,0,0,,0,,
35,1995,1995-09-04,1,24.002,NYG,,DAL,L 0-35,,0,0,,0,0,0,,0,,,,0,0,,0,,
