ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-10-19,7,24.028,CAR,@,GNB,L 17-38,,,,,,
2,2014,2014-10-26,8,24.035,CAR,,SEA,L 9-13,,,,,,
3,2014,2014-10-30,9,24.039,CAR,,NOR,L 10-28,,,,,,
4,2014,2014-11-10,10,24.050,CAR,@,PHI,L 21-45,,,,,,
5,2014,2014-11-16,11,24.056,CAR,,ATL,L 17-19,,,,,,
6,2014,2014-11-30,12,24.070,CAR,@,MIN,L 13-31,,,,,,
7,2014,2014-12-07,13,24.077,CAR,@,NOR,W 41-10,,0,0,0.0,1,0
8,2014,2014-12-14,14,24.084,CAR,,TAM,W 19-17,,,,,,
9,2014,2014-12-21,15,24.091,CAR,,CLE,W 17-13,*,0,0,0.0,3,3
10,2014,2014-12-28,16,24.098,CAR,@,ATL,W 34-3,*,0,0,0.0,4,1
11,2015,2015-12-06,12,25.076,TAM,,ATL,W 23-19,,0,0,0.0,0,0
12,2015,2015-12-13,13,25.083,TAM,,NOR,L 17-24,,0,0,0.0,0,0
13,2015,2015-12-17,14,25.087,TAM,@,STL,L 23-31,,0,0,0.0,0,0
14,2015,2015-12-27,15,25.097,TAM,,CHI,L 21-26,,0,0,0.0,0,0
15,2015,2016-01-03,16,25.104,TAM,@,CAR,L 10-38,,0,0,0.0,0,0
16,2016,2016-09-11,1,25.356,TAM,@,ATL,W 31-24,,0,0,0.0,0,0
17,2016,2016-09-18,2,25.363,TAM,@,ARI,L 7-40,,0,0,0.0,0,0
18,2016,2016-09-25,3,26.004,TAM,,LAR,L 32-37,,0,0,0.0,0,0
19,2016,2016-10-02,4,26.011,TAM,,DEN,L 7-27,,0,0,0.0,0,0
20,2016,2016-10-10,5,26.019,TAM,@,CAR,W 17-14,,0,0,0.0,0,0
21,2016,2016-10-23,6,26.032,TAM,@,SFO,W 34-17,,0,0,0.0,0,0
22,2016,2016-10-30,7,26.039,TAM,,OAK,L 24-30,,0,0,0.0,0,0
23,2016,2016-11-03,8,26.043,TAM,,ATL,L 28-43,,0,0,0.0,6,0
24,2016,2016-11-13,9,26.053,TAM,,CHI,W 36-10,,0,0,0.0,2,1
25,2016,2016-11-20,10,26.060,TAM,@,KAN,W 19-17,,0,0,0.0,0,0
26,2016,2016-11-27,11,26.067,TAM,,SEA,W 14-5,,0,0,0.0,0,0
27,2016,2016-12-04,12,26.074,TAM,@,SDG,W 28-21,,0,0,0.0,0,0
28,2016,2016-12-11,13,26.081,TAM,,NOR,W 16-11,,0,0,0.0,0,0
29,2016,2016-12-18,14,26.088,TAM,@,DAL,L 20-26,,0,0,0.0,0,0
30,2016,2016-12-24,15,26.094,TAM,@,NOR,L 24-31,,0,0,0.0,0,0
31,2016,2017-01-01,16,26.102,TAM,,CAR,W 17-16,,0,0,0.0,0,0
32,2017,2017-09-17,1,26.361,TAM,,CHI,W 29-7,,0,0,0.0,2,0
33,2017,2017-09-24,2,27.003,TAM,@,MIN,L 17-34,*,0,0,0.0,4,3
34,2017,2017-10-01,3,27.010,TAM,,NYG,W 25-23,*,0,0,0.0,4,2
35,2017,2017-10-05,4,27.014,TAM,,NWE,L 14-19,*,0,0,1.0,6,1
36,2017,2017-10-15,5,27.024,TAM,@,ARI,L 33-38,,0,0,0.0,0,0
37,2017,2017-10-22,6,27.031,TAM,@,BUF,L 27-30,,0,0,0.0,0,0
38,2017,2017-10-29,7,27.038,TAM,,CAR,L 3-17,,0,0,0.0,1,0
39,2017,2017-11-05,8,27.045,TAM,@,NOR,L 10-30,,0,0,0.0,0,0
40,2017,2017-11-12,9,27.052,TAM,,NYJ,W 15-10,,0,0,0.0,0,0
41,2017,2017-11-19,10,27.059,TAM,@,MIA,W 30-20,,1,6,0.0,0,0
42,2017,2017-11-26,11,27.066,TAM,@,ATL,L 20-34,,0,0,0.0,0,0
43,2017,2017-12-03,12,27.073,TAM,@,GNB,L 20-26,,0,0,0.0,0,0
44,2017,2017-12-10,13,27.080,TAM,,DET,L 21-24,,0,0,0.0,0,0
45,2017,2017-12-18,14,27.088,TAM,,ATL,L 21-24,*,0,0,0.0,2,1
46,2018,2018-09-09,1,27.353,TAM,@,NOR,W 48-40,,0,0,0.0,1,0
47,2018,2018-09-16,2,27.360,TAM,,PHI,W 27-21,,0,0,0.0,0,0
48,2018,2018-09-24,3,28.003,TAM,,PIT,L 27-30,,0,0,0.0,1,0
